"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"38","Marvin Jones Jr. (DET)","65","103","816","12.6","47","13","4","5","33","0","0","16","141.4","8.8","78.3%"
"39","Donte Moncrief (NE)","64","105","733","11.5","33","9","6","0","0","0","0","16","141.3","8.8","0.0%"
"40","Anquan Boldin (FA)","69","111","789","11.4","51","10","4","0","0","0","1","14","135.4","9.7","0.1%"
"41","Alshon Jeffery (PHI)","54","94","807","14.9","50","14","4","0","0","0","0","9","131.7","14.6","5.5%"
"42","Markus Wheaton (FA)","44","79","749","17.0","72","9","5","0","0","0","0","16","128.9","8.1","0.0%"
"43","Terrance Williams (FA)","52","93","840","16.2","42","13","3","0","0","0","0","16","128.0","8.0","0.0%"
"44","Keenan Allen (LAC)","67","89","725","10.8","38","8","4","0","0","0","1","8","128.0","16.0","99.3%"
"45","Tyler Lockett (SEA)","51","69","664","13.0","49","9","6","5","20","0","1","16","127.9","8.0","99.4%"
"46","Stefon Diggs (BUF)","52","84","720","13.8","40","13","4","3","13","0","0","13","123.3","9.5","99.3%"
"47","Jermaine Kearse (FA)","49","68","685","14.0","50","13","5","0","0","0","0","16","123.0","7.7","0.0%"
"48","Danny Amendola (DET)","65","87","648","10.0","41","5","3","2","11","0","1","14","115.8","8.3","3.4%"
"49","Nate Washington (FA)","47","94","658","14.0","49","9","4","0","0","0","0","14","113.3","8.1","0.0%"
"50","Rishard Matthews (FA)","43","61","662","15.4","53","10","4","1","4","0","0","11","112.1","10.2","0.0%"
"51","Torrey Smith (FA)","33","62","663","20.1","76","8","4","0","0","0","0","16","108.8","6.8","0.0%"
"52","Steve Smith (FA)","46","73","670","14.6","50","13","3","0","0","0","0","7","108.0","15.4","0.0%"
"53","Cole Beasley (BUF)","52","75","536","10.3","30","7","5","0","0","0","2","16","105.6","6.6","58.1%"
"54","Kenny Britt (FA)","36","72","681","18.9","60","11","3","0","0","0","0","16","104.1","6.5","0.0%"
"55","Jamison Crowder (NYJ)","59","78","604","10.2","44","7","2","2","2","0","1","16","104.1","6.5","71.8%"
"56","Marques Colston (FA)","45","67","520","11.6","53","6","4","0","0","0","0","13","98.5","7.6","0.0%"
"57","Dorial Green-Beckham (FA)","32","67","549","17.2","47","10","4","0","0","0","0","16","96.9","6.1","0.4%"
"58","Seth Roberts (GB)","32","55","480","15.0","43","7","5","0","0","0","0","16","96.0","6.0","0.0%"
"59","Andre Johnson (FA)","41","77","503","12.3","35","7","4","0","0","0","0","16","94.8","5.9","0.0%"
"60","Robert Woods (LAR)","47","80","552","11.7","37","5","3","1","0","0","1","14","94.7","6.8","97.2%"
"61","Vincent Jackson (FA)","33","62","543","16.5","36","13","3","0","0","0","0","10","90.8","9.1","0.0%"
"62","Devin Funchess (GB)","31","63","473","15.3","52","5","5","0","0","0","1","16","90.8","5.7","0.6%"
"63","Stevie Johnson (FA)","45","65","497","11.0","34","7","3","0","0","0","0","10","90.2","9.0","0.0%"
"64","DeSean Jackson (PHI)","30","49","528","17.6","77","10","4","0","0","0","1","9","89.8","10.0","10.2%"
"65","Cecil Shorts (FA)","42","75","484","11.5","42","5","2","10","47","0","1","11","88.9","8.1","0.0%"
"66","Philly Brown (FA)","31","54","447","14.4","39","9","4","6","38","0","0","14","88.0","6.3","0.2%"
"67","Jerricho Cotchery (FA)","39","54","485","12.4","59","6","3","1","16","0","0","14","87.6","6.3","0.0%"
"68","Brian Hartline (FA)","46","77","523","11.4","41","4","2","0","0","0","0","12","87.3","7.3","0.0%"
"69","Malcom Floyd (FA)","30","69","561","18.7","70","10","3","0","0","0","1","15","87.1","5.8","0.0%"
"70","Dwayne Harris (CHI)","36","57","396","11.0","38","5","4","2","12","0","0","15","82.8","5.5","0.0%"
"71","Dontrelle Inman (WAS)","35","63","486","13.9","68","6","3","0","0","0","1","14","82.1","5.9","0.2%"
"72","Davante Adams (GB)","50","94","483","9.7","40","6","1","0","0","0","0","13","81.3","6.3","100.0%"
"73","DeVante Parker (MIA)","26","50","494","19.0","49","9","3","0","0","0","0","14","80.4","5.7","92.1%"
"74","Mike Wallace (FA)","39","72","473","12.1","34","6","2","1","6","0","0","16","79.4","5.0","0.0%"
"75","Kendall Wright (FA)","36","60","408","11.3","52","4","3","5","17","0","0","10","78.5","7.9","0.0%"
"76","Roddy White (FA)","43","70","506","11.8","25","6","1","0","0","0","0","16","78.1","4.9","0.0%"
"77","Albert Wilson (MIA)","35","57","451","12.9","44","6","2","5","26","0","0","14","77.2","5.5","0.1%"
"78","Chris Hogan (FA)","36","59","450","12.5","46","6","2","1","4","0","0","16","75.6","4.7","0.2%"
"79","Kenny Stills (FA)","27","63","440","16.3","47","10","3","0","0","0","0","16","75.5","4.7","0.8%"
"80","Mohamed Sanu (DET)","33","49","394","11.9","52","8","0","10","71","2","0","16","75.0","4.7","0.9%"
"81","Dez Bryant (BAL)","31","72","401","12.9","51","3","3","0","0","0","0","9","73.6","8.2","6.9%"
"82","Brandon Coleman (FA)","30","49","454","15.1","31","11","2","0","0","0","0","16","72.4","4.5","0.0%"
"83","Brandon LaFell (FA)","37","74","515","13.9","54","7","0","2","9","0","0","11","70.9","6.4","0.0%"
"84","Lance Moore (FA)","29","43","337","11.6","42","7","4","0","0","0","1","14","70.2","5.0","0.0%"
"85","Harry Douglas (FA)","36","72","411","11.4","51","4","2","1","-6","0","1","14","68.5","4.9","0.0%"
"86","Marquess Wilson (FA)","28","51","464","16.6","50","8","1","0","0","0","0","11","66.4","6.0","0.0%"
"87","Leonard Hankerson (FA)","26","46","327","12.6","55","3","3","0","0","0","0","10","63.7","6.4","0.0%"
"88","Josh Huff (FA)","27","40","312","11.6","41","3","3","0","0","0","0","15","62.7","4.2","0.0%"
"89","Jarius Wright (FA)","34","50","442","13.0","52","4","0","1","29","0","1","16","62.1","3.9","0.0%"
"90","Quinton Patton (FA)","30","57","394","13.1","41","7","1","1","5","0","0","16","60.9","3.8","0.2%"
"91","Bryan Walters (FA)","32","45","368","11.5","31","6","1","0","0","0","0","11","58.8","5.3","0.0%"
"92","Riley Cooper (FA)","21","41","327","15.6","62","4","2","0","0","0","0","16","55.2","3.5","0.0%"
"93","Darrius Heyward-Bey (FA)","21","39","314","15.0","66","5","2","0","0","0","0","16","53.9","3.4","0.0%"
"94","Chris Givens (FA)","20","54","353","17.7","48","7","1","4","18","0","0","15","53.1","3.5","0.0%"
"95","Jeremy Butler (FA)","31","44","363","11.7","41","5","0","0","0","0","0","8","51.8","6.5","0.0%"
"96","Andre Holmes (FA)","14","33","201","14.4","49","4","4","0","0","0","0","16","51.1","3.2","0.0%"
"97","Ryan Grant (FA)","23","42","268","11.7","35","3","2","0","0","0","0","16","50.3","3.1","0.0%"
"98","Keshawn Martin (FA)","24","37","269","11.2","39","2","2","1","6","0","1","9","49.5","5.5","0.0%"
"99","Eddie Royal (FA)","37","50","238","6.4","30","2","1","1","-1","0","0","9","48.2","5.4","0.0%"
"100","Adam Humphries (TEN)","27","40","260","9.6","27","1","1","0","0","0","0","13","45.5","3.5","2.4%"
"101","J.J. Nelson (FA)","11","27","299","27.2","64","7","2","1","0","0","1","11","45.4","4.1","0.0%"
"102","Josh Bellamy (FA)","19","34","224","11.8","48","3","2","0","0","0","0","16","43.9","2.7","0.0%"
"103","Nelson Agholor (LV)","23","44","283","12.3","53","3","1","0","0","0","1","13","43.8","3.4","34.6%"
"104","Justin Hunter (FA)","22","31","264","12.0","29","4","1","0","0","0","0","9","43.4","4.8","0.0%"
"105","Quincy Enunwa (FA)","22","46","315","14.3","48","6","0","0","0","0","0","12","42.5","3.5","0.0%"
"106","Andrew Hawkins (FA)","27","43","276","10.2","25","2","0","0","0","0","1","8","41.1","5.1","0.0%"
"107","Jaelen Strong (FA)","14","24","161","11.5","42","2","3","0","0","0","0","10","41.1","4.1","0.0%"
"108","Percy Harvin (FA)","19","30","218","11.5","51","3","1","5","31","0","0","5","40.4","8.1","0.1%"
"109","Marc Mariani (FA)","22","33","300","13.6","26","6","0","0","0","0","1","16","38.7","2.4","0.0%"
"110","Taylor Gabriel (FA)","28","48","241","8.6","56","2","0","0","0","0","1","13","38.1","2.9","0.0%"
"111","Phillip Dorsett II (SEA)","18","39","225","12.5","35","4","1","3","17","0","1","11","37.2","3.4","0.2%"
"112","Nick Williams (FA)","17","25","159","9.4","29","2","2","0","0","0","0","14","36.4","2.6","0.0%"
"113","Marqise Lee (NE)","15","32","191","12.7","30","2","1","5","38","0","0","10","36.4","3.6","0.0%"
"114","Greg Jennings (FA)","19","36","208","10.9","31","3","1","0","0","0","0","16","36.3","2.3","0.0%"
"115","Jeremy Kerley (FA)","16","26","152","9.5","25","2","2","0","0","0","0","16","35.2","2.2","0.0%"
"116","Miles Austin (FA)","13","31","224","17.2","39","4","1","0","0","0","0","11","34.9","3.2","0.0%"
"117","Chris Conley (JAC)","17","31","199","11.7","44","2","1","0","0","0","0","16","34.4","2.2","0.9%"
"118","Griff Whalen (FA)","19","26","205","10.8","38","1","1","0","0","0","2","14","32.0","2.3","0.0%"
"119","Brice Butler (FA)","12","26","258","21.5","67","6","0","0","0","0","0","7","31.8","4.5","0.0%"
"120","Jordan Norwood (FA)","22","32","207","9.4","34","1","0","0","0","0","0","11","31.7","2.9","0.0%"
"121","Javontee Herndon (FA)","24","33","195","8.1","21","1","0","1","13","0","1","8","30.8","3.9","0.0%"
"122","Rashad Greene (FA)","19","35","93","4.9","18","0","2","0","0","0","0","9","30.8","3.4","0.0%"
"123","Stedman Bailey (FA)","12","25","182","15.2","68","3","1","0","0","0","0","8","30.2","3.8","0.0%"
"124","Justin Hardy (FA)","21","36","194","9.2","23","2","0","0","0","0","0","9","29.9","3.3","0.0%"
"125","Adam Thielen (MIN)","12","18","144","12.0","30","1","0","4","89","0","0","16","29.3","1.8","99.8%"
"126","Rashad Ross (FA)","8","13","184","23.0","71","3","1","0","0","0","0","13","28.4","2.2","0.0%"
"127","Bennie Fowler III (NO)","16","25","203","12.7","41","1","0","0","0","0","0","16","28.3","1.8","0.0%"
"128","Chris Matthews (FA)","13","25","151","11.6","21","3","1","0","0","0","0","13","27.6","2.1","0.0%"
"129","Jaron Brown (ARI)","11","23","144","13.1","39","3","1","0","0","0","0","16","25.9","1.6","0.0%"
"130","Kenbrell Thompkins (FA)","17","33","165","9.7","43","2","0","0","0","0","0","7","25.0","3.6","0.0%"
"131","Louis Murphy (FA)","10","18","198","19.8","54","4","0","0","0","0","0","6","24.8","4.1","0.0%"
"132","Donteea Dye (FA)","11","30","132","12.0","44","1","1","0","0","0","0","10","24.7","2.5","0.0%"
"133","Andre Caldwell (FA)","10","22","72","7.2","24","1","2","1","3","0","0","14","24.5","1.8","0.0%"
"134","TJ Jones (FA)","10","18","132","13.2","29","3","1","1","-3","0","1","10","21.9","2.2","0.0%"
"135","Aaron Dobson (FA)","13","21","141","10.8","24","1","0","0","0","0","0","8","20.6","2.6","0.0%"
"136","Bruce Ellington (FA)","13","19","153","11.8","44","3","0","1","7","0","1","13","20.5","1.6","0.0%"
"137","Devin Smith (NE)","9","28","115","12.8","22","1","1","0","0","0","1","10","20.0","2.0","0.0%"
"138","Keith Mumphery (FA)","14","32","129","9.2","26","1","0","0","0","0","0","16","19.9","1.2","0.0%"
"139","Jason Avant (FA)","15","24","119","7.9","20","1","0","0","0","0","0","16","19.4","1.2","0.0%"
"140","Andre Roberts (BUF)","11","21","135","12.3","38","1","0","0","0","0","0","9","19.0","2.1","0.1%"
"141","Devin Street (FA)","7","13","114","16.3","25","1","1","0","0","0","1","15","18.9","1.3","0.0%"
"142","Darius Jennings (FA)","14","21","117","8.4","16","0","0","0","0","0","0","4","18.7","4.7","0.0%"
"143","Myles White (FA)","7","20","88","12.6","28","2","1","0","0","0","0","12","18.3","1.5","0.0%"
"144","Marlon Brown (FA)","14","30","112","8.0","22","2","0","0","0","0","0","10","18.2","1.8","0.0%"
"145","Marlon Moore (FA)","7","10","81","11.6","20","1","1","0","0","0","0","14","17.6","1.3","0.0%"
"146","Cameron Meredith (FA)","11","16","120","10.9","22","2","0","0","0","0","0","11","17.5","1.6","0.0%"
"147","Charles Johnson (FA)","9","13","127","14.1","35","3","0","0","0","0","0","11","17.2","1.6","0.0%"
"148","Wes Welker (FA)","13","22","102","7.8","14","0","0","0","0","0","0","8","16.7","2.1","0.0%"
"149","Tyrell Williams (LV)","2","6","90","45.0","80","1","1","0","0","0","0","7","16.0","2.3","1.2%"
"150","Jared Abbrederis (FA)","9","16","111","12.3","32","1","0","0","0","0","0","10","15.6","1.6","0.0%"
"151","Bradley Marquez (FA)","13","22","88","6.8","14","0","0","0","0","0","0","16","15.3","1.0","0.0%"
"152","Brian Quick (FA)","10","32","102","10.2","37","1","0","0","0","0","0","13","15.2","1.2","0.0%"
"153","Cody Latimer (FA)","6","11","59","9.8","15","0","1","2","1","0","0","14","15.0","1.1","0.0%"
"154","Ricardo Lockette (FA)","4","7","69","17.3","40","2","1","0","0","0","0","8","14.9","1.9","0.0%"
"155","Brenton Bersin (FA)","9","11","119","13.2","30","1","0","0","0","0","1","9","14.4","1.6","0.0%"
"156","Jerome Simpson (FA)","5","19","54","10.8","16","0","1","0","0","0","0","6","13.9","2.3","0.0%"
"157","Michael Campanaro (FA)","5","6","35","7.0","11","0","0","2","17","1","0","4","13.7","3.4","0.0%"
"158","Lucky Whitehead (FA)","6","8","16","2.7","8","0","0","10","107","0","1","15","13.3","0.9","0.0%"
"159","Brandon Tate (FA)","2","3","59","29.5","55","1","1","0","0","0","0","16","12.9","0.8","0.0%"
"160","Marcus Easley (FA)","1","3","58","58.0","58","1","1","0","0","0","0","13","12.3","0.9","0.0%"
"161","Chris Owusu (FA)","6","13","80","13.3","43","2","0","0","0","0","0","3","11.0","3.7","0.0%"
"162","Russell Shepard (FA)","3","9","28","9.3","18","0","1","0","0","0","0","13","10.3","0.8","0.0%"
"163","Deonte Thompson (FA)","2","3","81","40.5","45","2","0","0","0","0","0","7","9.1","1.3","0.0%"
"164","Jeff Janis (FA)","2","12","79","39.5","46","2","0","0","0","0","0","16","8.9","0.6","0.0%"
"165","Hakeem Nicks (FA)","7","14","54","7.7","19","0","0","0","0","0","0","6","8.9","1.5","0.0%"
"166","Tre McBride (FA)","2","4","8","4.0","7","0","1","1","8","0","0","7","8.6","1.2","0.0%"
"167","Dwayne Bowe (FA)","5","13","53","10.6","16","0","0","0","0","0","0","7","7.8","1.1","0.0%"
"168","Corey Fuller (FA)","4","9","76","19.0","48","1","0","0","0","0","1","12","7.6","0.6","0.0%"
"169","Jeremy Ross (FA)","9","14","88","9.8","18","0","0","1","2","0","3","11","7.5","0.7","0.0%"
"170","Preston Parker (FA)","5","12","40","8.0","15","0","0","0","0","0","0","2","6.8","3.4","0.0%"
"171","Kevin Smith (FA)","3","5","43","14.3","21","1","0","0","0","0","0","7","5.8","0.8","0.0%"
"172","Greg Salas (FA)","3","5","41","13.7","20","1","0","0","0","0","0","2","5.6","2.8","0.0%"
"173","Paul Richardson Jr. (FA)","1","1","40","40.0","40","1","0","0","0","0","0","1","4.5","4.5","0.0%"
"174","Trevor Graham (FA)","4","4","24","6.0","18","0","0","0","0","0","0","4","4.4","1.1","0.0%"
"175","Andrew Turzilli (FA)","2","2","25","12.5","18","0","0","0","0","0","0","3","3.5","1.2","0.0%"
"176","Marquise Goodwin (PHI)","2","2","24","12.0","14","0","0","0","0","0","0","2","3.4","1.7","0.1%"
"177","Geremy Davis (FA)","2","3","21","10.5","16","0","0","0","0","0","0","10","3.1","0.3","0.0%"
"178","Chandler Worthy (FA)","3","4","14","4.7","12","0","0","0","0","0","0","3","2.9","1.0","0.0%"
"179","DeAndrew White (BAL)","2","2","18","9.0","10","0","0","0","0","0","0","4","2.8","0.7","0.0%"
"180","Vincent Brown (FA)","1","2","22","22.0","22","1","0","0","0","0","0","1","2.7","2.7","0.0%"
"181","Jonathan Krause (FA)","2","4","11","5.5","7","0","0","0","0","0","0","2","2.1","1.1","0.0%"
"182","Mario Alford (FA)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"183","Eric Weems (FA)","1","1","11","11.0","11","0","0","1","4","0","0","16","2.0","0.1","0.0%"
"184","Kasen Williams (FA)","1","1","8","8.0","8","0","0","1","5","0","0","2","1.8","0.9","0.0%"
"185","Sammie Coates (FA)","1","2","11","11.0","11","0","0","0","0","0","0","6","1.6","0.3","0.0%"
"186","Cordarrelle Patterson (CHI)","2","2","10","5.0","9","0","0","2","15","0","1","16","1.5","0.1","5.9%"
"187","Ben Edwards (FA)","1","2","9","9.0","9","0","0","0","0","0","0","2","1.4","0.7","0.0%"
"188","Rod Streater (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"189","Brittan Golden (FA)","1","1","5","5.0","5","0","0","0","0","0","0","14","1.0","0.1","0.0%"
"190","Seyi Ajirotutu (FA)","1","3","4","4.0","4","0","0","0","0","0","0","13","0.9","0.1","0.0%"
"191","Tony Washington (FA)","0","0","0","0","0","0","0","1","8","0","0","4","0.8","0.2","0.0%"
"192","Damaris Johnson (FA)","0","0","0","0","0","0","0","1","6","0","0","1","0.6","0.6","0.0%"
"193","Thomas Ives (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Emanuel Hall (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Parris Campbell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6%"
"196","Steven Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"197","Terry McLaurin (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"198","D.J. Montgomery (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Andy Isabella (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"201","Shawn Poindexter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"203","Gunner Olszewski (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"204","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"205","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Terry Godwin (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Hunter Renfrow (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.5%"
"208","Alexander Hollins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Damion Willis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Travis Fulgham (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.2%"
"212","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"213","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"214","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.1%"
"215","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Jeff Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"217","Tyron Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Miles Boykin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"219","Trinity Benson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","KeeSean Johnson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"221","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Scotty Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9%"
"228","Olabisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"229","Darius Slayton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.6%"
"230","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Juwann Winfree (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Jason Moore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","David Sills V (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Jon'Vea Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"239","Deonte Harris (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"240","Diontae Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.5%"
"241","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"242","Olamide Zaccheaus (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"243","Preston Williams (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5%"
"244","Malik Henry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Mecole Hardman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.0%"
"246","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Nsimba Webster (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Jakobi Meyers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.2%"
"250","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"252","Fred Brown (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Lance Lenoir Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
