"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"242","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"243","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"244","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.9%"
"245","Miles Sanders (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"246","Alexander Mattison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.2%"
"247","Reggie Bonnafon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"248","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Boston Scott (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.6%"
"250","Nick Bawden (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"252","Darrel Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"253","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Dontrell Hilliard (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"255","Phillip Lindsay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.6%"
"256","Tony Brooks-James (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Jordan Wilkins (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"258","Craig Reynolds (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Chase Edmonds (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.3%"
"260","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"261","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","Gus Edwards (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.8%"
"263","Kerrith Whyte Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Tony Pollard (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4%"
"265","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"266","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Khari Blasingame (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Mike Boone (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"273","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"274","Austin Walter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"275","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"276","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Jonathan Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Antonio Williams (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Pete Guerriero (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Cedric Peerman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"293","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Cordarrelle Patterson (CHI)","2","15","7.5","9","0","0","2","2","10","5.0","0","1","16","0.0","0.0","5.9%"
"295","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"296","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"297","LaMichael James (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"298","Will Tukuafu (FA)","4","1","0.3","4","0","1","1","1","7","7.0","1","1","14","0.0","0.0","0.0%"
"299","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"301","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"302","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"303","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"304","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"305","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"306","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"308","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"309","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"310","Dare Ogunbowale (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"311","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"312","Dan Vitale (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"313","Peyton Barber (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"314","DeAndre Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"315","Jalen Richard (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"316","Darius Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"317","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"318","Alex Collins (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"319","Ezekiel Elliott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.2%"
"320","Derrick Henry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"321","Paul Perkins (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Wendell Smallwood (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"325","Tyler Ervin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"326","Devontae Booker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.0%"
"327","Kenyan Drake (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.8%"
"328","C.J. Prosise (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"329","Jonathan Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"330","Jordan Howard (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.4%"
"331","Aaron Jones (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"332","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"333","Austin Ekeler (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.2%"
"334","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"335","Khalfani Muhammad (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"336","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"337","Chris Carson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.9%"
"338","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"339","Elijah McGuire (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"340","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"341","J.D. McKissic (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.9%"
"342","Elijhaa Penny (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"343","Brandin Bryant (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"344","Troymaine Pope (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"345","Dalvin Cook (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"346","Kareem Hunt (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8%"
"347","Tarik Cohen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"348","Brian Hill (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.0%"
"349","James Conner (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.9%"
"350","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"351","Jeremy McNichols (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"352","Marlon Mack (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"353","Jamaal Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.4%"
"354","Leonard Fournette (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.7%"
"355","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"356","Wayne Gallman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.7%"
"357","Alvin Kamara (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"358","Joe Mixon (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.7%"
"359","D'Onta Foreman (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"360","Christian McCaffrey (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.5%"
"361","Dri Archer (FA)","0","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"362","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"363","Kapri Bibbs (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"364","Drew Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"365","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"366","Nikita Whitlock (FA)","0","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"367","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"368","Joe Banyard (FA)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"369","Chase Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"370","Toben Opurum (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"371","Ty Montgomery (NO)","3","14","4.7","9","0","0","15","19","136","9.1","2","0","6","0.0","0.0","0.1%"
"372","Malcolm Johnson (FA)","0","0","0","0","0","0","4","6","15","3.8","0","0","12","0.0","0.0","0.0%"
"373","Dreamius Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"374","Brandon Wegher (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"375","Senorise Perry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"376","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"377","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"378","Trey Watts (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"379","Isaiah Pead (FA)","2","3","1.5","4","0","0","0","0","0","0","0","1","2","-1.7","-0.9","0.0%"
"380","Marcus Murphy (FA)","1","0","0.0","0","0","0","0","0","0","0","0","1","13","-2.0","-0.2","0.0%"
"381","Raheem Mostert (SF)","0","0","0","0","0","0","0","0","0","0","0","1","11","-2.0","-0.2","94.3%"
"382","Glenn Winston (FA)","1","-8","-8.0","0","0","0","0","0","0","0","0","1","3","-2.8","-0.9","0.0%"
""
""
