"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"261","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","George Kittle (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.8%"
"263","Hunter Henry (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.2%"
"264","Austin Hooper (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.5%"
"265","Tyler Higbee (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.8%"
"266","Nick Vannett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Seth DeValve (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Kevin McDermott (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"269","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"271","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"272","Daniel Brown (NYJ)","6","11","64","10.7","31","1","0","0","0","0","0","6","0.0","0.0","0.0%"
"273","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"274","Ross Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"276","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"277","O.J. Howard (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"278","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Jason Vander Laan (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","David Njoku (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"281","Evan Engram (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.8%"
"282","Jake Butt (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"283","Adam Shaheen (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","Jordan Leggett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Gerald Everett (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5%"
"286","Jonnu Smith (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.0%"
"287","Jeremy Sprinkle (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"288","Josh Perkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Temarrick Hemingway (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","J.P. Holtz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Cole Wick (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Eric Tomlinson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"293","Brian Leonhardt (FA)","1","1","4","4.0","4","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"294","Erik Swoope (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"295","Mitchell Henry (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"296","Darren Waller (LV)","2","6","18","9.0","17","0","0","0","0","0","0","6","0.0","0.0","99.4%"
"297","Neal Sterling (FA)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"298","Kennard Backman (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"299","Chris Manhertz (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","Jake Fisher (FA)","1","5","31","31.0","31","1","0","0","0","0","0","14","0.0","0.0","0.0%"
"301","Je'Ron Hamm (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"302","Jerome Cunningham (FA)","8","16","59","7.4","16","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"303","Vince Mayle (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"304","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"305","Wes Saxton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"306","Dominique Dafney (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","David Johnson (FA)","1","2","4","4.0","4","0","0","2","4","0","1","16","-0.7","-0.0","0.0%"
""
""
