Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,OWN,FG,FGA,PCT,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,INT,SACKS,ATT.1,FantasyPointsRank
3.0,Antonio Brown (TB),3.0,"1,284",,51.0,22.0,12.0,106.0,154.0,9.0,12.1,0.0,0.0,15.0,254.3,17.0,70.1%,,,,,,,,,,,,,,,25.5
18.0,Ben Roethlisberger (PIT),509.0,"3,819",7.5,,,29.0,,,14.0,,1.0,2.0,14.0,252.3,18.0,86.5%,,,64.4,,,,,,,,328.0,13.0,17.0,16.0,27.0
4.0,Odell Beckham Jr. (CLE),1.0,"1,367",,75.0,20.0,10.0,101.0,169.0,9.0,13.5,0.0,1.0,16.0,246.1,15.4,25.6%,,,,,,,,,,,,,,,28.0
19.0,Carson Palmer (FA),597.0,"4,233",7.1,,,26.0,,,38.0,,0.0,4.0,15.0,243.2,16.2,5.6%,,,61.0,,,,,,,,364.0,14.0,40.0,14.0,29.0
20.0,Joe Flacco (NYJ),672.0,"4,317",6.4,,,20.0,,,58.0,,2.0,3.0,16.0,242.0,15.1,0.9%,,,64.9,,,,,,,,436.0,15.0,33.0,21.0,30.0
7.0,Melvin Gordon III (DEN),254.0,997,3.9,48.0,7.0,10.0,41.0,57.0,419.0,10.2,2.0,2.0,13.0,230.1,17.7,91.4%,,,,,,,,,,,,,,,31.0
8.0,LeGarrette Blount (FA),299.0,"1,161",3.9,44.0,7.0,18.0,7.0,8.0,38.0,5.4,0.0,1.0,16.0,229.4,14.3,0.0%,,,,,,,,,,,,,,,32.0
5.0,T.Y. Hilton (IND),0.0,"1,448",,63.0,28.0,6.0,91.0,155.0,0.0,15.9,0.0,0.0,16.0,228.3,14.3,46.5%,,,,,,,,,,,,,,,33.0
21.0,Alex Smith (WAS),489.0,"3,502",7.2,,,15.0,,,134.0,,5.0,4.0,15.0,224.4,15.0,6.1%,,,67.1,,,,,,,,328.0,8.0,28.0,48.0,34.0
22.0,Eli Manning (FA),598.0,"4,027",6.7,,,26.0,,,-9.0,,0.0,4.0,16.0,224.1,14.0,2.1%,,,63.0,,,,,,,,377.0,16.0,21.0,21.0,35.0
23.0,Sam Bradford (FA),552.0,"3,877",7.0,,,20.0,,,53.0,,0.0,5.0,15.0,221.4,14.8,0.0%,,,71.6,,,,,,,,395.0,5.0,37.0,20.0,36.0
9.0,Mark Ingram II (BAL),205.0,"1,043",5.1,75.0,4.0,6.0,46.0,58.0,319.0,6.9,4.0,2.0,16.0,219.2,13.7,38.9%,,,,,,,,,,,,,,,37.0
6.0,Julio Jones (ATL),0.0,"1,409",,75.0,27.0,6.0,83.0,129.0,0.0,17.0,0.0,0.0,14.0,218.4,15.6,99.5%,,,,,,,,,,,,,,,38.0
10.0,Jordan Howard (PHI),252.0,"1,313",5.2,69.0,10.0,6.0,29.0,50.0,298.0,10.3,1.0,1.0,15.0,215.6,14.4,15.4%,,,,,,,,,,,,,,,39.0
24.0,Carson Wentz (PHI),607.0,"3,782",6.2,,,16.0,,,150.0,,2.0,3.0,16.0,213.5,13.3,58.8%,,,62.4,,,,,,,,379.0,14.0,33.0,46.0,40.0
7.0,Michael Thomas (NO),0.0,"1,137",,46.0,18.0,9.0,92.0,121.0,0.0,12.4,0.0,2.0,15.0,209.7,14.0,99.5%,,,,,,,,,,,,,,,41.0
8.0,Davante Adams (GB),0.0,997,,66.0,17.0,12.0,75.0,121.0,0.0,13.3,0.0,1.0,16.0,209.2,13.1,100.0%,,,,,,,,,,,,,,,42.0
9.0,Brandin Cooks (HOU),6.0,"1,173",,98.0,15.0,8.0,78.0,117.0,30.0,15.0,0.0,0.0,16.0,207.3,13.0,90.7%,,,,,,,,,,,,,,,43.0
10.0,Doug Baldwin (FA),3.0,"1,128",,59.0,16.0,7.0,94.0,125.0,2.0,12.0,0.0,0.0,16.0,206.6,12.9,0.0%,,,,,,,,,,,,,,,44.0
11.0,Jay Ajayi (FA),260.0,"1,272",4.9,62.0,10.0,8.0,27.0,35.0,151.0,5.6,0.0,1.0,15.0,201.8,13.5,7.0%,,,,,,,,,,,,,,,45.0
25.0,Colin Kaepernick (FA),331.0,"2,241",6.8,,,16.0,,,468.0,,2.0,3.0,12.0,200.3,16.7,0.3%,,,59.2,,,,,,,,196.0,4.0,36.0,69.0,46.0
12.0,Frank Gore (NYJ),263.0,"1,025",3.9,22.0,1.0,4.0,38.0,47.0,277.0,7.3,4.0,1.0,16.0,195.3,12.2,36.7%,,,,,,,,,,,,,,,47.0
11.0,Michael Crabtree (FA),0.0,"1,003",,56.0,10.0,8.0,89.0,145.0,0.0,11.3,0.0,0.0,16.0,194.8,12.2,0.0%,,,,,,,,,,,,,,,48.0
13.0,Latavius Murray (NO),195.0,788,4.0,42.0,5.0,12.0,33.0,43.0,264.0,8.0,0.0,1.0,14.0,191.7,13.7,63.8%,,,,,,,,,,,,,,,49.0
26.0,Trevor Siemian (NO),486.0,"3,401",7.0,,,18.0,,,57.0,,0.0,2.0,14.0,191.6,13.7,0.0%,,,59.5,,,,,,,,289.0,10.0,31.0,28.0,50.0
12.0,Larry Fitzgerald (ARI),2.0,"1,023",,32.0,8.0,6.0,107.0,150.0,5.0,9.6,0.0,1.0,16.0,190.9,11.9,10.9%,,,,,,,,,,,,,,,51.0
27.0,Ryan Tannehill (TEN),389.0,"2,995",7.7,,,19.0,,,164.0,,1.0,3.0,13.0,190.4,14.6,75.5%,,,67.1,,,,,,,,261.0,12.0,29.0,39.0,52.0
13.0,Amari Cooper (DAL),1.0,"1,153",,64.0,21.0,5.0,83.0,132.0,0.0,13.9,0.0,0.0,16.0,189.9,11.9,97.1%,,,,,,,,,,,,,,,53.0
14.0,Jarvis Landry (CLE),5.0,"1,136",,71.0,16.0,4.0,94.0,131.0,17.0,12.1,0.0,2.0,16.0,184.5,11.5,85.9%,,,,,,,,,,,,,,,54.0
14.0,Isaiah Crowell (FA),198.0,952,4.8,85.0,8.0,7.0,40.0,53.0,319.0,8.0,0.0,2.0,16.0,184.3,11.5,0.0%,,,,,,,,,,,,,,,55.0
15.0,Tyrell Williams (LV),0.0,"1,059",,51.0,19.0,7.0,69.0,119.0,0.0,15.3,0.0,0.0,16.0,182.4,11.4,1.2%,,,,,,,,,,,,,,,56.0
16.0,Julian Edelman (NE),12.0,"1,106",,77.0,11.0,3.0,98.0,159.0,57.0,11.3,0.0,2.0,16.0,181.3,11.3,28.5%,,,,,,,,,,,,,,,57.5
17.0,Demaryius Thomas (FA),0.0,"1,083",,55.0,10.0,5.0,90.0,144.0,0.0,12.0,0.0,2.0,16.0,181.3,11.3,0.0%,,,,,,,,,,,,,,,57.5
1.0,Travis Kelce (KC),1.0,"1,125",,80.0,14.0,4.0,85.0,117.0,-5.0,13.2,0.0,0.0,16.0,180.5,11.3,100.0%,,,,,,,,,,,,,,,59.0
1.0,Matt Bryant (FA),,,,59.0,,,,,,,,,16.0,179.0,11.2,2.0%,34.0,37.0,91.9,0.0,12.0,7.0,9.0,6.0,56.0,57.0,,,,,60.5
18.0,Rishard Matthews (FA),0.0,945,,60.0,16.0,9.0,65.0,108.0,0.0,14.5,0.0,1.0,16.0,179.0,11.2,0.0%,,,,,,,,,,,,,,,60.5
15.0,Carlos Hyde (SEA),217.0,988,4.6,47.0,7.0,6.0,27.0,33.0,163.0,6.0,3.0,3.0,13.0,178.6,13.7,27.3%,,,,,,,,,,,,,,,62.0
19.0,Golden Tate (NYG),10.0,"1,077",,67.0,13.0,4.0,91.0,135.0,4.0,11.8,0.0,1.0,16.0,177.6,11.1,18.4%,,,,,,,,,,,,,,,63.0
16.0,Spencer Ware (FA),214.0,921,4.3,46.0,3.0,3.0,33.0,42.0,447.0,13.5,2.0,3.0,14.0,177.4,12.7,0.0%,,,,,,,,,,,,,,,64.0
17.0,Todd Gurley II (ATL),278.0,885,3.2,24.0,2.0,6.0,43.0,58.0,327.0,7.6,0.0,1.0,16.0,176.7,11.0,96.7%,,,,,,,,,,,,,,,65.0
19.0,Tevin Coleman (SF),118.0,520,4.4,55.0,5.0,8.0,31.0,40.0,421.0,13.6,3.0,0.0,13.0,175.6,13.5,16.6%,,,,,,,,,,,,,,,66.5
18.0,Lamar Miller (CHI),268.0,"1,073",4.0,45.0,7.0,5.0,31.0,39.0,188.0,6.1,1.0,1.0,14.0,175.6,12.5,0.3%,,,,,,,,,,,,,,,66.5
2.0,Justin Tucker (BAL),,,,57.0,,,,,,,,,16.0,175.0,10.9,95.8%,38.0,39.0,97.4,0.0,4.0,10.0,14.0,10.0,27.0,27.0,,,,,68.0
20.0,Terrelle Pryor (FA),8.0,"1,007",,54.0,11.0,4.0,77.0,140.0,21.0,13.1,1.0,0.0,16.0,174.9,10.9,0.0%,,,,,,,,,,,,,,,69.0
21.0,Emmanuel Sanders (NO),1.0,"1,032",,64.0,12.0,5.0,79.0,137.0,4.0,13.1,0.0,0.0,16.0,173.1,10.8,42.9%,,,,,,,,,,,,,,,70.0
20.0,Matt Forte (FA),218.0,813,3.7,32.0,5.0,7.0,30.0,43.0,263.0,8.8,1.0,1.0,14.0,168.6,12.0,19.1%,,,,,,,,,,,,,,,71.0
22.0,Tyreek Hill (KC),24.0,593,,49.0,8.0,6.0,61.0,83.0,267.0,9.7,3.0,1.0,16.0,168.5,10.5,100.0%,,,,,,,,,,,,,,,72.0
28.0,Brock Osweiler (FA),510.0,"2,957",5.8,,,15.0,,,131.0,,2.0,1.0,15.0,168.4,11.2,0.0%,,,59.0,,,,,,,,301.0,16.0,27.0,30.0,73.0
21.0,Bilal Powell (FA),131.0,722,5.5,35.0,4.0,3.0,58.0,74.0,388.0,6.7,2.0,1.0,16.0,168.0,10.5,0.0%,,,,,,,,,,,,,,,74.0
2.0,Kyle Rudolph (MIN),0.0,840,,44.0,11.0,7.0,83.0,132.0,0.0,10.1,0.0,0.0,16.0,167.5,10.5,28.5%,,,,,,,,,,,,,,,75.0
3.0,Greg Olsen (SEA),0.0,"1,073",,78.0,14.0,3.0,80.0,129.0,0.0,13.4,0.0,0.0,16.0,167.3,10.5,7.1%,,,,,,,,,,,,,,,76.0
23.0,Mike Wallace (FA),5.0,"1,017",,95.0,10.0,4.0,72.0,116.0,31.0,14.1,0.0,0.0,16.0,166.8,10.4,0.0%,,,,,,,,,,,,,,,77.0
22.0,Jeremy Hill (FA),222.0,839,3.8,74.0,5.0,9.0,21.0,27.0,174.0,8.3,0.0,0.0,15.0,165.8,11.1,0.0%,,,,,,,,,,,,,,,78.0
24.0,Kelvin Benjamin (FA),0.0,941,,50.0,10.0,7.0,63.0,118.0,0.0,14.9,0.0,1.0,16.0,165.6,10.4,0.0%,,,,,,,,,,,,,,,79.0
25.0,Allen Robinson II (CHI),0.0,883,,42.0,11.0,6.0,73.0,151.0,0.0,12.1,0.0,0.0,16.0,162.8,10.2,98.9%,,,,,,,,,,,,,,,80.0
26.0,Kenny Britt (FA),0.0,"1,002",,66.0,15.0,5.0,68.0,111.0,0.0,14.7,0.0,1.0,15.0,162.2,10.8,0.0%,,,,,,,,,,,,,,,81.0
27.0,Pierre Garcon (FA),0.0,"1,041",,70.0,15.0,3.0,79.0,114.0,0.0,13.2,0.0,0.0,16.0,161.6,10.1,0.0%,,,,,,,,,,,,,,,82.0
28.0,Adam Thielen (MIN),2.0,967,,71.0,16.0,5.0,69.0,92.0,15.0,14.0,0.0,1.0,16.0,160.7,10.0,99.8%,,,,,,,,,,,,,,,83.0
29.0,DeAndre Hopkins (ARI),0.0,954,,51.0,10.0,4.0,78.0,151.0,0.0,12.2,0.0,0.0,16.0,158.4,9.9,100.0%,,,,,,,,,,,,,,,84.0
30.0,Jamison Crowder (NYJ),2.0,847,,55.0,11.0,7.0,67.0,99.0,-2.0,12.6,0.0,1.0,16.0,158.0,9.9,71.8%,,,,,,,,,,,,,,,85.0
4.0,Jimmy Graham (CHI),1.0,923,,42.0,10.0,6.0,65.0,95.0,0.0,14.2,0.0,2.0,16.0,156.8,9.8,39.2%,,,,,,,,,,,,,,,86.0
5.0,Delanie Walker (FA),2.0,800,,47.0,13.0,7.0,65.0,102.0,11.0,12.3,0.0,0.0,15.0,155.6,10.4,0.1%,,,,,,,,,,,,,,,87.0
31.0,Willie Snead IV (BAL),0.0,895,,49.0,12.0,4.0,72.0,104.0,0.0,12.4,0.0,0.0,15.0,155.5,10.4,1.9%,,,,,,,,,,,,,,,88.0
32.0,Dez Bryant (BAL),0.0,796,,56.0,10.0,8.0,50.0,96.0,0.0,15.9,0.0,1.0,13.0,155.0,11.9,6.9%,,,,,,,,,,,,,,,89.0
33.0,Brandon LaFell (FA),1.0,862,,86.0,11.0,6.0,64.0,107.0,-2.0,13.5,0.0,0.0,16.0,154.0,9.6,0.0%,,,,,,,,,,,,,,,90.5
23.0,Terrance West (FA),193.0,774,4.0,41.0,5.0,5.0,34.0,45.0,236.0,6.9,1.0,0.0,16.0,154.0,9.6,0.0%,,,,,,,,,,,,,,,90.5
34.0,A.J. Green (CIN),0.0,964,,54.0,15.0,4.0,66.0,100.0,0.0,14.6,0.0,0.0,10.0,153.4,15.3,46.0%,,,,,,,,,,,,,,,92.0
35.0,DeSean Jackson (PHI),0.0,"1,005",,80.0,19.0,4.0,56.0,100.0,0.0,17.9,0.0,0.0,15.0,152.5,10.2,10.2%,,,,,,,,,,,,,,,93.0
36.0,Sterling Shepard (NYG),3.0,683,,32.0,6.0,8.0,65.0,105.0,31.0,10.5,0.0,0.0,16.0,151.9,9.5,58.6%,,,,,,,,,,,,,,,94.0
37.0,Cole Beasley (BUF),1.0,833,,47.0,6.0,5.0,75.0,98.0,7.0,11.1,0.0,0.0,16.0,151.5,9.5,58.1%,,,,,,,,,,,,,,,95.0
38.0,Stefon Diggs (BUF),3.0,903,,46.0,10.0,3.0,84.0,112.0,10.0,10.8,0.0,0.0,13.0,151.3,11.6,99.3%,,,,,,,,,,,,,,,96.0
3.0,Dustin Hopkins (WAS),,,,53.0,,,,,,,,,16.0,151.0,9.4,1.0%,34.0,42.0,81.0,0.0,12.0,12.0,7.0,3.0,36.0,39.0,,,,,97.0
4.0,Caleb Sturgis (FA),,,,55.0,,,,,,,,,16.0,150.0,9.4,0.0%,35.0,41.0,85.4,0.0,12.0,12.0,7.0,4.0,30.0,31.0,,,,,98.0
5.0,Adam Vinatieri (FA),,,,54.0,,,,,,,,,16.0,149.0,9.3,0.1%,27.0,31.0,87.1,0.0,3.0,7.0,10.0,7.0,44.0,44.0,,,,,99.0
39.0,Steve Smith (FA),0.0,799,,52.0,12.0,5.0,70.0,101.0,0.0,11.4,0.0,0.0,14.0,148.9,10.6,0.0%,,,,,,,,,,,,,,,100.0
6.0,Matt Prater (DET),,,,58.0,,,,,,,,,16.0,148.0,9.3,63.0%,31.0,36.0,86.1,0.0,10.0,4.0,10.0,7.0,31.0,33.0,,,,,101.0
40.0,Kenny Stills (FA),0.0,726,,74.0,10.0,9.0,42.0,81.0,0.0,17.3,0.0,0.0,16.0,147.6,9.2,0.8%,,,,,,,,,,,,,,,102.0
7.0,Wil Lutz (NO),,,,57.0,,,,,,,,,16.0,147.0,9.2,93.9%,28.0,34.0,82.4,1.0,7.0,9.0,8.0,3.0,49.0,50.0,,,,,103.0
41.0,Cameron Meredith (FA),1.0,888,,50.0,13.0,4.0,66.0,97.0,6.0,13.5,0.0,2.0,14.0,146.5,10.5,0.0%,,,,,,,,,,,,,,,104.0
42.0,Marvin Jones Jr. (DET),1.0,930,,73.0,16.0,4.0,55.0,103.0,3.0,16.9,0.0,0.0,15.0,144.8,9.7,78.3%,,,,,,,,,,,,,,,105.0
6.0,Zach Ertz (PHI),0.0,816,,30.0,9.0,4.0,78.0,106.0,0.0,10.5,0.0,0.0,14.0,144.6,10.3,62.0%,,,,,,,,,,,,,,,106.0
7.0,Cameron Brate (TB),0.0,660,,38.0,5.0,8.0,57.0,81.0,0.0,11.6,0.0,0.0,15.0,142.5,9.5,1.1%,,,,,,,,,,,,,,,107.0
24.0,Jonathan Stewart (FA),218.0,824,3.8,47.0,6.0,9.0,8.0,21.0,60.0,7.5,0.0,2.0,13.0,142.4,11.0,0.0%,,,,,,,,,,,,,,,108.0
8.0,Nick Novak (FA),,,,53.0,,,,,,,,,16.0,141.0,8.8,0.1%,35.0,41.0,85.4,1.0,12.0,11.0,8.0,3.0,22.0,25.0,,,,,109.5
9.0,Graham Gano (NYG),,,,54.0,,,,,,,,,16.0,141.0,8.8,9.0%,30.0,38.0,78.9,0.0,4.0,9.0,14.0,3.0,31.0,34.0,,,,,109.5
43.0,Marqise Lee (NE),6.0,851,,51.0,13.0,3.0,63.0,105.0,35.0,13.5,0.0,1.0,16.0,140.9,8.8,0.0%,,,,,,,,,,,,,,,111.0
8.0,Martellus Bennett (FA),2.0,701,,58.0,10.0,7.0,55.0,73.0,10.0,12.7,0.0,0.0,16.0,140.6,8.8,23.0%,,,,,,,,,,,,,,,112.0
10.0,Sebastian Janikowski (FA),,,,56.0,,,,,,,,,16.0,140.0,8.8,20.0%,29.0,35.0,82.9,1.0,9.0,6.0,10.0,3.0,37.0,39.0,,,,,114.0
12.0,Dan Bailey (MIN),,,,56.0,,,,,,,,,16.0,140.0,8.8,24.3%,27.0,32.0,84.4,0.0,9.0,8.0,7.0,3.0,46.0,46.0,,,,,114.0
11.0,Stephen Gostkowski (TEN),,,,53.0,,,,,,,,,16.0,140.0,8.8,29.6%,27.0,32.0,84.4,0.0,9.0,7.0,9.0,2.0,46.0,49.0,,,,,114.0
45.0,Quincy Enunwa (FA),1.0,857,,69.0,14.0,4.0,58.0,105.0,12.0,14.8,0.0,0.0,16.0,139.9,8.7,0.0%,,,,,,,,,,,,,,,116.5
44.0,Anquan Boldin (FA),0.0,584,,35.0,5.0,8.0,67.0,95.0,0.0,8.7,0.0,0.0,16.0,139.9,8.7,0.1%,,,,,,,,,,,,,,,116.5
13.0,Cairo Santos (CHI),,,,54.0,,,,,,,,,16.0,139.0,8.7,1.0%,31.0,35.0,88.6,0.0,8.0,15.0,6.0,2.0,36.0,39.0,,,,,118.0
25.0,Ryan Mathews (FA),155.0,661,4.3,30.0,6.0,8.0,13.0,14.0,115.0,8.8,1.0,2.0,13.0,138.1,10.6,0.0%,,,,,,,,,,,,,,,119.0
14.0,Stephen Hauschka (FA),,,,53.0,,,,,,,,,16.0,138.0,8.6,0.2%,33.0,37.0,89.2,0.0,11.0,13.0,8.0,1.0,29.0,35.0,,,,,120.0
26.0,Darren Sproles (FA),94.0,438,4.7,25.0,1.0,2.0,52.0,71.0,427.0,8.2,2.0,0.0,15.0,136.5,9.1,0.0%,,,,,,,,,,,,,,,121.0
9.0,Jordan Reed (SF),0.0,686,,33.0,9.0,6.0,66.0,89.0,0.0,10.4,0.0,1.0,12.0,135.6,11.3,20.8%,,,,,,,,,,,,,,,122.0
27.0,Theo Riddick (LV),92.0,357,3.9,42.0,2.0,1.0,53.0,67.0,371.0,7.0,5.0,0.0,10.0,135.3,13.5,0.0%,,,,,,,,,,,,,,,123.0
46.0,Jordan Matthews (SF),0.0,804,,54.0,13.0,3.0,73.0,117.0,0.0,11.0,0.0,0.0,14.0,134.9,9.6,0.0%,,,,,,,,,,,,,,,124.0
15.0,Jason Myers (SEA),,,,56.0,,,,,,,,,16.0,134.0,8.4,62.5%,27.0,34.0,79.4,0.0,7.0,3.0,10.0,7.0,29.0,32.0,,,,,125.5
47.0,Dontrelle Inman (WAS),0.0,810,,57.0,10.0,4.0,58.0,97.0,0.0,14.0,0.0,0.0,16.0,134.0,8.4,0.2%,,,,,,,,,,,,,,,125.5
29.0,Ryan Fitzpatrick (MIA),403.0,"2,710",6.7,,,12.0,,,130.0,,0.0,1.0,14.0,133.3,9.5,17.2%,,,56.6,,,,,,,,228.0,17.0,19.0,33.0,127.0
16.0,Brandon McManus (DEN),,,,55.0,,,,,,,,,16.0,132.0,8.3,27.0%,29.0,34.0,85.3,0.0,9.0,10.0,7.0,3.0,32.0,33.0,,,,,128.5
48.0,Ted Ginn Jr. (FA),14.0,752,,88.0,9.0,4.0,54.0,95.0,98.0,13.9,0.0,2.0,16.0,132.0,8.3,0.2%,,,,,,,,,,,,,,,128.5
28.0,James White (NE),39.0,166,4.3,16.0,0.0,0.0,60.0,86.0,551.0,9.2,5.0,0.0,16.0,131.7,8.2,61.8%,,,,,,,,,,,,,,,130.0
17.0,Mason Crosby (GB),,,,53.0,,,,,,,,,16.0,129.0,8.1,40.6%,26.0,30.0,86.7,1.0,6.0,13.0,5.0,1.0,44.0,47.0,,,,,131.0
29.0,Devontae Booker (LV),174.0,612,3.5,18.0,0.0,4.0,31.0,45.0,265.0,8.5,1.0,3.0,16.0,127.2,8.0,71.0%,,,,,,,,,,,,,,,132.0
30.0,Jerick McKinnon (SF),159.0,539,3.4,36.0,2.0,2.0,43.0,53.0,255.0,5.9,2.0,0.0,15.0,126.9,8.5,50.9%,,,,,,,,,,,,,,,133.0
49.0,Brandon Marshall (FA),0.0,788,,41.0,10.0,3.0,59.0,128.0,0.0,13.4,0.0,0.0,15.0,126.7,8.4,5.0%,,,,,,,,,,,,,,,134.0
31.0,Robert Kelley (FA),168.0,704,4.2,66.0,4.0,6.0,12.0,18.0,82.0,6.8,1.0,0.0,15.0,126.6,8.4,0.0%,,,,,,,,,,,,,,,135.0
50.0,DeVante Parker (MIA),0.0,744,,56.0,9.0,4.0,56.0,87.0,0.0,13.3,0.0,0.0,15.0,126.4,8.4,92.1%,,,,,,,,,,,,,,,136.0
18.0,Josh Lambo (JAC),,,,47.0,,,,,,,,,16.0,126.0,7.9,0.8%,26.0,32.0,81.3,0.0,7.0,13.0,6.0,0.0,42.0,46.0,,,,,137.5
32.0,Christine Michael (FA),148.0,583,3.9,42.0,3.0,7.0,22.0,29.0,107.0,4.9,1.0,1.0,15.0,126.0,8.4,0.0%,,,,,,,,,,,,,,,137.5
10.0,Dennis Pitta (FA),0.0,729,,30.0,4.0,2.0,86.0,121.0,0.0,8.5,0.0,1.0,16.0,125.9,7.9,0.0%,,,,,,,,,,,,,,,139.0
51.0,Taylor Gabriel (FA),4.0,579,,76.0,8.0,6.0,35.0,50.0,51.0,16.5,1.0,0.0,13.0,123.9,9.5,0.0%,,,,,,,,,,,,,,,140.0
33.0,Chris Thompson (JAC),68.0,356,5.2,25.0,2.0,3.0,49.0,62.0,349.0,7.1,2.0,1.0,16.0,123.0,7.7,3.6%,,,,,,,,,,,,,,,141.0
