Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,OWN,FG,FGA,PCT,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,INT,SACKS,ATT.1,FantasyPointsRank
52.0,J.J. Nelson (FA),4.0,568,,80.0,9.0,6.0,34.0,74.0,83.0,16.7,1.0,1.0,15.0,122.1,8.1,0.0%,,,,,,,,,,,,,,,142.0
11.0,Antonio Gates (FA),0.0,548,,27.0,5.0,7.0,53.0,93.0,0.0,10.3,0.0,1.0,14.0,121.3,8.7,0.2%,,,,,,,,,,,,,,,143.0
34.0,Mike Gillislee (FA),101.0,577,5.7,44.0,7.0,8.0,9.0,11.0,50.0,5.6,1.0,0.0,15.0,121.1,8.1,0.0%,,,,,,,,,,,,,,,144.0
35.0,Rashad Jennings (FA),181.0,593,3.3,25.0,3.0,3.0,35.0,42.0,201.0,5.7,1.0,0.0,13.0,120.9,9.3,0.0%,,,,,,,,,,,,,,,145.0
53.0,Alshon Jeffery (PHI),0.0,821,,54.0,12.0,2.0,52.0,94.0,0.0,15.8,0.0,0.0,12.0,120.1,10.0,5.5%,,,,,,,,,,,,,,,146.0
54.0,Mohamed Sanu (DET),1.0,653,,59.0,6.0,4.0,59.0,81.0,5.0,11.1,0.0,1.0,15.0,119.3,8.0,0.9%,,,,,,,,,,,,,,,147.0
19.0,Ryan Succop (TB),,,,53.0,,,,,,,,,16.0,119.0,7.4,21.7%,22.0,24.0,91.7,1.0,4.0,6.0,8.0,3.0,39.0,41.0,,,,,148.0
36.0,Duke Johnson Jr. (HOU),73.0,358,4.9,22.0,2.0,1.0,53.0,74.0,514.0,9.7,0.0,1.0,16.0,118.5,7.4,57.4%,,,,,,,,,,,,,,,149.0
55.0,Randall Cobb (HOU),10.0,610,,47.0,7.0,4.0,60.0,84.0,33.0,10.2,0.0,0.0,13.0,118.3,9.1,9.9%,,,,,,,,,,,,,,,150.0
20.0,Chandler Catanzaro (FA),,,,60.0,,,,,,,,,16.0,118.0,7.4,0.0%,21.0,28.0,75.0,1.0,5.0,6.0,6.0,3.0,43.0,47.0,,,,,151.0
12.0,Jason Witten (LV),0.0,673,,35.0,7.0,3.0,69.0,95.0,0.0,9.8,0.0,1.0,16.0,117.8,7.4,0.2%,,,,,,,,,,,,,,,152.5
56.0,Tavon Austin (GB),28.0,509,,43.0,6.0,3.0,58.0,106.0,159.0,8.8,1.0,1.0,15.0,117.8,7.9,0.3%,,,,,,,,,,,,,,,152.5
37.0,Matt Asiata (FA),121.0,402,3.3,29.0,2.0,6.0,32.0,38.0,263.0,8.2,0.0,1.0,16.0,116.5,7.3,0.0%,,,,,,,,,,,,,,,154.0
13.0,Jack Doyle (IND),0.0,584,,24.0,5.0,5.0,59.0,75.0,0.0,9.9,0.0,1.0,16.0,115.9,7.2,5.5%,,,,,,,,,,,,,,,155.0
38.0,Tim Hightower (FA),133.0,548,4.1,30.0,4.0,4.0,22.0,26.0,200.0,9.1,1.0,0.0,16.0,115.8,7.2,0.0%,,,,,,,,,,,,,,,156.0
57.0,Jeremy Kerley (FA),0.0,667,,33.0,8.0,3.0,64.0,115.0,0.0,10.4,0.0,1.0,16.0,114.7,7.2,0.0%,,,,,,,,,,,,,,,157.0
14.0,Eric Ebron (PIT),1.0,711,,61.0,9.0,1.0,61.0,85.0,1.0,11.7,1.0,0.0,13.0,113.7,8.7,83.3%,,,,,,,,,,,,,,,158.0
39.0,T.J. Yeldon (BUF),130.0,465,3.6,16.0,0.0,1.0,50.0,68.0,312.0,6.2,1.0,1.0,15.0,112.7,7.5,0.1%,,,,,,,,,,,,,,,159.0
15.0,Coby Fleener (FA),1.0,631,,50.0,12.0,3.0,50.0,81.0,2.0,12.6,1.0,0.0,16.0,112.3,7.0,0.0%,,,,,,,,,,,,,,,160.0
16.0,Hunter Henry (LAC),0.0,478,,59.0,7.0,8.0,36.0,53.0,0.0,13.3,0.0,1.0,15.0,112.2,7.5,96.2%,,,,,,,,,,,,,,,161.0
21.0,Nick Folk (NE),,,,51.0,,,,,,,,,16.0,112.0,7.0,2.9%,27.0,31.0,87.1,0.0,12.0,10.0,3.0,2.0,24.0,26.0,,,,,162.0
30.0,Case Keenum (CLE),322.0,"2,201",6.8,,,9.0,,,51.0,,1.0,1.0,10.0,111.0,11.1,0.1%,,,60.9,,,,,,,,196.0,11.0,23.0,20.0,163.0
22.0,Chris Boswell (PIT),,,,49.0,,,,,,,,,15.0,110.0,7.3,29.8%,21.0,25.0,84.0,0.0,2.0,8.0,11.0,0.0,36.0,36.0,,,,,164.0
58.0,Chris Hogan (FA),3.0,680,,79.0,11.0,4.0,38.0,58.0,9.0,17.9,0.0,1.0,15.0,109.9,7.3,0.2%,,,,,,,,,,,,,,,165.0
59.0,Travis Benjamin (SF),2.0,677,,54.0,10.0,4.0,47.0,75.0,-3.0,14.4,0.0,3.0,14.0,108.9,7.8,0.0%,,,,,,,,,,,,,,,166.0
17.0,Charles Clay (FA),0.0,552,,40.0,4.0,4.0,57.0,87.0,0.0,9.7,0.0,0.0,15.0,107.7,7.2,0.0%,,,,,,,,,,,,,,,167.0
18.0,C.J. Fiedorowicz (FA),0.0,559,,26.0,5.0,4.0,54.0,89.0,0.0,10.4,0.0,0.0,15.0,106.9,7.1,0.0%,,,,,,,,,,,,,,,168.0
60.0,Adam Humphries (TEN),5.0,622,,42.0,7.0,2.0,55.0,83.0,18.0,11.3,0.0,0.0,15.0,105.5,7.0,2.4%,,,,,,,,,,,,,,,169.0
61.0,Tyler Lockett (SEA),6.0,597,,57.0,9.0,1.0,41.0,66.0,114.0,14.6,1.0,0.0,15.0,103.6,6.9,99.4%,,,,,,,,,,,,,,,170.0
62.0,Terrance Williams (FA),0.0,594,,47.0,6.0,4.0,44.0,61.0,0.0,13.5,0.0,1.0,16.0,103.4,6.5,0.0%,,,,,,,,,,,,,,,171.0
23.0,Dan Carpenter (FA),,,,54.0,,,,,,,,,16.0,103.0,6.4,0.2%,19.0,25.0,76.0,1.0,8.0,5.0,4.0,1.0,40.0,45.0,,,,,172.0
40.0,Giovani Bernard (CIN),91.0,337,3.7,17.0,0.0,2.0,39.0,51.0,336.0,8.6,1.0,1.0,10.0,102.8,10.3,69.3%,,,,,,,,,,,,,,,173.0
19.0,Gary Barnidge (FA),0.0,612,,43.0,7.0,2.0,55.0,82.0,0.0,11.1,0.0,0.0,16.0,102.7,6.4,0.1%,,,,,,,,,,,,,,,174.0
63.0,Eli Rogers (FA),1.0,594,,39.0,11.0,3.0,48.0,66.0,6.0,12.4,0.0,0.0,13.0,102.0,7.8,0.0%,,,,,,,,,,,,,,,175.0
41.0,Jalen Richard (LV),83.0,491,5.9,75.0,5.0,1.0,29.0,39.0,194.0,6.7,2.0,0.0,16.0,101.1,6.3,3.9%,,,,,,,,,,,,,,,176.0
24.0,Roberto Aguayo (FA),,,,43.0,,,,,,,,,16.0,101.0,6.3,0.1%,22.0,31.0,71.0,0.0,5.0,13.0,4.0,0.0,32.0,34.0,,,,,177.0
42.0,Derrick Henry (TEN),110.0,490,4.5,22.0,1.0,5.0,13.0,15.0,137.0,10.5,0.0,0.0,15.0,99.2,6.6,100.0%,,,,,,,,,,,,,,,178.0
64.0,Will Fuller V (HOU),1.0,635,,53.0,11.0,2.0,47.0,92.0,-3.0,13.5,0.0,0.0,14.0,98.7,7.1,48.1%,,,,,,,,,,,,,,,179.0
65.0,Michael Floyd (FA),0.0,488,,39.0,4.0,5.0,37.0,76.0,0.0,13.2,0.0,0.0,15.0,97.3,6.5,0.0%,,,,,,,,,,,,,,,180.0
66.0,Tyler Boyd (CIN),4.0,603,,30.0,9.0,1.0,54.0,81.0,58.0,11.2,0.0,1.0,16.0,97.1,6.1,89.3%,,,,,,,,,,,,,,,181.0
25.0,Mike Nugent (ARI),,,,47.0,,,,,,,,,13.0,97.0,7.5,1.0%,23.0,29.0,79.3,0.0,9.0,9.0,5.0,0.0,23.0,29.0,,,,,182.0
20.0,Dwayne Allen (FA),0.0,406,,23.0,4.0,6.0,35.0,52.0,0.0,11.6,0.0,0.0,14.0,96.1,6.9,0.0%,,,,,,,,,,,,,,,183.5
21.0,Zach Miller (FA),0.0,486,,34.0,5.0,4.0,47.0,64.0,0.0,10.3,0.0,0.0,10.0,96.1,9.6,0.0%,,,,,,,,,,,,,,,183.5
26.0,Phil Dawson (FA),,,,53.0,,,,,,,,,16.0,96.0,6.0,0.0%,18.0,21.0,85.7,0.0,4.0,6.0,7.0,1.0,33.0,34.0,,,,,185.0
43.0,Robert Turbin (FA),47.0,164,3.5,18.0,0.0,7.0,26.0,35.0,179.0,6.9,1.0,0.0,15.0,95.3,6.4,0.0%,,,,,,,,,,,,,,,186.0
67.0,Brian Quick (FA),0.0,564,,65.0,7.0,3.0,41.0,77.0,0.0,13.8,0.0,0.0,16.0,94.9,5.9,0.0%,,,,,,,,,,,,,,,187.0
44.0,C.J. Anderson (FA),110.0,437,4.0,28.0,1.0,4.0,16.0,24.0,128.0,8.0,1.0,0.0,7.0,94.5,13.5,1.0%,,,,,,,,,,,,,,,188.0
45.0,Shaun Draughn (FA),74.0,196,2.6,18.0,0.0,4.0,29.0,39.0,263.0,9.1,2.0,1.0,16.0,94.4,5.9,0.0%,,,,,,,,,,,,,,,189.0
68.0,Robby Anderson (CAR),3.0,587,,52.0,10.0,2.0,42.0,78.0,42.0,14.0,0.0,1.0,16.0,93.9,5.9,92.9%,,,,,,,,,,,,,,,190.0
69.0,Robert Woods (LAR),1.0,613,,34.0,10.0,1.0,51.0,76.0,6.0,12.0,0.0,0.0,13.0,93.4,7.2,97.2%,,,,,,,,,,,,,,,191.0
70.0,Seth Roberts (GB),0.0,397,,41.0,5.0,5.0,38.0,77.0,0.0,10.4,0.0,0.0,16.0,92.7,5.8,0.0%,,,,,,,,,,,,,,,192.0
22.0,Vernon Davis (FA),0.0,583,,44.0,11.0,2.0,44.0,59.0,0.0,13.3,0.0,0.0,16.0,92.3,5.8,1.6%,,,,,,,,,,,,,,,193.0
27.0,Andrew Franks (FA),,,,55.0,,,,,,,,,16.0,92.0,5.8,0.0%,16.0,21.0,76.2,0.0,8.0,6.0,1.0,1.0,41.0,42.0,,,,,194.0
46.0,DeAngelo Williams (FA),98.0,343,3.5,17.0,0.0,4.0,18.0,27.0,118.0,6.6,2.0,0.0,9.0,91.1,10.1,0.1%,,,,,,,,,,,,,,,195.0
28.0,Connor Barth (FA),,,,54.0,,,,,,,,,16.0,90.0,5.6,0.0%,18.0,23.0,78.3,0.0,7.0,7.0,3.0,1.0,31.0,32.0,,,,,196.0
29.0,Cody Parkey (CLE),,,,51.0,,,,,,,,,14.0,89.0,6.4,1.0%,20.0,25.0,80.0,0.0,6.0,6.0,7.0,1.0,20.0,21.0,,,,,197.0
71.0,Donte Moncrief (NE),1.0,307,,39.0,3.0,7.0,30.0,56.0,-1.0,10.2,0.0,0.0,9.0,87.6,9.7,0.0%,,,,,,,,,,,,,,,198.5
72.0,Cordarrelle Patterson (CHI),7.0,453,,39.0,4.0,2.0,52.0,70.0,43.0,8.7,0.0,0.0,16.0,87.6,5.5,5.9%,,,,,,,,,,,,,,,198.5
73.0,Jeremy Maclin (FA),1.0,536,,44.0,6.0,2.0,44.0,76.0,-1.0,12.2,0.0,0.0,12.0,87.5,7.3,0.0%,,,,,,,,,,,,,,,200.0
47.0,Kenneth Dixon (FA),88.0,382,4.3,20.0,1.0,2.0,30.0,41.0,162.0,5.4,1.0,0.0,12.0,87.4,7.3,0.0%,,,,,,,,,,,,,,,201.0
30.0,Greg Zuerlein (DAL),,,,54.0,,,,,,,,,16.0,87.0,5.4,35.4%,19.0,22.0,86.4,0.0,5.0,9.0,3.0,2.0,23.0,23.0,,,,,202.0
23.0,Lance Kendricks (FA),0.0,499,,44.0,7.0,2.0,50.0,87.0,0.0,10.0,0.0,1.0,16.0,84.9,5.3,0.0%,,,,,,,,,,,,,,,203.0
74.0,Tajae Sharpe (MIN),1.0,522,,34.0,7.0,2.0,41.0,83.0,1.0,12.7,0.0,0.0,16.0,84.8,5.3,0.0%,,,,,,,,,,,,,,,204.0
75.0,Breshad Perriman (NYJ),1.0,499,,53.0,8.0,3.0,33.0,66.0,2.0,15.1,0.0,0.0,16.0,84.6,5.3,20.2%,,,,,,,,,,,,,,,205.0
48.0,Chris Ivory (FA),117.0,439,3.8,42.0,2.0,3.0,20.0,28.0,186.0,9.3,0.0,3.0,11.0,84.5,7.7,0.0%,,,,,,,,,,,,,,,206.5
24.0,Rob Gronkowski (TB),0.0,540,,53.0,12.0,3.0,25.0,38.0,0.0,21.6,0.0,0.0,8.0,84.5,10.6,90.4%,,,,,,,,,,,,,,,206.5
49.0,Jacquizz Rodgers (FA),129.0,560,4.3,45.0,3.0,2.0,13.0,16.0,98.0,7.5,0.0,0.0,10.0,84.3,8.4,0.0%,,,,,,,,,,,,,,,208.0
76.0,John Brown (BUF),1.0,517,,30.0,5.0,2.0,39.0,73.0,10.0,13.3,0.0,0.0,15.0,84.2,5.6,41.8%,,,,,,,,,,,,,,,209.0
50.0,Zach Zenner (FA),88.0,334,3.8,20.0,1.0,4.0,18.0,23.0,196.0,10.9,0.0,1.0,14.0,84.0,6.0,0.0%,,,,,,,,,,,,,,,210.0
25.0,Tyler Eifert (JAC),0.0,394,,71.0,6.0,5.0,29.0,47.0,0.0,13.6,0.0,0.0,8.0,83.9,10.5,4.5%,,,,,,,,,,,,,,,211.0
77.0,Allen Hurns (MIA),0.0,477,,42.0,9.0,3.0,35.0,76.0,0.0,13.6,0.0,0.0,11.0,83.2,7.6,0.0%,,,,,,,,,,,,,,,212.0
78.0,Phillip Dorsett II (SEA),2.0,528,,64.0,8.0,2.0,33.0,59.0,10.0,16.0,0.0,0.0,15.0,82.3,5.5,0.2%,,,,,,,,,,,,,,,213.0
79.0,Victor Cruz (FA),0.0,586,,48.0,10.0,1.0,39.0,72.0,0.0,15.0,0.0,1.0,15.0,82.1,5.5,0.1%,,,,,,,,,,,,,,,214.0
51.0,Damien Williams (KC),35.0,115,3.3,23.0,1.0,3.0,23.0,32.0,249.0,10.8,3.0,1.0,15.0,81.9,5.5,2.0%,,,,,,,,,,,,,,,215.0
80.0,Malcolm Mitchell (FA),0.0,401,,56.0,6.0,4.0,32.0,48.0,0.0,12.5,0.0,0.0,14.0,80.1,5.7,0.0%,,,,,,,,,,,,,,,216.5
52.0,Charcandrick West (FA),88.0,293,3.3,28.0,2.0,1.0,28.0,34.0,188.0,6.7,2.0,0.0,15.0,80.1,5.3,0.0%,,,,,,,,,,,,,,,216.5
31.0,Brian Hoyer (NE),200.0,"1,445",7.2,,,6.0,,,-2.0,,0.0,1.0,6.0,79.2,13.2,0.1%,,,67.0,,,,,,,,134.0,0.0,4.0,7.0,218.5
26.0,Ryan Griffin (NYJ),0.0,442,,45.0,4.0,2.0,50.0,74.0,0.0,8.8,0.0,1.0,16.0,79.2,5.0,0.1%,,,,,,,,,,,,,,,218.5
53.0,Doug Martin (FA),144.0,421,2.9,17.0,0.0,3.0,14.0,16.0,134.0,9.6,0.0,1.0,8.0,78.5,9.8,0.0%,,,,,,,,,,,,,,,220.0
81.0,Jermaine Kearse (FA),0.0,510,,36.0,7.0,1.0,41.0,89.0,0.0,12.4,0.0,0.0,16.0,77.6,4.9,0.0%,,,,,,,,,,,,,,,221.0
32.0,Cody Kessler (FA),195.0,"1,380",7.1,,,6.0,,,18.0,,0.0,1.0,9.0,76.9,8.5,0.0%,,,65.6,,,,,,,,128.0,2.0,21.0,11.0,222.0
82.0,Corey Coleman (NYG),2.0,413,,58.0,4.0,3.0,33.0,73.0,10.0,12.5,0.0,0.0,10.0,76.8,7.7,0.0%,,,,,,,,,,,,,,,223.0
54.0,DeAndre Washington (MIA),87.0,467,5.4,30.0,7.0,2.0,17.0,23.0,115.0,6.8,0.0,1.0,14.0,76.7,5.5,0.7%,,,,,,,,,,,,,,,224.0
83.0,Marquise Goodwin (PHI),0.0,431,,84.0,3.0,3.0,29.0,68.0,0.0,14.9,0.0,0.0,15.0,75.6,5.0,0.1%,,,,,,,,,,,,,,,225.5
84.0,Kendall Wright (FA),1.0,416,,48.0,6.0,3.0,29.0,43.0,15.0,14.3,0.0,0.0,11.0,75.6,6.9,0.0%,,,,,,,,,,,,,,,225.5
27.0,Vance McDonald (PIT),0.0,391,,75.0,6.0,4.0,24.0,45.0,0.0,16.3,0.0,0.0,11.0,75.1,6.8,0.2%,,,,,,,,,,,,,,,227.0
85.0,Chris Conley (JAC),0.0,530,,39.0,4.0,0.0,44.0,69.0,0.0,12.0,0.0,0.0,16.0,75.0,4.7,0.9%,,,,,,,,,,,,,,,228.0
86.0,Devin Funchess (GB),0.0,371,,48.0,8.0,4.0,23.0,58.0,0.0,16.1,0.0,0.0,15.0,74.6,5.0,0.6%,,,,,,,,,,,,,,,229.0
55.0,Travaris Cadet (FA),4.0,19,4.8,16.0,0.0,0.0,40.0,54.0,281.0,7.0,4.0,0.0,15.0,74.0,4.9,0.0%,,,,,,,,,,,,,,,230.0
33.0,Blaine Gabbert (TB),160.0,925,5.8,,,5.0,,,173.0,,2.0,0.0,6.0,73.2,12.2,0.1%,,,56.9,,,,,,,,91.0,6.0,11.0,40.0,231.0
34.0,Matt Barkley (BUF),216.0,"1,611",7.5,,,8.0,,,2.0,,0.0,2.0,7.0,71.3,10.2,0.0%,,,59.7,,,,,,,,129.0,14.0,6.0,7.0,233.0
56.0,Matt Jones (FA),99.0,460,4.6,57.0,3.0,3.0,8.0,8.0,73.0,9.1,0.0,2.0,7.0,71.3,10.2,0.0%,,,,,,,,,,,,,,,233.0
28.0,Jesse James (DET),0.0,338,,24.0,2.0,3.0,39.0,60.0,0.0,8.7,0.0,0.0,16.0,71.3,4.5,0.1%,,,,,,,,,,,,,,,233.0
29.0,Clive Walford (FA),0.0,359,,31.0,3.0,3.0,33.0,52.0,0.0,10.9,0.0,0.0,15.0,70.4,4.7,0.0%,,,,,,,,,,,,,,,235.0
87.0,Nelson Agholor (LV),5.0,365,,40.0,3.0,2.0,36.0,69.0,14.0,10.1,0.0,0.0,15.0,69.9,4.7,34.6%,,,,,,,,,,,,,,,236.0
30.0,Will Tye (FA),0.0,395,,27.0,3.0,1.0,48.0,70.0,0.0,8.2,0.0,0.0,16.0,69.5,4.3,0.0%,,,,,,,,,,,,,,,237.5
31.0,Jermaine Gresham (FA),0.0,391,,34.0,4.0,2.0,37.0,61.0,0.0,10.6,0.0,0.0,16.0,69.5,4.3,0.0%,,,,,,,,,,,,,,,237.5
57.0,Paul Perkins (IND),112.0,456,4.1,22.0,2.0,0.0,15.0,24.0,162.0,10.8,0.0,0.0,14.0,69.3,5.0,0.0%,,,,,,,,,,,,,,,239.0
88.0,Dorial Green-Beckham (FA),0.0,392,,26.0,5.0,2.0,36.0,74.0,0.0,10.9,0.0,0.0,15.0,69.2,4.6,0.4%,,,,,,,,,,,,,,,240.0
89.0,Sammy Watkins (KC),0.0,430,,62.0,4.0,2.0,28.0,52.0,0.0,15.4,0.0,0.0,8.0,69.0,8.6,46.6%,,,,,,,,,,,,,,,241.5
58.0,Thomas Rawls (FA),109.0,349,3.2,45.0,1.0,3.0,13.0,17.0,96.0,7.4,0.0,0.0,9.0,69.0,7.7,0.1%,,,,,,,,,,,,,,,241.5
90.0,Sammie Coates (FA),4.0,435,,72.0,7.0,2.0,21.0,49.0,14.0,20.7,0.0,0.0,14.0,67.4,4.8,0.0%,,,,,,,,,,,,,,,243.5
59.0,Rex Burkhead (NE),74.0,344,4.6,17.0,0.0,2.0,17.0,20.0,145.0,8.5,0.0,1.0,16.0,67.4,4.2,12.8%,,,,,,,,,,,,,,,243.5
32.0,Julius Thomas (FA),0.0,281,,24.0,3.0,4.0,30.0,51.0,0.0,9.4,0.0,0.0,9.0,67.1,7.5,0.0%,,,,,,,,,,,,,,,245.0
91.0,Andrew Hawkins (FA),2.0,324,,33.0,5.0,3.0,33.0,54.0,0.0,9.8,0.0,0.0,16.0,66.9,4.2,0.0%,,,,,,,,,,,,,,,246.0
35.0,Robert Griffin III (BAL),147.0,886,6.0,,,2.0,,,190.0,,2.0,1.0,5.0,66.5,13.3,0.8%,,,59.2,,,,,,,,87.0,3.0,22.0,31.0,247.0
92.0,Albert Wilson (MIA),2.0,279,,42.0,4.0,2.0,31.0,51.0,50.0,9.0,1.0,0.0,16.0,66.4,4.2,0.1%,,,,,,,,,,,,,,,248.0
33.0,Garrett Celek (FA),0.0,350,,31.0,4.0,3.0,29.0,50.0,0.0,12.1,0.0,1.0,16.0,65.5,4.1,0.0%,,,,,,,,,,,,,,,249.0
93.0,Eddie Royal (FA),0.0,369,,64.0,3.0,2.0,33.0,43.0,0.0,11.2,0.0,0.0,9.0,65.4,7.3,0.0%,,,,,,,,,,,,,,,250.0
60.0,Jeremy Langford (FA),62.0,200,3.2,23.0,1.0,4.0,19.0,27.0,142.0,7.5,0.0,2.0,12.0,63.7,5.3,0.0%,,,,,,,,,,,,,,,251.0
34.0,Dion Sims (FA),0.0,256,,28.0,4.0,4.0,26.0,35.0,0.0,9.8,0.0,0.0,14.0,62.6,4.5,0.0%,,,,,,,,,,,,,,,252.0
31.0,Kai Forbath (LAR),,,,51.0,,,,,,,,,7.0,62.0,8.9,2.2%,15.0,15.0,100.0,0.0,5.0,5.0,4.0,1.0,11.0,14.0,,,,,253.0
61.0,Fozzy Whittaker (FA),57.0,265,4.6,25.0,1.0,0.0,25.0,33.0,226.0,9.0,0.0,1.0,16.0,59.6,3.7,0.0%,,,,,,,,,,,,,,,254.0
94.0,Quinton Patton (FA),0.0,408,,45.0,4.0,0.0,37.0,63.0,0.0,11.0,0.0,0.0,14.0,59.3,4.2,0.2%,,,,,,,,,,,,,,,255.0
95.0,Brandon Coleman (FA),0.0,281,,38.0,2.0,3.0,26.0,38.0,0.0,10.8,0.0,0.0,16.0,59.1,3.7,0.0%,,,,,,,,,,,,,,,256.0
96.0,Russell Shepard (FA),1.0,341,,24.0,5.0,2.0,23.0,40.0,9.0,14.8,0.0,0.0,14.0,58.5,4.2,0.0%,,,,,,,,,,,,,,,257.0
97.0,Danny Amendola (DET),0.0,243,,32.0,1.0,4.0,23.0,29.0,0.0,10.6,0.0,1.0,12.0,58.0,4.8,3.4%,,,,,,,,,,,,,,,258.0
35.0,Trey Burton (IND),0.0,327,,32.0,1.0,1.0,37.0,60.0,0.0,8.8,0.0,0.0,15.0,57.2,3.8,30.2%,,,,,,,,,,,,,,,259.0
32.0,Blair Walsh (FA),,,,50.0,,,,,,,,,9.0,57.0,6.3,0.1%,12.0,16.0,75.0,1.0,1.0,5.0,4.0,1.0,15.0,19.0,,,,,260.0
36.0,Jared Cook (NO),0.0,377,,47.0,6.0,1.0,30.0,51.0,0.0,12.6,0.0,1.0,10.0,56.7,5.7,59.1%,,,,,,,,,,,,,,,261.0
62.0,Alfred Blue (FA),100.0,420,4.2,25.0,2.0,1.0,12.0,16.0,40.0,3.3,0.0,1.0,14.0,56.0,4.0,0.0%,,,,,,,,,,,,,,,262.0
63.0,Charles Sims (FA),51.0,149,2.9,23.0,1.0,1.0,24.0,32.0,190.0,7.9,1.0,1.0,7.0,55.9,8.0,0.0%,,,,,,,,,,,,,,,263.0
64.0,Kyle Juszczyk (SF),5.0,22,4.4,10.0,0.0,1.0,37.0,49.0,266.0,7.2,0.0,0.0,16.0,55.3,3.5,0.4%,,,,,,,,,,,,,,,264.0
98.0,Justin Hardy (FA),0.0,203,,27.0,2.0,4.0,21.0,31.0,0.0,9.7,0.0,0.0,16.0,54.8,3.4,0.0%,,,,,,,,,,,,,,,265.0
99.0,Torrey Smith (FA),0.0,267,,53.0,4.0,3.0,20.0,49.0,0.0,13.4,0.0,0.0,12.0,54.7,4.6,0.0%,,,,,,,,,,,,,,,266.5
36.0,Matt Moore (KC),87.0,721,8.3,,,8.0,,,-1.0,,0.0,0.0,4.0,54.7,13.7,0.0%,,,63.2,,,,,,,,55.0,3.0,1.0,1.0,266.5
37.0,Austin Hooper (CLE),0.0,271,,44.0,4.0,3.0,19.0,27.0,0.0,14.3,0.0,0.0,14.0,54.6,3.9,65.5%,,,,,,,,,,,,,,,268.0
38.0,Richard Rodgers (PHI),0.0,271,,22.0,2.0,2.0,30.0,47.0,0.0,9.0,0.0,0.0,16.0,54.1,3.4,3.6%,,,,,,,,,,,,,,,269.0
33.0,Robbie Gould (SF),,,,47.0,,,,,,,,,10.0,54.0,5.4,34.8%,10.0,10.0,100.0,0.0,3.0,3.0,4.0,0.0,20.0,23.0,,,,,270.0
100.0,Kamar Aiken (FA),0.0,328,,29.0,3.0,1.0,29.0,50.0,0.0,11.3,0.0,0.0,16.0,53.3,3.3,0.0%,,,,,,,,,,,,,,,271.0
37.0,Jared Goff (LAR),205.0,"1,089",5.3,,,5.0,,,16.0,,1.0,2.0,7.0,53.2,7.6,59.9%,,,54.6,,,,,,,,112.0,7.0,26.0,8.0,272.0
101.0,Aldrick Robinson (FA),0.0,323,,59.0,6.0,2.0,20.0,32.0,0.0,16.2,0.0,0.0,16.0,52.9,3.3,0.0%,,,,,,,,,,,,,,,273.0
65.0,C.J. Prosise (HOU),30.0,172,5.7,72.0,1.0,1.0,17.0,19.0,208.0,12.2,0.0,0.0,6.0,52.5,8.8,0.1%,,,,,,,,,,,,,,,274.0
38.0,Josh McCown (HOU),165.0,"1,100",6.7,,,6.0,,,21.0,,0.0,4.0,5.0,52.1,10.4,0.0%,,,54.5,,,,,,,,90.0,6.0,18.0,7.0,275.5
66.0,Justin Forsett (FA),87.0,291,3.3,64.0,1.0,1.0,20.0,27.0,85.0,4.3,0.0,1.0,9.0,52.1,5.8,0.0%,,,,,,,,,,,,,,,275.5
67.0,Jamize Olawale (DAL),17.0,47,2.8,17.0,0.0,2.0,12.0,14.0,227.0,18.9,1.0,0.0,16.0,51.4,3.2,0.0%,,,,,,,,,,,,,,,277.0
39.0,Jacob Tamme (FA),0.0,210,,19.0,0.0,3.0,22.0,31.0,0.0,9.5,0.0,0.0,8.0,50.0,6.3,0.0%,,,,,,,,,,,,,,,278.0
68.0,James Starks (FA),63.0,145,2.3,11.0,0.0,0.0,19.0,25.0,134.0,7.1,2.0,0.0,9.0,49.4,5.5,0.0%,,,,,,,,,,,,,,,279.0
69.0,John Kuhn (FA),18.0,37,2.1,4.0,0.0,4.0,16.0,20.0,70.0,4.4,1.0,0.0,16.0,48.7,3.0,0.0%,,,,,,,,,,,,,,,280.0
103.0,Justin Hunter (FA),0.0,189,,64.0,3.0,4.0,10.0,24.0,0.0,18.9,0.0,0.0,13.0,47.9,3.7,0.0%,,,,,,,,,,,,,,,281.5
102.0,Brice Butler (FA),0.0,219,,41.0,4.0,3.0,16.0,32.0,0.0,13.7,0.0,0.0,16.0,47.9,3.0,0.0%,,,,,,,,,,,,,,,281.5
104.0,Josh Bellamy (FA),4.0,282,,31.0,6.0,1.0,19.0,38.0,37.0,14.8,0.0,0.0,16.0,47.4,3.0,0.0%,,,,,,,,,,,,,,,283.0
39.0,Jay Cutler (FA),137.0,"1,059",7.7,,,4.0,,,24.0,,0.0,2.0,5.0,46.8,9.4,0.2%,,,59.1,,,,,,,,81.0,5.0,17.0,5.0,284.0
70.0,Dion Lewis (NYG),64.0,283,4.4,15.0,0.0,0.0,17.0,24.0,94.0,5.5,0.0,0.0,7.0,46.2,6.6,1.9%,,,,,,,,,,,,,,,285.0
34.0,Josh Brown (FA),,,,48.0,,,,,,,,,5.0,46.0,9.2,0.0%,11.0,12.0,91.7,1.0,3.0,3.0,4.0,0.0,9.0,9.0,,,,,286.0
