"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"71","Wendell Smallwood (PIT)","77","312","4.1","19","0","1","6","13","55","9.2","0","1","13","43.7","3.4","0.0%"
"72","Dwayne Washington (NO)","90","265","2.9","28","1","1","10","15","62","6.2","0","0","12","43.7","3.6","0.0%"
"73","Aaron Ripkowski (FA)","34","150","4.4","15","0","2","9","10","46","5.1","1","0","16","42.1","2.6","0.0%"
"74","Eddie Lacy (FA)","71","360","5.1","31","4","0","4","7","28","7.0","0","0","5","40.8","8.2","0.3%"
"75","Kenyan Drake (ARI)","33","179","5.4","45","1","2","9","10","46","5.1","0","0","16","39.0","2.4","95.8%"
"76","Alfred Morris (NYG)","69","243","3.5","17","0","2","3","6","11","3.7","0","0","14","38.9","2.8","0.2%"
"77","Corey Grant (FA)","32","164","5.1","57","1","1","4","7","35","8.8","1","0","11","33.9","3.1","0.0%"
"78","Peyton Barber (WAS)","55","223","4.1","44","1","1","5","6","28","5.6","0","0","15","33.6","2.2","1.0%"
"79","Shane Vereen (FA)","33","158","4.8","25","1","1","11","19","94","8.5","0","2","5","32.7","6.5","0.0%"
"80","Kenjon Barner (TB)","27","129","4.8","19","0","2","5","11","42","8.4","0","0","13","31.6","2.4","0.0%"
"81","DuJuan Harris (FA)","38","138","3.6","19","0","0","8","9","115","14.4","1","2","10","31.3","3.1","0.0%"
"82","Kenneth Farrow (FA)","60","192","3.2","11","0","0","13","16","70","5.4","0","1","13","30.7","2.4","0.0%"
"83","Alex Collins (SEA)","31","125","4.0","26","1","1","11","11","84","7.6","0","1","11","30.4","2.8","0.2%"
"84","Bobby Rainey (FA)","17","63","3.7","14","0","0","20","25","153","7.7","0","1","15","29.6","2.0","0.0%"
"85","Mike Tolbert (FA)","35","114","3.3","14","0","0","10","15","72","7.2","1","0","16","29.6","1.9","0.0%"
"86","Lance Dunbar (FA)","9","31","3.4","10","0","1","16","24","122","7.6","0","0","13","29.3","2.3","0.0%"
"87","Kerwynn Williams (FA)","18","157","8.7","49","3","2","1","2","6","6.0","0","0","10","28.8","2.9","0.0%"
"88","Cameron Artis-Payne (FA)","36","144","4.0","14","0","2","1","1","11","11.0","0","0","3","28.0","9.3","0.0%"
"89","Kapri Bibbs (FA)","29","129","4.4","24","1","0","2","4","75","37.5","1","0","12","27.4","2.3","0.0%"
"90","Benny Cunningham (FA)","21","101","4.8","24","2","0","16","21","91","5.7","0","0","11","27.2","2.5","0.0%"
"91","Jonathan Grimes (FA)","23","105","4.6","14","0","0","13","18","94","7.2","0","0","10","26.4","2.6","0.0%"
"92","Ronnie Hillman (FA)","41","131","3.2","17","0","0","7","15","93","13.3","0","0","8","25.9","3.2","0.0%"
"93","Josh Ferguson (FA)","15","20","1.3","11","0","0","20","25","136","6.8","0","0","16","25.6","1.6","0.0%"
"94","Orleans Darkwa (FA)","30","111","3.7","17","0","2","2","4","12","6.0","0","0","10","25.3","2.5","0.0%"
"95","Ameer Abdullah (MIN)","18","101","5.6","24","1","0","5","5","57","11.4","1","0","2","24.3","12.2","0.1%"
"96","Danny Woodhead (FA)","19","116","6.1","23","2","0","6","8","35","5.8","1","0","2","24.1","12.1","20.6%"
"97","Andre Ellington (FA)","34","96","2.8","13","0","0","12","19","85","7.1","0","0","16","24.1","1.5","0.1%"
"98","Ka'Deem Carey (FA)","32","126","3.9","24","1","0","5","7","55","11.0","0","0","12","20.6","1.7","0.0%"
"99","Reggie Bush (FA)","12","-3","-0.3","5","0","1","7","10","90","12.9","0","0","13","20.2","1.6","0.0%"
"100","Denard Robinson (FA)","41","144","3.5","9","0","0","3","5","22","7.3","0","0","13","18.1","1.4","0.2%"
"101","Terron Ward (FA)","31","151","4.9","45","2","0","1","2","11","11.0","0","0","5","16.7","3.3","0.0%"
"102","Arian Foster (FA)","22","55","2.5","9","0","0","6","10","78","13.0","0","0","4","16.3","4.1","0.0%"
"103","Andy Janovich (CLE)","4","33","8.3","28","1","1","5","7","44","8.8","0","0","11","16.2","1.5","0.0%"
"104","C.J. Spiller (FA)","6","18","3.0","13","0","0","6","13","50","8.3","1","0","6","15.8","2.6","0.1%"
"105","Chris Johnson (FA)","25","95","3.8","18","0","1","0","1","0","0","0","0","4","15.5","3.9","0.6%"
"106","Akeem Hunt (FA)","20","109","5.5","19","0","0","3","4","29","9.7","0","0","8","15.3","1.9","0.0%"
"107","Patrick DiMarco (FA)","0","0","0","0","0","0","7","10","52","7.4","1","0","16","14.7","0.9","0.0%"
"108","Mack Brown (FA)","8","82","10.3","61","1","1","1","1","-2","-2.0","0","0","9","14.5","1.6","0.0%"
"109","Antone Smith (FA)","10","47","4.7","8","0","0","6","9","77","12.8","0","1","3","13.4","4.5","0.0%"
"110","Mike Davis (CAR)","19","50","2.6","8","0","1","3","5","25","8.3","0","1","8","13.0","1.6","84.1%"
"111","Jamaal Charles (FA)","12","40","3.3","17","0","1","2","3","14","7.0","0","0","3","12.4","4.1","0.1%"
"112","Jonathan Williams (DET)","27","94","3.5","20","1","1","1","2","0","0.0","0","2","11","11.9","1.1","0.0%"
"113","Darren McFadden (FA)","24","87","3.6","24","1","0","3","5","17","5.7","0","0","3","11.9","4.0","7.0%"
"114","Marcel Reece (FA)","2","0","0.0","0","0","0","5","5","73","14.6","0","0","4","11.7","2.9","0.0%"
"115","Derek Watt (PIT)","2","4","2.0","2","0","0","4","4","83","20.8","0","0","16","10.7","0.7","0.1%"
"116","Fitzgerald Toussaint (FA)","14","58","4.1","16","0","0","3","3","33","11.0","0","0","16","10.6","0.7","0.0%"
"117","Jerome Felton (FA)","8","13","1.6","6","0","0","6","9","57","9.5","0","0","15","10.0","0.7","0.0%"
"118","Terrell Watson (FA)","9","28","3.1","8","0","1","1","1","5","5.0","0","0","1","9.8","9.8","0.0%"
"119","George Atkinson (FA)","7","34","4.9","11","0","1","0","0","0","0","0","0","16","9.4","0.6","0.0%"
"120","Andre Williams (FA)","18","87","4.8","14","0","0","0","2","0","0","0","0","1","8.7","8.7","0.0%"
"121","Juwan Thompson (FA)","8","26","3.3","14","0","1","0","1","0","0","0","0","8","8.6","1.1","0.0%"
"122","Malcolm Brown (LAR)","18","39","2.2","10","0","0","3","3","46","15.3","0","1","17","8.0","0.5","23.8%"
"123","Knile Davis (FA)","18","28","1.6","6","0","0","5","7","25","5.0","0","0","11","7.8","0.7","0.0%"
"124","Adrian Peterson (DET)","37","72","1.9","13","0","0","3","6","8","2.7","0","1","3","7.5","2.5","42.6%"
"125","Dexter McCluster (FA)","3","2","0.7","2","0","0","7","11","36","5.1","0","0","6","7.3","1.2","0.0%"
"126","Javorius Allen (FA)","9","34","3.8","7","0","0","3","4","15","5.0","0","0","8","6.4","0.8","0.0%"
"127","Mike James (FA)","4","19","4.8","9","0","0","4","4","22","5.5","0","0","4","6.1","1.5","0.0%"
"128","Jordan Todman (FA)","9","59","6.6","19","0","0","0","1","0","0","0","0","16","5.9","0.4","0.0%"
"129","Brandon Wilds (FA)","10","27","2.7","6","0","0","2","2","20","10.0","0","0","4","5.7","1.4","0.0%"
"130","Taiwan Jones (BUF)","1","-8","-8.0","0","0","0","4","4","43","10.8","0","0","13","5.5","0.4","0.0%"
"131","Troymaine Pope (LAC)","12","44","3.7","18","0","0","1","2","5","5.0","0","0","4","5.4","1.4","0.6%"
"132","Daniel Lasco (FA)","11","32","2.9","6","0","0","2","4","11","5.5","0","0","7","5.3","0.8","0.0%"
"133","Byron Marshall (FA)","19","64","3.4","12","0","0","3","5","10","3.3","0","0","3","5.1","1.7","0.0%"
"134","Malcolm Johnson (FA)","1","2","2.0","2","0","0","5","7","44","8.8","0","1","7","5.1","0.7","0.0%"
"135","Dan Vitale (NE)","0","0","0","0","0","0","4","5","27","6.8","0","0","9","4.7","0.5","0.0%"
"136","Isaiah Pead (FA)","8","22","2.8","4","0","0","1","1","6","6.0","0","0","3","3.3","1.1","0.0%"
"137","James Develin (FA)","0","0","0","0","0","0","3","6","18","6.0","0","0","16","3.3","0.2","0.0%"
"138","Don Jackson (FA)","10","32","3.2","7","0","0","0","1","0","0","0","0","3","3.2","1.1","0.0%"
"139","D.J. Foster (ARI)","7","24","3.4","7","0","0","1","2","2","2.0","0","0","3","3.1","1.0","0.0%"
"140","Anthony Sherman (KC)","0","0","0","0","0","0","4","6","11","2.8","0","0","16","3.1","0.2","0.1%"
"141","Brandon Bolden (NE)","1","4","4.0","4","0","0","2","4","15","7.5","0","0","14","2.9","0.2","0.0%"
"142","Lorenzo Taliaferro (FA)","1","0","0.0","0","0","0","3","3","10","3.3","0","0","3","2.5","0.8","0.0%"
"143","Jalston Fowler (FA)","1","3","3.0","3","0","0","1","2","14","14.0","0","0","16","2.2","0.1","0.0%"
"144","Jay Prosch (FA)","4","9","2.3","5","0","0","1","1","6","6.0","0","0","15","2.0","0.1","0.0%"
"145","Paul Lasike (FA)","3","8","2.7","5","0","0","1","1","3","3.0","0","0","10","1.6","0.2","0.0%"
"146","Roosevelt Nix (FA)","0","0","0","0","0","0","2","2","5","2.5","0","0","10","1.5","0.2","0.0%"
"147","Antonio Andrews (FA)","2","15","7.5","9","0","0","0","0","0","0","0","0","16","1.5","0.1","0.0%"
"148","Zach Line (FA)","7","15","2.1","5","0","0","0","3","0","0","0","0","15","1.5","0.1","0.0%"
"149","Cedric Peerman (FA)","6","15","2.5","4","0","0","0","1","0","0","0","0","6","1.5","0.3","0.0%"
"150","Terrence Magee (FA)","3","12","4.0","5","0","0","0","0","0","0","0","0","2","1.2","0.6","0.0%"
"151","Stepfan Taylor (FA)","4","12","3.0","12","0","0","0","0","0","0","0","0","15","1.2","0.1","0.2%"
"152","Bronson Hill (FA)","2","11","5.5","7","0","0","0","1","0","0","0","0","3","1.1","0.4","0.0%"
"153","Chase Reynolds (FA)","0","0","0","0","0","0","1","1","4","4.0","0","0","16","0.9","0.1","0.0%"
"154","Rod Smith (NYG)","0","0","0","0","0","0","1","1","4","4.0","0","0","7","0.9","0.1","0.0%"
"155","Joique Bell (FA)","3","6","2.0","6","0","0","1","1","-2","-2.0","0","0","7","0.9","0.1","0.2%"
"156","Marcus Murphy (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","3","0.8","0.3","0.0%"
"157","Daryl Richardson (FA)","2","7","3.5","6","0","0","0","0","0","0","0","0","3","0.7","0.2","0.0%"
"158","Stevan Ridley (FA)","3","7","2.3","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"159","Joe Banyard (FA)","2","7","3.5","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"160","Keith Smith (ATL)","2","5","2.5","3","0","0","3","3","20","6.7","0","0","16","0.6","0.0","0.0%"
"161","Raheem Mostert (SF)","1","6","6.0","6","0","0","0","0","0","0","0","0","3","0.6","0.2","94.3%"
"162","Khiry Robinson (FA)","8","22","2.8","10","0","0","0","0","0","0","0","1","1","0.2","0.2","0.0%"
"163","Will Tukuafu (FA)","2","2","1.0","2","0","0","0","1","0","0","0","0","7","0.2","0.0","0.0%"
"164","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"165","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"166","John Kelly (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"168","Justin Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.2%"
"169","Michael Warren II (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"171","Javon Leake (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Darius Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Bo Scarbrough (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"174","Tavien Feaster (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"176","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"177","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.1%"
"178","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.0%"
"179","Nyheim Hines (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.1%"
"180","Lynn Bowden Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"181","La'Mical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"182","LeVante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Chase Edmonds (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.3%"
"184","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.9%"
"185","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"186","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.8%"
"188","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.7%"
"189","Sony Michel (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3%"
"190","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.5%"
"191","Rashaad Penny (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"192","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.8%"
"193","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.4%"
"194","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"195","Rodney Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"196","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"197","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.7%"
"199","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Raymond Calais (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Matt Breida (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.6%"
"202","Saquon Barkley (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.3%"
"203","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jaylen Samuels (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"206","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Tony Brooks-James (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.5%"
"210","Kalen Ballage (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.2%"
"211","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Ito Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"213","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"214","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"215","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"216","Kerryon Johnson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.1%"
"217","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"218","Royce Freeman (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"219","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Ronald Jones II (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"221","Craig Reynolds (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Jeff Wilson Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5%"
"223","Ty Johnson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"224","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"225","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"226","Aca'Cedric Ware (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Dontrell Hilliard (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"228","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"229","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"230","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.0%"
"231","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"232","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.9%"
"234","Dalyn Dawkins (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","David Montgomery (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.9%"
"236","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"237","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"238","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"240","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.9%"
"241","Miles Sanders (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
