Rank,Name,Team,Pos.,Completions,Targets,Comp %,TDs
75,Martavis Bryant,PIT,WR,4,11,36.36,4
76,Vincent Jackson,TB,WR,3,11,27.27,2
77,Theo Riddick,DET,RB,8,10,80.00,4
78,Taylor Gabriel,CLE,WR,6,10,60.00,0
79,Wes Welker,DEN,WR,6,10,60.00,1
80,Sammy Watkins,BUF,WR,5,10,50.00,3
81,Jeremy Kerley,NYJ,WR,5,10,50.00,1
82,Jeff Cumberland,NYJ,TE,5,10,50.00,2
83,Jordan Reed,WAS,TE,4,10,40.00,0
84,Mychal Rivera,OAK,TE,7,9,77.78,4
85,Dwayne Allen,IND,TE,7,9,77.78,5
86,Marshawn Lynch,SEA,RB,6,9,66.67,4
87,Jacob Tamme,DEN,TE,5,9,55.56,1
88,Brian Hartline,MIA,WR,5,9,55.56,2
89,Harry Douglas,ATL,WR,5,9,55.56,2
90,Jace Amaro,NYJ,TE,5,9,55.56,1
91,Chris Hogan,BUF,WR,5,9,55.56,3
92,Ronnie Hillman,DEN,RB,5,9,55.56,1
93,Nate Washington,TEN,WR,4,9,44.44,1
94,Pierre Garcon,WAS,WR,3,9,33.33,2
95,Reggie Wayne,IND,WR,2,9,22.22,0
96,Dwayne Bowe,KC,WR,6,8,75.00,1
97,Lamar Miller,MIA,RB,6,8,75.00,1
98,Damien Williams,MIA,RB,5,8,62.50,1
99,Kendall Wright,TEN,WR,5,8,62.50,5
100,Jack Doyle,IND,TE,5,8,62.50,2
101,Joique Bell,DET,RB,5,8,62.50,1
102,Travaris Cadet,NO,RB,5,8,62.50,1
103,Allen Hurns,JAC,WR,4,8,50.00,2
104,Brent Celek,PHI,TE,4,8,50.00,1
105,Miles Austin,CLE,WR,4,8,50.00,2
106,Cooper Helfet,SEA,TE,3,8,37.50,2
107,Preston Parker,NYG,WR,3,8,37.50,2
108,John Carlson,ARI,TE,3,8,37.50,1
109,Markus Wheaton,PIT,WR,3,8,37.50,1
110,Jermaine Kearse,SEA,WR,1,8,12.50,1
111,C.J. Anderson,DEN,RB,7,7,100.00,1
112,Anthony Fasano,KC,TE,6,7,85.71,4
113,Kamar Aiken,BAL,WR,6,7,85.71,3
114,DeAnthony Thomas,KC,WR,6,7,85.71,1
115,Timothy Wright,NE,TE,6,7,85.71,6
116,Benny Cunningham,STL,RB,6,7,85.71,1
117,Andrew Hawkins,CLE,WR,6,7,85.71,1
118,Chris Ivory,NYJ,RB,5,7,71.43,1
119,Branden Oliver,SD,RB,5,7,71.43,1
120,Justin Brown,PIT,WR,4,7,57.14,0
121,Andre Holmes,OAK,WR,4,7,57.14,2
122,Levine Toilolo,ATL,TE,4,7,57.14,2
123,Jason Witten,DAL,TE,4,7,57.14,3
124,Dexter McCluster,TEN,WR,4,7,57.14,1
125,Louis Murphy,TB,WR,4,7,57.14,2
126,Fred Jackson,BUF,RB,4,7,57.14,1
127,Justin Hunter,TEN,WR,3,7,42.86,1
128,Devin Hester,ATL,WR,3,7,42.86,1
129,Michael Floyd,ARI,WR,3,7,42.86,3
130,Percy Harvin,NYJ,WR,2,7,28.57,0
131,Joseph Fauria,DET,TE,2,7,28.57,1
132,Josh Hill,NO,TE,5,6,83.33,4
133,Jerricho Cotchery,CAR,WR,5,6,83.33,1
134,Devonta Freeman,ATL,RB,5,6,83.33,1
135,Cole Beasley,DAL,WR,5,6,83.33,1
136,Matt Asiata,MIN,RB,4,6,66.67,0
137,Brandin Cooks,NO,WR,4,6,66.67,1
138,Stedman Bailey,STL,WR,4,6,66.67,1
139,Darren Sproles,PHI,RB,4,6,66.67,0
140,Lance Kendricks,STL,TE,4,6,66.67,3
141,Gavin Escobar,DAL,TE,3,6,50.00,3
142,Steve Johnson,SF,WR,3,6,50.00,3
143,Paul Richardson,SEA,WR,3,6,50.00,1
144,John Brown,ARI,WR,3,6,50.00,1
145,Richard Rodgers,GB,TE,3,6,50.00,1
146,Kyle Juszczyk,BAL,FB,3,6,50.00,1
147,Kenny Britt,STL,WR,3,6,50.00,0
148,Lance Moore,PIT,WR,2,6,33.33,1
149,Allen Robinson,JAC,WR,2,6,33.33,0
150,Eric Ebron,DET,TE,2,6,33.33,2
151,Brandon Gibson,MIA,WR,2,6,33.33,1
152,Luke Willson,SEA,TE,1,6,16.67,1
153,Mike Williams,BUF,WR,0,6,0.00,0
154,Marqise Lee,JAC,WR,0,6,0.00,0
155,Mark Ingram,NO,RB,5,5,100.00,0
156,Giovani Bernard,CIN,RB,4,5,80.00,1
157,Andre Ellington,ARI,RB,4,5,80.00,1
158,LeSean McCoy,PHI,RB,4,5,80.00,0
159,Danny Amendola,NE,WR,4,5,80.00,1
160,Austin Pettis,STL,WR,3,5,60.00,1
161,Daniel Fells,NYG,TE,3,5,60.00,3
162,Donald Brown,SD,RB,3,5,60.00,0
163,Travis Benjamin,CLE,WR,3,5,60.00,3
164,Benjamin Watson,NO,TE,3,5,60.00,2
165,Niles Paul,WAS,TE,3,5,60.00,1
166,Brandon Myers,TB,TE,3,5,60.00,0
167,Carlos Hyde,SF,RB,3,5,60.00,0
168,Trent Richardson,IND,RB,3,5,60.00,0
169,Roy Helu,WAS,RB,3,5,60.00,0
170,Garrett Graham,HOU,TE,2,5,40.00,1
171,Chase Ford,MIN,TE,2,5,40.00,1
172,Andre Williams,NYG,RB,2,5,40.00,0
173,Dennis Johnson,HOU,RB,2,5,40.00,0
174,Rob Housler,ARI,TE,2,5,40.00,0
175,Ladarius Green,SD,TE,2,5,40.00,0
176,Jarius Wright,MIN,WR,2,5,40.00,1
177,Justin Forsett,BAL,RB,1,5,20.00,0
178,Knile Davis,KC,RB,1,5,20.00,0
179,Brice Butler,OAK,WR,1,5,20.00,1
180,Stepfan Taylor,ARI,RB,4,4,100.00,3
181,Percy Harvin,SEA,WR,4,4,100.00,0
182,DeMarco Murray,DAL,RB,4,4,100.00,0
183,Bilal Powell,NYJ,RB,4,4,100.00,0
184,Leon Washington,TEN,RB,4,4,100.00,2
185,Marcel Reece,OAK,FB,3,4,75.00,1
186,Corey Washington,NYG,WR,3,4,75.00,1
187,Erik Lorig,NO,FB,3,4,75.00,1
188,Terrance West,CLE,RB,3,4,75.00,1
189,Jacquizz Rodgers,ATL,RB,3,4,75.00,1
190,Bruce Ellington,SF,WR,2,4,50.00,2
191,Darrel Young,WAS,FB,2,4,50.00,2
192,Donnie Avery,KC,WR,2,4,50.00,0
193,Victor Cruz,NYG,WR,2,4,50.00,0
194,Rashad Jennings,NYG,RB,2,4,50.00,0
195,Patrick DiMarco,ATL,RB,1,4,25.00,1
196,Chase Coffman,TEN,TE,1,4,25.00,1
197,Bobby Rainey,TB,RB,1,4,25.00,1
198,Jordan Cameron,CLE,TE,0,4,0.00,0
199,Dennis Pitta,BAL,TE,0,4,0.00,0
200,Pierre Thomas,NO,RB,3,3,100.00,1
201,Nick Toon,NO,WR,3,3,100.00,1
202,Robert Turbin,SEA,RB,3,3,100.00,2
203,Kyle Rudolph,MIN,TE,3,3,100.00,2
204,Alfred Blue,HOU,RB,3,3,100.00,1
205,Kenny Stills,NO,WR,3,3,100.00,1
206,Anthony Dixon,BUF,RB,3,3,100.00,0
207,Dion Sims,MIA,TE,3,3,100.00,2
208,Brian Quick,STL,WR,3,3,100.00,2
209,Ed Dickson,CAR,TE,2,3,66.67,1
210,Chris Johnson,NYJ,RB,2,3,66.67,1
211,Donte Moncrief,IND,WR,2,3,66.67,0
212,LeGarrette Blount,PIT,RB,2,3,66.67,0
213,Brandon Williams,CAR,TE,1,3,33.33,1
214,Darren McFadden,OAK,RB,1,3,33.33,0
215,Michael Palmer,PIT,TE,1,3,33.33,1
216,Crockett Gillmore,BAL,TE,1,3,33.33,1
217,Logan Paulsen,WAS,TE,1,3,33.33,1
218,Rishard Matthews,MIA,WR,1,3,33.33,1
219,Jeremy Ross,DET,WR,1,3,33.33,0
220,Dane Sanzenbacher,CIN,WR,0,3,0.00,0
221,Albert Wilson,KC,WR,0,3,0.00,0
222,Brad Smith,PHI,WR,0,3,0.00,0
223,Frankie Hammond,KC,WR,0,3,0.00,0
224,Ryan Grant,WAS,WR,0,3,0.00,0
225,Austin Johnson,NO,FB,2,2,100.00,1
226,Bruce Miller,SF,FB,2,2,100.00,2
227,Lance Dunbar,DAL,RB,2,2,100.00,0
228,Anthony Sherman,KC,RB,2,2,100.00,1
229,Brenton Bersin,CAR,WR,2,2,100.00,1
230,Jonathan Stewart,CAR,RB,2,2,100.00,1
231,Zurlon Tipton,IND,RB,2,2,100.00,1
232,Josh Morgan,CHI,WR,2,2,100.00,1
233,C.J. Spiller,BUF,RB,2,2,100.00,1
234,Joe McKnight,KC,RB,2,2,100.00,2
235,Eric Weems,ATL,WR,2,2,100.00,2
236,Jamize Olawale,OAK,RB,2,2,100.00,2
237,Clay Harbor,JAC,TE,2,2,100.00,1
238,Tre Mason,STL,RB,2,2,100.00,0
239,Brandon Bostick,GB,TE,2,2,100.00,1
240,Jim Dray,CLE,TE,2,2,100.00,1
241,Cory Harkey,STL,TE,2,2,100.00,1
242,Ryan Griffin,HOU,TE,2,2,100.00,1
243,A.J. Jenkins,KC,WR,2,2,100.00,0
244,Toby Gerhart,JAC,RB,2,2,100.00,0
245,Trey Watts,STL,RB,2,2,100.00,0
246,Joe Banyard,MIN,RB,2,2,100.00,0
247,Kerwynn Williams,ARI,RB,1,2,50.00,0
248,Robert Hughes,ARI,RB,1,2,50.00,0
249,Tony Moeaki,SEA,TE,1,2,50.00,1
250,Bryce Brown,BUF,RB,1,2,50.00,0
251,Greg Little,CIN,WR,1,2,50.00,0
252,Marcedes Lewis,JAC,TE,1,2,50.00,1
253,John Phillips,SD,TE,1,2,50.00,1
254,Marion Grice,ARI,RB,1,2,50.00,0
255,Corey Fuller,DET,WR,1,2,50.00,1
256,James Develin,NE,FB,1,2,50.00,0
257,Chris Gragg,BUF,TE,1,2,50.00,1
258,Michael Campanaro,BAL,WR,1,2,50.00,1
259,Brandon Lloyd,SF,WR,1,2,50.00,0
260,Jordan Todman,JAC,RB,1,2,50.00,0
261,Marquess Wilson,CHI,WR,1,2,50.00,1
262,Dan Herron,IND,RB,1,2,50.00,0
263,Steven Jackson,ATL,RB,1,2,50.00,0
264,Fitzgerald Toussaint,BAL,RB,1,2,50.00,0
265,Robert Meachem,NO,WR,1,2,50.00,0
266,Danny Woodhead,SD,RB,1,2,50.00,0
267,Brandon Tate,CIN,WR,1,2,50.00,1
268,Montee Ball,DEN,RB,1,2,50.00,0
269,Cordarrelle Patterson,MIN,WR,1,2,50.00,1
270,David Nelson,NYJ,WR,0,2,0.00,0
271,Denarius Moore,OAK,WR,0,2,0.00,0
272,Josh Gordon,CLE,WR,0,2,0.00,0
273,Brandon Pettigrew,DET,TE,0,2,0.00,0
274,Zac Stacy,STL,RB,0,2,0.00,0
275,Frank Gore,SF,RB,0,2,0.00,0
276,Jarrett Boykin,GB,WR,0,2,0.00,0
277,Derek Carrier,SF,TE,0,2,0.00,0
278,Ted Ginn,ARI,WR,0,2,0.00,0
279,Robert Herron,TB,WR,1,1,100.00,1
280,Lee Smith,BUF,TE,1,1,100.00,1
281,Silas Redd,WAS,RB,1,1,100.00,0
282,Chris Owusu,TB,WR,1,1,100.00,1
283,John Conner,NYJ,FB,1,1,100.00,1
284,Virgil Green,DEN,TE,1,1,100.00,1
285,Chris Thompson,WAS,RB,1,1,100.00,1
286,Khiry Robinson,NO,RB,1,1,100.00,0
287,Adrian Peterson,MIN,RB,1,1,100.00,0
288,Kenbrell Thompkins,NE,WR,1,1,100.00,0
289,Jerick McKinnon,MIN,RB,1,1,100.00,0
290,Knowshon Moreno,MIA,RB,1,1,100.00,0
291,Rod Streater,OAK,WR,1,1,100.00,1
292,Josh Huff,PHI,WR,1,1,100.00,0
293,Doug Martin,TB,RB,1,1,100.00,0
294,Vernon Davis,SF,TE,1,1,100.00,1
295,Shaun Hill,STL,QB,1,1,100.00,0
296,Antonio Andrews,TEN,RB,1,1,100.00,0
297,Frank Summers,BUF,FB,1,1,100.00,0
298,Dri Archer,PIT,RB,1,1,100.00,0
299,Ronnie Brown,SD,RB,1,1,100.00,0
300,Alfred Morris,WAS,RB,1,1,100.00,0
301,Nic Jacobs,JAC,TE,1,1,100.00,1
302,T.J. Graham,NYJ,WR,1,1,100.00,0
303,Ryan Broyles,DET,WR,1,1,100.00,0
304,Rhett Ellison,MIN,TE,1,1,100.00,1
305,C.J. Fiedorowicz,HOU,TE,1,1,100.00,1
306,Andy Dalton,CIN,QB,1,1,100.00,1
307,Bear Pascoe,ATL,TE,1,1,100.00,1
308,Devin Street,DAL,WR,1,1,100.00,0
309,Keshawn Martin,HOU,WR,1,1,100.00,0
310,Adrien Robinson,NYG,TE,1,1,100.00,1
311,MarQueis Gray,BUF,TE,1,1,100.00,0
312,Bishop Sankey,TEN,RB,1,1,100.00,0
313,Ace Sanders,JAC,WR,1,1,100.00,0
314,Jackie Battle,TEN,RB,1,1,100.00,0
315,Jonathan Grimes,HOU,RB,1,1,100.00,0
316,Derrick Coleman,SEA,FB,1,1,100.00,1
317,Latavius Murray,OAK,RB,1,1,100.00,0
318,Marlon Brown,BAL,WR,1,1,100.00,0
319,Brian Tyms,NE,WR,1,1,100.00,0
320,Adam Thielen,MIN,WR,1,1,100.00,0
321,Andre Caldwell,DEN,WR,1,1,100.00,0
322,James Casey,PHI,TE,1,1,100.00,1
323,Kevin Brock,CIN,TE,1,1,100.00,0
324,Jorvorskie Lane,TB,FB,1,1,100.00,0
325,Antone Smith,ATL,RB,1,1,100.00,0
326,Jed Collins,DET,FB,1,1,100.00,1
327,James Starks,GB,RB,1,1,100.00,0
328,Brian Leonhardt,OAK,TE,1,1,100.00,1
329,Santana Moss,WAS,WR,1,1,100.00,0
330,Orleans Darkwa,NYG,RB,0,1,0.00,0
331,Jerome Felton,MIN,FB,0,1,0.00,0
332,Jerrel Jernigan,NYG,WR,0,1,0.00,0
333,Kenbrell Thompkins,OAK,WR,0,1,0.00,0
334,Peyton Hillis,NYG,RB,0,1,0.00,0
335,Michael Hoomanawanui,NE,TE,0,1,0.00,0
336,Derek Hagan,TEN,WR,0,1,0.00,0
337,Christine Michael,SEA,RB,0,1,0.00,0
338,Dwayne Harris,DAL,WR,0,1,0.00,0
339,Will Taufoou,JAC,FB,0,1,0.00,0
340,Chris Givens,STL,WR,0,1,0.00,0
341,Chris Polk,PHI,RB,0,1,0.00,0
342,Marquise Goodwin,BUF,WR,0,1,0.00,0
343,Greg Salas,NYJ,WR,0,1,0.00,0
344,Jay Prosch,HOU,RB,0,1,0.00,0
345,Kevin Ogletree,NYG,WR,0,1,0.00,0
346,Gary Barnidge,CLE,TE,0,1,0.00,0
347,Demetrius Harris,KC,TE,0,1,0.00,0
348,Geno Smith,NYJ,QB,0,1,0.00,0
349,Junior Hemingway,KC,WR,0,1,0.00,0
350,James Hanna,DAL,TE,0,1,0.00,0
351,Shonn Greene,TEN,RB,0,1,0.00,0
352,Jason Avant,KC,WR,0,1,0.00,0
353,Darrin Reaves,CAR,RB,0,1,0.00,0
354,Zach Sudfeld,NYJ,TE,0,1,0.00,0
355,Mike Tolbert,CAR,FB,0,1,0.00,0
356,Vance McDonald,SF,TE,0,1,0.00,0
357,Santonio Holmes,CHI,WR,0,1,0.00,0
358,Ray Agnew,CLE,FB,0,1,0.00,0
359,Jacoby Jones,BAL,WR,0,1,0.00,0
