Rank,Name,Team,Pos.,Completions,Targets,Comp %,TDs
139,Jordan Reed,WAS,TE,3,6,50.00,2
140,Michael Roberts,DET,TE,3,6,50.00,3
141,Kyle Juszczyk,SF,FB,3,6,50.00,0
142,Tyler Higbee,LA,TE,3,6,50.00,2
143,Scott Simonson,NYG,TE,3,6,50.00,1
144,Dante Pettis,SF,WR,3,6,50.00,3
145,Demaryius Thomas,HOU,WR,3,6,50.00,2
146,Kerryon Johnson,DET,RB,3,6,50.00,1
147,Rex Burkhead,NE,RB,2,6,33.33,1
148,Donte Moncrief,JAX,WR,2,6,33.33,1
149,Jordan Wilkins,IND,RB,5,5,100.00,0
150,Ed Dickson,SEA,TE,4,5,80.00,3
151,Keke Coutee,HOU,WR,4,5,80.00,1
152,Nick Chubb,CLE,RB,4,5,80.00,2
153,Austin Ekeler,LAC,RB,4,5,80.00,1
154,Will Fuller,HOU,WR,4,5,80.00,2
155,Marshawn Lynch,OAK,RB,4,5,80.00,0
156,Jonnu Smith,TEN,TE,3,5,60.00,2
157,Jarius Wright,CAR,WR,3,5,60.00,1
158,Brandon LaFell,OAK,WR,3,5,60.00,2
159,Alex Collins,BAL,RB,3,5,60.00,1
160,Ito Smith,ATL,RB,3,5,60.00,0
161,Virgil Green,LAC,TE,3,5,60.00,1
162,Jordan Howard,CHI,RB,3,5,60.00,0
163,Mike Gesicki,MIA,TE,3,5,60.00,0
164,Aldrick Robinson,MIN,WR,3,5,60.00,3
165,Alfred Blue,HOU,RB,3,5,60.00,0
166,Matt LaCosse,DEN,TE,2,5,40.00,1
167,Ted Ginn,NO,WR,2,5,40.00,1
168,DeVante Parker,MIA,WR,2,5,40.00,1
169,Bennie Fowler,NYG,WR,2,5,40.00,1
170,Peyton Barber,TB,RB,2,5,40.00,1
171,Allen Hurns,DAL,WR,2,5,40.00,1
172,Chad Williams,ARI,WR,1,5,20.00,0
173,Rashard Higgins,CLE,WR,4,4,100.00,3
174,Jeff Wilson,SF,RB,4,4,100.00,0
175,Maxx Williams,BAL,TE,4,4,100.00,1
176,Lee Smith,OAK,TE,4,4,100.00,3
177,Matt Breida,SF,RB,4,4,100.00,2
178,Kenny Stills,MIA,WR,4,4,100.00,4
179,Jamison Crowder,WAS,WR,4,4,100.00,1
180,Laquon Treadwell,MIN,WR,3,4,75.00,1
181,Robert Foster,BUF,WR,3,4,75.00,1
182,Geoff Swaim,DAL,TE,3,4,75.00,1
183,Jalen Richard,OAK,RB,3,4,75.00,0
184,T.J. Jones,DET,WR,3,4,75.00,2
185,Andre Roberts,NYJ,WR,3,4,75.00,1
186,Rhett Ellison,NYG,TE,3,4,75.00,1
187,Demetrius Harris,KC,TE,3,4,75.00,3
188,Chris Thompson,WAS,RB,3,4,75.00,1
189,Jamize Olawale,DAL,RB,2,4,50.00,0
190,Darren Sproles,PHI,RB,2,4,50.00,1
191,Jordan Matthews,PHI,WR,2,4,50.00,1
192,T.J. Yeldon,JAX,RB,2,4,50.00,2
193,Charles Clay,BUF,TE,2,4,50.00,0
194,DaeSean Hamilton,DEN,WR,2,4,50.00,2
195,Seth Roberts,OAK,WR,2,4,50.00,1
196,Maurice Harris,WAS,WR,2,4,50.00,0
197,Jeremy Sprinkle,WAS,TE,2,4,50.00,1
198,Auden Tate,CIN,WR,1,4,25.00,0
199,Randall Cobb,GB,WR,1,4,25.00,0
200,DeSean Jackson,TB,WR,1,4,25.00,0
201,Marquise Goodwin,SF,WR,1,4,25.00,1
202,Ricky Seals-Jones,ARI,TE,0,4,0.00,0
203,Dalvin Cook,MIN,RB,3,3,100.00,1
204,Marlon Mack,IND,RB,3,3,100.00,0
205,Torrey Smith,CAR,WR,3,3,100.00,2
206,Lance Kendricks,GB,TE,3,3,100.00,1
207,Leonard Fournette,JAX,RB,3,3,100.00,1
208,Anthony Firkser,TEN,TE,3,3,100.00,1
209,Frank Gore,MIA,RB,3,3,100.00,1
210,Jordan Leggett,NYJ,TE,3,3,100.00,1
211,Chris Carson,SEA,RB,3,3,100.00,0
212,Mo Alie-Cox,IND,TE,2,3,66.67,1
213,Austin Seferian-Jenkins,JAX,TE,2,3,66.67,2
214,Anthony Sherman,KC,RB,2,3,66.67,0
215,Adrian Peterson,WAS,RB,2,3,66.67,1
216,Jamaal Williams,GB,RB,2,3,66.67,0
217,Austin Carr,NO,WR,2,3,66.67,2
218,Geronimo Allison,GB,WR,2,3,66.67,0
219,Aaron Jones,GB,RB,2,3,66.67,0
220,Giovani Bernard,CIN,RB,2,3,66.67,0
221,Richie James,SF,WR,2,3,66.67,1
222,Tyler Eifert,CIN,TE,1,3,33.33,1
223,Alex Erickson,CIN,WR,1,3,33.33,0
224,Ty Montgomery,BAL,RB,1,3,33.33,0
225,James Washington,PIT,WR,1,3,33.33,1
226,Kelvin Benjamin,KC,WR,1,3,33.33,0
227,Pierre Garcon,SF,WR,1,3,33.33,0
228,Tyler Kroft,CIN,TE,1,3,33.33,0
229,Ben Braunecker,CHI,TE,1,3,33.33,0
230,Dalton Schultz,DAL,TE,1,3,33.33,0
231,Cordarrelle Patterson,NE,WR,1,3,33.33,1
232,Wayne Gallman,NYG,RB,0,3,0.00,0
233,Logan Paulsen,ATL,TE,2,2,100.00,1
234,Marcus Murphy,BUF,RB,2,2,100.00,0
235,James OShaughnessy,JAX,TE,2,2,100.00,0
236,Latavius Murray,MIN,RB,2,2,100.00,0
237,Keith Kirkwood,NO,WR,2,2,100.00,1
238,C.J. Anderson,LA,RB,2,2,100.00,0
239,Corey Grant,JAX,RB,2,2,100.00,0
240,Trey Quinn,WAS,WR,2,2,100.00,1
241,Kalen Ballage,MIA,RB,2,2,100.00,0
242,Blake Jarwin,DAL,TE,2,2,100.00,2
243,Nick Bellore,DET,FB,2,2,100.00,0
244,Martavis Bryant,OAK,WR,2,2,100.00,0
245,Bruce Ellington,DET,WR,2,2,100.00,0
246,Darren Fells,CLE,TE,2,2,100.00,2
247,Will Dissly,SEA,TE,2,2,100.00,2
248,MyCole Pruitt,TEN,TE,2,2,100.00,0
249,Corey Clement,PHI,RB,2,2,100.00,0
250,LeSean McCoy,BUF,RB,2,2,100.00,0
251,Cameron Meredith,NO,WR,1,2,50.00,1
252,Cody Core,CIN,WR,1,2,50.00,0
253,Levine Toilolo,DET,TE,1,2,50.00,1
254,Spencer Ware,KC,RB,1,2,50.00,0
255,Shaun Wilson,TB,RB,1,2,50.00,0
256,Ronald Jones,TB,RB,1,2,50.00,0
257,Nick OLeary,MIA,TE,1,2,50.00,1
258,Bradley Sowell,CHI,OT,1,2,50.00,1
259,Doug Martin,OAK,RB,1,2,50.00,0
260,Lamar Miller,HOU,RB,1,2,50.00,1
261,Russell Shepard,NYG,WR,1,2,50.00,1
262,Marvin Hall,ATL,WR,1,2,50.00,0
263,Andy Jones,DET,WR,1,2,50.00,1
264,DeAndre Carter,HOU,WR,1,2,50.00,0
265,Paul Richardson,WAS,WR,1,2,50.00,1
266,Justin Hunter,PIT,WR,1,2,50.00,1
267,Jermaine Gresham,ARI,TE,1,2,50.00,0
268,Matt Lengel,CIN,TE,1,2,50.00,1
269,Brandon Powell,DET,WR,1,2,50.00,0
270,Neal Sterling,NYJ,TE,1,2,50.00,0
271,Jakeem Grant,MIA,WR,1,2,50.00,1
272,Elijah McGuire,NYJ,RB,1,2,50.00,1
273,Royce Freeman,DEN,RB,1,2,50.00,0
274,Jay Ajayi,PHI,RB,1,2,50.00,0
275,A.J. Derby,MIA,TE,1,2,50.00,1
276,Taquan Mizzell,CHI,RB,1,2,50.00,1
277,Rico Gathers,DAL,TE,0,2,0.00,0
278,Danny Amendola,MIA,WR,0,2,0.00,0
279,Noah Brown,DAL,WR,0,2,0.00,0
280,Jordan Akins,HOU,TE,0,2,0.00,0
281,Lamar Jackson,BAL,QB,0,2,0.00,0
282,David Grinnage,JAX,TE,0,2,0.00,0
283,Vyncint Smith,HOU,WR,0,2,0.00,0
284,D.J. Chark,JAX,WR,0,2,0.00,0
285,Taysom Hill,NO,QB,1,1,100.00,0
286,Vernon Davis,WAS,TE,1,1,100.00,0
287,Rod Smith,DAL,RB,1,1,100.00,0
288,Derrick Henry,TEN,RB,1,1,100.00,0
289,Ryan Hewitt,IND,TE,1,1,100.00,1
290,Byron Marshall,WAS,RB,1,1,100.00,0
291,Eric Tomlinson,NYJ,TE,1,1,100.00,0
292,James Develin,NE,FB,1,1,100.00,0
293,DOnta Foreman,HOU,RB,1,1,100.00,1
294,T.J. Logan,ARI,RB,1,1,100.00,0
295,Josh Perkins,PHI,TE,1,1,100.00,0
296,Michael Floyd,WAS,WR,1,1,100.00,0
297,Dwayne Harris,OAK,WR,1,1,100.00,0
298,Malcolm Brown,LA,RB,1,1,100.00,1
299,Travis Benjamin,LAC,WR,1,1,100.00,0
300,Tavon Austin,DAL,WR,1,1,100.00,1
301,Isaiah McKenzie,BUF,WR,1,1,100.00,0
302,John Phillips,ARI,TE,1,1,100.00,0
303,Ameer Abdullah,MIN,RB,1,1,100.00,0
304,Brandon Bolden,MIA,RB,1,1,100.00,1
305,Chris Moore,BAL,WR,1,1,100.00,1
306,Travaris Cadet,CAR,RB,1,1,100.00,0
307,Rashaad Penny,SEA,RB,1,1,100.00,0
308,KhaDarel Hodge,LA,WR,1,1,100.00,0
309,Josh Hill,NO,TE,1,1,100.00,1
310,Jason Croom,BUF,TE,1,1,100.00,0
311,Elijhaa Penny,NYG,RB,1,1,100.00,0
312,Mark Ingram,NO,RB,1,1,100.00,0
313,DeAnthony Thomas,KC,WR,1,1,100.00,1
314,Alejandro Villanueva,PIT,OT,1,1,100.00,1
315,Damion Ratley,CLE,WR,1,1,100.00,0
316,Andy Janovich,DEN,FB,1,1,100.00,1
317,Matt Ryan,ATL,QB,1,1,100.00,1
318,Derek Carrier,OAK,TE,1,1,100.00,1
319,Luke Stocker,TEN,TE,1,1,100.00,1
320,Marcell Ateman,OAK,WR,1,1,100.00,1
321,Garrett Celek,SF,TE,1,1,100.00,1
322,Javon Wims,CHI,WR,1,1,100.00,0
323,Dion Dawkins,BUF,OT,1,1,100.00,1
324,Trent Sherfield,ARI,WR,1,1,100.00,1
325,Josh Bellamy,CHI,WR,1,1,100.00,1
326,Adam Shaheen,CHI,TE,1,1,100.00,1
327,David Morgan,MIN,TE,1,1,100.00,0
328,Taylor Decker,DET,OT,1,1,100.00,1
329,Ryan Tannehill,MIA,QB,1,1,100.00,1
330,Sony Michel,NE,RB,1,1,100.00,0
331,Samaje Perine,WAS,RB,1,1,100.00,0
332,Ross Dwelley,SF,TE,1,1,100.00,0
333,Mike Davis,SEA,RB,1,1,100.00,1
334,Keith Smith,OAK,FB,1,1,100.00,0
335,Justin Jackson,LAC,RB,0,1,0.00,0
336,Jake Butt,DEN,TE,0,1,0.00,0
337,Jake Kumerow,GB,WR,0,1,0.00,0
338,Albert Wilson,MIA,WR,0,1,0.00,0
339,Breshad Perriman,CLE,WR,0,1,0.00,0
340,Andrew Luck,IND,QB,0,1,0.00,0
341,Russell Gage,ATL,WR,0,1,0.00,0
342,Isaiah Ford,MIA,WR,0,1,0.00,0
343,Roosevelt Nix,PIT,FB,0,1,0.00,0
344,Niles Paul,JAX,TE,0,1,0.00,0
345,Mike Wallace,PHI,WR,0,1,0.00,0
346,Deontay Burnett,NYJ,WR,0,1,0.00,0
347,Trenton Cannon,NYJ,RB,0,1,0.00,0
348,Darrius Heyward-Bey,PIT,WR,0,1,0.00,0
349,Sam Hubbard,CIN,DE,0,1,0.00,0
350,Chad Beebe,MIN,WR,0,1,0.00,0
351,Josh Allen,BUF,QB,0,1,0.00,0
352,Dak Prescott,DAL,QB,0,1,0.00,0
353,Tommy Bohanon,JAX,RB,0,1,0.00,0
354,Isaiah Crowell,NYJ,RB,0,1,0.00,0
355,J.D. McKissic,SEA,RB,0,1,0.00,0
356,Tim Patrick,DEN,WR,0,1,0.00,1
357,Bilal Powell,NYJ,RB,0,1,0.00,0
358,Brian Parker,DEN,TE,0,1,0.00,0
359,Hayden Hurst,BAL,TE,0,1,0.00,0
360,Eric Saubert,ATL,TE,0,1,0.00,0
361,Leonte Carroo,MIA,WR,0,1,0.00,0
362,Carlos Hyde,JAX,RB,0,1,0.00,0
363,Corey Coleman,NYG,WR,0,1,0.00,0
364,Darius Jackson,DAL,RB,0,1,0.00,0
365,Sammie Coates,HOU,WR,0,1,0.00,0
366,Devonta Freeman,ATL,RB,0,1,0.00,0
367,Freddie Martino,TB,WR,0,1,0.00,0
368,Delanie Walker,TEN,TE,0,1,0.00,0
369,Kevin White,CHI,WR,0,1,0.00,0
370,Chris Lacy,DET,WR,0,1,0.00,0
371,Brian Hill,ATL,RB,0,1,0.00,0
372,Stephen Hauschka,BUF,K,0,1,0.00,0
373,Marcedes Lewis,GB,TE,0,1,0.00,0
374,Jalen Tolliver,ARI,WR,0,1,0.00,0
375,Danny Vitale,GB,RB,0,1,0.00,0
376,Dan Arnold,NO,TE,0,1,0.00,0
377,Derrick Coleman,ARI,FB,0,1,0.00,0
378,Alan Cross,TB,TE,0,1,0.00,0
379,Terrelle Pryor,BUF,WR,0,1,0.00,0
