Rank,Name,Team,Pos.,Completions,Targets,Comp %,TDs
78,Mark Ingram,NO,RB,10,11,90.91,3
79,Adam Thielen,MIN,WR,8,11,72.73,3
80,Todd Gurley,LA,RB,8,11,72.73,0
81,J.J. Nelson,ARI,WR,7,11,63.64,4
82,Adam Humphries,TB,WR,6,11,54.55,1
83,Travaris Cadet,NO,RB,6,11,54.55,4
84,Julio Jones,ATL,WR,5,11,45.45,2
85,Braxton Miller,HOU,WR,5,11,45.45,1
86,Tavon Austin,LA,WR,4,11,36.36,1
87,A.J. Green,CIN,WR,8,10,80.00,2
88,Donte Moncrief,IND,WR,8,10,80.00,6
89,Jacob Tamme,ATL,TE,7,10,70.00,3
90,Chris Hogan,NE,WR,7,10,70.00,1
91,Mike Wallace,BAL,WR,6,10,60.00,2
92,Jared Cook,GB,TE,6,10,60.00,1
93,Marqise Lee,JAX,WR,6,10,60.00,2
94,Terrance West,BAL,RB,6,10,60.00,1
95,Cole Beasley,DAL,WR,6,10,60.00,5
96,Jeremy Maclin,KC,WR,5,10,50.00,2
97,Tyler Boyd,CIN,WR,5,10,50.00,1
98,Tyler Eifert,CIN,TE,5,10,50.00,5
99,Justin Hardy,ATL,WR,5,10,50.00,4
100,James White,NE,RB,4,10,40.00,4
101,Will Fuller,HOU,WR,4,10,40.00,2
102,Clive Walford,OAK,TE,2,10,20.00,2
103,Brandon Coleman,NO,WR,8,9,88.89,3
104,Jarvis Landry,MIA,WR,7,9,77.78,2
105,LeVeon Bell,PIT,RB,6,9,66.67,2
106,Eric Ebron,DET,TE,6,9,66.67,2
107,Dwayne Allen,IND,TE,6,9,66.67,4
108,Ryan Griffin,HOU,TE,5,9,55.56,2
109,Robert Woods,BUF,WR,5,9,55.56,1
110,DeVante Parker,MIA,WR,5,9,55.56,3
111,Cordarrelle Patterson,MIN,WR,4,9,44.44,2
112,Andre Holmes,OAK,WR,4,9,44.44,3
113,Travis Benjamin,SD,WR,4,9,44.44,2
114,Dontrelle Inman,SD,WR,3,9,33.33,1
115,Jordan Howard,CHI,RB,2,9,22.22,0
116,Danny Amendola,NE,WR,8,8,100.00,4
117,Damien Williams,MIA,RB,8,8,100.00,3
118,T.J. Yeldon,JAX,RB,6,8,75.00,1
119,Chris Thompson,WAS,RB,6,8,75.00,2
120,Zach Miller,CHI,TE,6,8,75.00,4
121,Melvin Gordon,SD,RB,5,8,62.50,2
122,Victor Cruz,NYG,WR,4,8,50.00,1
123,Justin Hunter,BUF,WR,4,8,50.00,3
124,Trey Burton,PHI,TE,4,8,50.00,1
125,Corey Brown,CAR,WR,3,8,37.50,1
126,Jeremy Kerley,SF,WR,3,8,37.50,2
127,Jermaine Gresham,ARI,TE,3,8,37.50,1
128,Rob Gronkowski,NE,TE,3,8,37.50,1
129,Duke Johnson,CLE,RB,2,8,25.00,0
130,LeSean McCoy,BUF,RB,6,7,85.71,1
131,Frank Gore,IND,RB,5,7,71.43,4
132,Richard Rodgers,GB,TE,4,7,57.14,2
133,Jay Ajayi,MIA,RB,4,7,57.14,1
134,Julius Thomas,JAX,TE,4,7,57.14,3
135,Dexter McCluster,SD,WR,4,7,57.14,0
136,Phillip Dorsett,IND,WR,4,7,57.14,0
137,Dion Sims,MIA,TE,4,7,57.14,4
138,Albert Wilson,KC,WR,3,7,42.86,1
139,Brice Butler,DAL,WR,3,7,42.86,3
140,Jordan Taylor,DEN,WR,3,7,42.86,2
141,Russell Shepard,TB,WR,3,7,42.86,2
142,Vernon Davis,WAS,TE,3,7,42.86,1
143,Gary Barnidge,CLE,TE,3,7,42.86,2
144,Lance Kendricks,LA,TE,3,7,42.86,2
145,Brian Quick,LA,WR,3,7,42.86,1
146,Jerick McKinnon,MIN,RB,6,6,100.00,2
147,Taylor Gabriel,ATL,WR,6,6,100.00,1
148,Carlos Hyde,SF,RB,5,6,83.33,3
149,John Kuhn,NO,FB,5,6,83.33,1
150,Isaiah Crowell,CLE,RB,5,6,83.33,0
151,Giovani Bernard,CIN,RB,5,6,83.33,0
152,Lamar Miller,HOU,RB,5,6,83.33,1
153,Kyle Juszczyk,BAL,FB,4,6,66.67,0
154,Terrance Williams,DAL,WR,4,6,66.67,3
155,Eddie Royal,CHI,WR,4,6,66.67,2
156,Chester Rogers,IND,WR,4,6,66.67,0
157,Charcandrick West,KC,RB,4,6,66.67,2
158,Latavius Murray,OAK,RB,4,6,66.67,1
159,Eli Rogers,PIT,WR,4,6,66.67,2
160,Will Tye,NYG,TE,4,6,66.67,1
161,Jalen Richard,OAK,RB,4,6,66.67,2
162,Vance McDonald,SF,TE,4,6,66.67,2
163,Kenny Stills,MIA,WR,4,6,66.67,1
164,Daniel Brown,CHI,TE,3,6,50.00,1
165,Deonte Thompson,CHI,WR,3,6,50.00,2
166,Jalin Marshall,NYJ,WR,3,6,50.00,2
167,Tyler Lockett,SEA,WR,3,6,50.00,0
168,Tim Hightower,NO,RB,3,6,50.00,0
169,Darren Waller,BAL,TE,3,6,50.00,2
170,Devontae Booker,DEN,RB,3,6,50.00,0
171,Austin Hooper,ATL,TE,3,6,50.00,2
172,Tajae Sharpe,TEN,WR,2,6,33.33,0
173,C.J. Uzomah,CIN,TE,2,6,33.33,1
174,Geronimo Allison,GB,WR,2,6,33.33,2
175,Brandon Myers,TB,TE,2,6,33.33,1
176,Torrey Smith,SF,WR,1,6,16.67,1
177,Andre Johnson,TEN,WR,4,5,80.00,3
178,Kamar Aiken,BAL,WR,4,5,80.00,1
179,Sammie Coates,PIT,WR,3,5,60.00,1
180,Garrett Celek,SF,TE,3,5,60.00,3
181,Corey Coleman,CLE,WR,3,5,60.00,1
182,Robert Turbin,IND,RB,2,5,40.00,1
183,Ryan Grant,WAS,WR,2,5,40.00,0
184,Demetrius Harris,KC,TE,2,5,40.00,1
185,Mike Tolbert,CAR,FB,2,5,40.00,1
186,John Brown,ARI,WR,2,5,40.00,1
187,Kevin White,CHI,WR,1,5,20.00,0
188,Ladarius Green,PIT,TE,1,5,20.00,1
189,Quinton Patton,SF,WR,1,5,20.00,0
190,Shaun Draughn,SF,RB,4,4,100.00,2
191,Breshad Perriman,BAL,WR,4,4,100.00,1
192,Robby Anderson,NYJ,WR,4,4,100.00,0
193,Bryan Walters,JAX,WR,4,4,100.00,2
194,Stephen Anderson,HOU,TE,3,4,75.00,1
195,MarQueis Gray,MIA,TE,3,4,75.00,0
196,Marcedes Lewis,JAX,TE,3,4,75.00,1
197,Matt Forte,NYJ,RB,3,4,75.00,1
198,Rashad Jennings,NYG,RB,3,4,75.00,1
199,Marquise Goodwin,BUF,WR,3,4,75.00,1
200,Aaron Ripkowski,GB,FB,3,4,75.00,1
201,Paul Richardson,SEA,WR,2,4,50.00,1
202,Andre Roberts,DET,WR,2,4,50.00,1
203,Eric Decker,NYJ,WR,2,4,50.00,2
204,Keith Mumphery,HOU,WR,2,4,50.00,0
205,Jordan Norwood,DEN,WR,2,4,50.00,0
206,Mychal Rivera,OAK,TE,2,4,50.00,1
207,Sammy Watkins,BUF,WR,2,4,50.00,1
208,Anthony Fasano,TEN,TE,2,4,50.00,2
209,Rhett Ellison,MIN,TE,2,4,50.00,0
210,Cobi Hamilton,PIT,WR,1,4,25.00,0
211,Virgil Green,DEN,TE,1,4,25.00,1
212,Darren Fells,ARI,TE,1,4,25.00,0
213,Vincent Jackson,TB,WR,1,4,25.00,0
214,Tyler Higbee,LA,TE,1,4,25.00,1
215,Luke Willson,SEA,TE,3,3,100.00,2
216,Jeremy Hill,CIN,RB,3,3,100.00,0
217,C.J. Anderson,DEN,RB,3,3,100.00,1
218,Ezekiel Elliott,DAL,RB,3,3,100.00,0
219,Jamize Olawale,OAK,RB,3,3,100.00,0
220,Peyton Barber,TB,RB,3,3,100.00,0
221,James Starks,GB,RB,3,3,100.00,1
222,Matt Asiata,MIN,RB,3,3,100.00,0
223,Rod Streater,SF,WR,3,3,100.00,2
224,Ryan Mathews,PHI,RB,3,3,100.00,1
225,Lance Dunbar,DAL,RB,2,3,66.67,1
226,Josh Bellamy,CHI,WR,2,3,66.67,1
227,Spencer Ware,KC,RB,2,3,66.67,1
228,Aldrick Robinson,ATL,WR,2,3,66.67,1
229,Dwayne Washington,DET,RB,2,3,66.67,0
230,Darrius Heyward-Bey,PIT,WR,2,3,66.67,2
231,Dion Lewis,NE,RB,2,3,66.67,0
232,Shane Vereen,NYG,RB,2,3,66.67,0
233,Xavier Grimble,PIT,TE,2,3,66.67,2
234,Derrick Henry,TEN,RB,2,3,66.67,0
235,Rob Kelley,WAS,RB,2,3,66.67,1
236,Jonathan Stewart,CAR,RB,1,3,33.33,0
237,Brent Celek,PHI,TE,1,3,33.33,0
238,Kendall Wright,TEN,WR,1,3,33.33,1
239,Byron Marshall,PHI,RB,1,3,33.33,0
240,Bennie Fowler,DEN,WR,1,3,33.33,1
241,Ricardo Louis,CLE,WR,1,3,33.33,0
242,Josh Hill,NO,TE,1,3,33.33,1
243,Ed Dickson,CAR,TE,1,3,33.33,1
244,Benny Cunningham,LA,RB,1,3,33.33,0
245,Markus Wheaton,PIT,WR,1,3,33.33,0
246,DeMarcus Ayers,PIT,WR,1,3,33.33,1
247,Jonathan Grimes,HOU,RB,0,3,0.00,0
248,Josh Doctson,WAS,WR,0,3,0.00,0
249,Zach Line,MIN,FB,0,3,0.00,0
250,Harry Douglas,TEN,WR,0,3,0.00,0
251,James Develin,NE,FB,2,2,100.00,0
252,Charles D. Johnson,MIN,WR,2,2,100.00,0
253,Dominique Jones,MIA,TE,2,2,100.00,2
254,Ben Koyack,JAX,TE,2,2,100.00,1
255,DeAngelo Williams,PIT,RB,2,2,100.00,2
256,C.J. Prosise,SEA,RB,2,2,100.00,0
257,Leonte Carroo,MIA,WR,2,2,100.00,1
258,Jacquizz Rodgers,TB,RB,2,2,100.00,0
259,Trevor Davis,GB,WR,2,2,100.00,1
260,Walt Powell,BUF,WR,2,2,100.00,0
261,Jeff Janis,GB,WR,2,2,100.00,1
262,Justin Forsett,DEN,RB,2,2,100.00,0
263,Kenneth Dixon,BAL,RB,2,2,100.00,1
264,Nick Williams,ATL,WR,2,2,100.00,0
265,Crockett Gillmore,BAL,TE,1,2,50.00,1
266,Mike Gillislee,BUF,RB,1,2,50.00,1
267,Danny Woodhead,SD,RB,1,2,50.00,1
268,Marquess Wilson,CHI,WR,1,2,50.00,1
269,Alfred Blue,HOU,RB,1,2,50.00,0
270,Michael Floyd,NE,WR,1,2,50.00,1
271,Connor Hamlett,CLE,TE,1,2,50.00,1
272,Larry Donnell,NYG,TE,1,2,50.00,1
273,Gavin Escobar,DAL,TE,1,2,50.00,1
274,Mike Davis,SF,RB,1,2,50.00,0
275,Josh Perkins,ATL,TE,1,2,50.00,0
276,DuJuan Harris,SF,RB,1,2,50.00,0
277,Rashard Higgins,CLE,WR,1,2,50.00,0
278,Jarius Wright,MIN,WR,1,2,50.00,1
279,Brittan Golden,ARI,WR,1,2,50.00,1
280,Blake Bell,SF,TE,1,2,50.00,0
281,Seth DeValve,CLE,TE,1,2,50.00,1
282,Charles Sims,TB,RB,1,2,50.00,0
283,Erik Swoope,IND,,0,2,0.00,0
284,Cody Latimer,DEN,WR,0,2,0.00,0
285,Brenton Bersin,CAR,WR,0,2,0.00,0
286,Ross Travis,KC,TE,0,2,0.00,0
287,Joe Webb,CAR,QB,0,2,0.00,0
288,Bobby Rainey,NYG,RB,0,2,0.00,0
289,Aaron Burbridge,SF,WR,0,2,0.00,0
290,T.J. Jones,DET,WR,0,2,0.00,0
291,Reggie Bush,BUF,RB,0,2,0.00,0
292,Cecil Shorts,TB,WR,0,2,0.00,0
293,Austin Seferian-Jenkins,NYJ,TE,0,2,0.00,0
294,Hakeem Valles,ARI,TE,0,2,0.00,0
295,DeAndre Washington,OAK,RB,0,2,0.00,0
296,Rex Burkhead,CIN,RB,0,2,0.00,0
297,Charone Peake,NYJ,WR,0,2,0.00,0
298,Blake Bortles,JAX,QB,1,1,100.00,1
299,Lucky Whitehead,DAL,WR,1,1,100.00,0
300,KaDeem Carey,CHI,RB,1,1,100.00,0
301,Matt Barkley,CHI,QB,1,1,100.00,1
302,Nick OLeary,BUF,TE,1,1,100.00,0
303,Doug Martin,TB,RB,1,1,100.00,0
304,Taylor Lewan,TEN,OT,1,1,100.00,1
305,Jerell Adams,NYG,TE,1,1,100.00,1
306,Jeremy Ross,ARI,WR,1,1,100.00,1
307,Jeremy Butler,SD,WR,1,1,100.00,0
308,Neal Sterling,JAX,TE,1,1,100.00,0
309,Ted Ginn,CAR,WR,1,1,100.00,0
310,Matt Lengel,NE,TE,1,1,100.00,1
311,Brock Osweiler,HOU,QB,1,1,100.00,0
312,Wendell Smallwood,PHI,RB,1,1,100.00,0
313,Jordan Cameron,MIA,TE,1,1,100.00,1
314,Ameer Abdullah,DET,RB,1,1,100.00,1
315,Cody Core,CIN,WR,1,1,100.00,0
316,Anthony Sherman,KC,RB,1,1,100.00,0
317,Akeem Hunt,HOU,RB,1,1,100.00,0
318,Tyler Kroft,CIN,TE,1,1,100.00,0
319,Marcus Murphy,NO,RB,1,1,100.00,0
320,Kenyan Drake,MIA,RB,1,1,100.00,0
321,Chris Ivory,JAX,RB,1,1,100.00,0
322,Alan Cross,TB,TE,1,1,100.00,1
323,David Johnson,PIT,TE,1,1,100.00,0
324,Thomas Rawls,SEA,RB,1,1,100.00,0
325,Dwayne Harris,NYG,WR,1,1,100.00,1
326,Alex Collins,SEA,RB,1,1,100.00,0
327,Paul Lasike,CHI,FB,1,1,100.00,0
328,D.J. Tialavea,ATL,TE,1,1,100.00,1
329,Ben Braunecker,CHI,TE,1,1,100.00,0
330,Patrick DiMarco,ATL,RB,1,1,100.00,1
331,Corey Grant,JAX,RB,1,1,100.00,1
332,Nick Boyle,BAL,TE,1,1,100.00,0
333,Donald Penn,OAK,OT,1,1,100.00,1
334,A.J. Derby,DEN,TE,1,1,100.00,0
335,Jamaal Charles,KC,RB,1,1,100.00,0
336,Javorius Allen,BAL,RB,1,1,100.00,0
337,Zach Zenner,DET,RB,1,1,100.00,0
338,Tavarres King,NYG,WR,1,1,100.00,0
339,Jalston Fowler,TEN,RB,1,1,100.00,0
340,Russell Wilson,SEA,QB,1,1,100.00,1
341,Kenjon Barner,PHI,RB,1,1,100.00,0
342,Alex Erickson,CIN,WR,1,1,100.00,0
343,Terron Ward,ATL,RB,1,1,100.00,0
344,Wendall Williams,HOU,WR,0,1,0.00,0
345,Alex Lewis,BAL,OG,0,1,0.00,0
346,Logan Paulsen,CHI,TE,0,1,0.00,0
347,Roger Lewis,NYG,WR,0,1,0.00,0
348,Keenan Allen,SD,WR,0,1,0.00,0
349,Marcel Reece,SEA,FB,0,1,0.00,0
350,Randall Telfer,CLE,TE,0,1,0.00,0
351,Kenneth Farrow,SD,RB,0,1,0.00,0
352,Brandon Tate,BUF,WR,0,1,0.00,0
353,Andre Ellington,ARI,RB,0,1,0.00,0
354,Will Tukuafu,SEA,FB,0,1,0.00,0
355,Jaelen Strong,HOU,WR,0,1,0.00,0
356,Arrelious Benn,JAX,WR,0,1,0.00,0
357,George Farmer,SEA,RB,0,1,0.00,0
358,Devin Smith,NYJ,WR,0,1,0.00,0
359,Bradley Marquez,LA,WR,0,1,0.00,0
360,Ifeanyi Momah,ARI,WR,0,1,0.00,0
361,Greg Salas,BUF,WR,0,1,0.00,0
362,Levine Toilolo,ATL,TE,0,1,0.00,0
363,Ronnie Hillman,SD,RB,0,1,0.00,0
364,Geremy Davis,SD,WR,0,1,0.00,0
365,Arian Foster,MIA,RB,0,1,0.00,0
366,Alex Smith,KC,QB,0,1,0.00,0
367,JeRon Hamm,SF,TE,0,1,0.00,0
368,John Phillips,NO,TE,0,1,0.00,0
369,Kerwynn Williams,ARI,RB,0,1,0.00,0
370,Rashad Greene,JAX,WR,0,1,0.00,0
371,Tyler Ervin,HOU,RB,0,1,0.00,0
372,Mike Thomas,LA,WR,0,1,0.00,0
373,Denard Robinson,JAX,RB,0,1,0.00,0
374,Laquon Treadwell,MIN,WR,0,1,0.00,0
375,Danny Vitale,CLE,RB,0,1,0.00,0
