"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"243","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.7%"
"244","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.8%"
"245","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"247","Craig Reynolds (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Tony Brooks-James (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Austin Walter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"250","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"251","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"253","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"254","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"256","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"257","Ronald Jones II (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"258","Ty Johnson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"259","Aca'Cedric Ware (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"261","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","Royce Freeman (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"263","Miles Sanders (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"264","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.9%"
"265","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"266","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"267","Damarea Crockett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Kerrith Whyte Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Alexander Mattison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.2%"
"270","Darwin Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"271","Mike Weber (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"273","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.5%"
"274","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"275","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.0%"
"276","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"277","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Dare Ogunbowale (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"283","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"284","Dion Lewis (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"285","Bruce Miller (JAC)","6","9","1.5","4","0","0","18","25","189","10.5","2","1","16","0.0","0.0","0.0%"
"286","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"291","Phillip Tanner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"292","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"293","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"295","Cordarrelle Patterson (CHI)","10","117","11.7","67","2","1","33","67","384","11.6","1","1","16","0.0","0.0","5.9%"
"296","Kenjon Barner (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"297","Zach Line (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"298","Mario Harvey (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"299","Evan Rodriguez (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"300","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"301","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"302","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"303","Jalen Parmele (FA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"304","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"305","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"306","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"308","Montell Owens (FA)","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"309","Tony Fiammetta (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"310","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"311","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"312","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"313","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"314","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"315","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"316","Chase Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"317","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Peyton Barber (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"319","DeAndre Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"320","Darius Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"321","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Dan Vitale (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"324","Jalen Richard (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"325","Ezekiel Elliott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.2%"
"326","Derrick Henry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"327","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"328","Kenyan Drake (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.8%"
"329","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"330","Wendell Smallwood (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"331","Tyler Ervin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"332","Alex Collins (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"333","C.J. Prosise (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"334","Jonathan Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"335","Jordan Howard (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.4%"
"336","Devontae Booker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.0%"
"337","Paul Perkins (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"338","Elijah McGuire (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"339","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"340","Austin Ekeler (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.2%"
"341","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"342","Khalfani Muhammad (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"343","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"344","Aaron Jones (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"345","Chris Carson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.9%"
"346","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"347","Tarik Cohen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"348","Troymaine Pope (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"349","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"350","J.D. McKissic (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.9%"
"351","Elijhaa Penny (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"352","Brandin Bryant (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"353","Brian Hill (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.0%"
"354","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"355","James Conner (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.9%"
"356","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"357","Jeremy McNichols (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"358","Marlon Mack (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"359","Kareem Hunt (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8%"
"360","Jamaal Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.4%"
"361","Wayne Gallman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.7%"
"362","Alvin Kamara (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"363","Joe Mixon (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.7%"
"364","D'Onta Foreman (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"365","Christian McCaffrey (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.5%"
"366","Leonard Fournette (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.7%"
"367","Dalvin Cook (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"368","Jerome Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"369","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"370","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"371","Kiero Small (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"372","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"373","Charcandrick West (FA)","0","0","0","0","0","0","0","1","0","0","0","0","6","0.0","0.0","0.0%"
"374","George Atkinson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"375","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"376","Rod Smith (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"377","Raheem Mostert (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.3%"
"378","Glenn Winston (FA)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"379","Melvin Gordon III (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.4%"
"380","Todd Gurley II (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.7%"
"381","Ameer Abdullah (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"382","Tevin Coleman (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.6%"
"383","Duke Johnson Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.4%"
"384","T.J. Yeldon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"385","Mike Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.1%"
"386","Ty Montgomery (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"387","Malcolm Brown (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.8%"
"388","David Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.7%"
"389","Tauren Poole (FA)","1","0","0.0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
""
""
