"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"295","River Cracraft (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"296","Justin Hardee (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"297","Keelan Cole Sr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.7%"
"298","JoJo Natson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"299","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","C.J. Board (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"301","David Moore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"302","Chad Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"303","Jamal Agnew (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.1%"
"304","Chris Thompson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"305","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"306","Reggie Davis (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","Zach Pascal (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"308","Isaac Whitney (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"309","Marcus Kemp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"310","Andre Patton (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"311","Antonio Callaway (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"312","Isaiah Hodgins (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"313","Cam Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"314","De'Mornay Pierson-El (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"315","Chad Beebe (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"316","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"317","Rico Gafford (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Cam Batson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Steven Mitchell Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"320","Trent Sherfield (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"321","Keith Kirkwood (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Malik Turner (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","KhaDarel Hodge (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"325","Devin Gray (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"326","Braxton Berrios (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"327","DaeSean Hamilton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"328","Jeff Badet (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"329","Dylan Cantrell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"330","Damion Ratley (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"331","Ray-Ray McCloud (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"332","Marquez Valdes-Scantling (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.8%"
"333","Daurice Fountain (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"334","Keke Coutee (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.7%"
"335","Robert Foster (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"336","Russell Gage (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.6%"
"337","Javon Wims (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"338","Equanimeous St. Brown (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"339","Auden Tate (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"340","Richie James Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"341","Allen Lazard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.9%"
"342","D.J. Chark Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.3%"
"343","J'Mon Moore (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"344","Justin Watson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"345","Chris Lacy (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"346","Christian Blake (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"347","Brandon Powell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"348","Byron Pringle (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"349","J.J. Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"350","Vyncint Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"351","Darvin Kidsy (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"352","Da'Mari Scott (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"353","Derrick Willies (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"354","James Proche (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"355","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"356","Gabriel Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"357","Juwan Green (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"358","Josh Pearson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"359","John Hurst (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"360","Travis Jonsen (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"361","Derrick Dillon (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"362","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"363","Manasseh Bailey (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"364","Stephen Guidry (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"365","Kendall Hinton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"366","Kristian Wilkerson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"367","Tyler Simmons (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"368","Jaylon Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"369","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"370","Isaiah Zuber (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"371","Chris Rowland (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"372","J.J. Koski (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"373","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"374","Maurice Ffrench (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"375","Jeff Cotton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"376","Siaosi Mariner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"377","Josh Hammond (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"378","DeMichael Harris (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"379","Matt Cole (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"380","JoJo Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"381","Ryan Switzer (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"382","Darnell Mooney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.7%"
"383","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"384","Binjimen Victor (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"385","Isaiah Wright (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"386","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"387","Lynn Bowden Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"388","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"389","Trishton Jackson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"390","Marquez Callaway (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"391","Van Jefferson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"392","Joe Reed (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"393","Kalija Lipscomb (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"394","Omar Bayless (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"395","Tyrie Cleveland (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"396","Isaiah Coulter (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"397","Kirk Merritt (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"398","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"399","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"400","Cody White (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"401","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"402","Ja'Marcus Bradley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"403","Freddie Swain (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"404","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"405","K.J. Osborn (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"406","Aaron Parker (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"407","Chris Finke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"408","Mason Kinsey (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"409","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"410","Austin Mack (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"411","Kalif Raymond (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"412","Josh Bellamy (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"413","Saalim Hakim (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"414","Drew Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"415","LaRon Byrd (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"416","Onterio McCalebb (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"417","Rodney Smith (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"418","Josh Boyce (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"419","Eron Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"420","Trindon Holliday (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"421","Marvin Jones Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.3%"
"422","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"423","Deonte Thompson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"424","Michael Calvin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"425","Tommy Streeter (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"426","Rico Richardson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"427","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"428","Willie Snead IV (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"429","Julian Talley (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"430","Darius Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"431","De'Andre Presley (FA)","0","1","0","0","0","0","0","1","-2","0","0","4","0.0","0.0","0.0%"
"432","Chris Matthews (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"433","Quincy Enunwa (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"434","Juaquin Iglesias (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"435","John Standeford (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"436","Kassim Osgood (FA)","0","1","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"437","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"438","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"439","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"440","Lance Long (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"441","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"442","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"443","Brandon London (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"444","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"445","Austin Collie (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"446","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"447","Marc Mariani (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"448","Marlon Moore (FA)","0","0","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"449","Jeremy Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"450","Onrea Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"451","Scotty McKnight (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"452","Leonard Hankerson (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"453","Andy Fantuz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"454","Taj Smith (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"455","Patrick Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"456","Dominique Edison (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"457","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"458","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"459","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"460","Marcus Easley (FA)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"461","Joe Webb III (NYG)","1","3","16","16.0","16","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"462","Tyler Grisham (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"463","Todd Watkins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"464","Gehrig Dieter (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"465","Marcus Johnson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"466","Geronimo Allison (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"467","Trevor Davis (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"468","Johnny Holton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"469","Tyreek Hill (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"470","Mike Thomas (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"471","Pharoh Cooper (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"472","Tyler Boyd (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.3%"
"473","Michael Thomas (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.5%"
"474","Josh Doctson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"475","Corey Coleman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"476","Laquon Treadwell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"477","Rashard Higgins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.2%"
"478","Sterling Shepard (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.6%"
"479","Tajae Sharpe (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"480","Alex Erickson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"481","Cody Core (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"482","Robby Anderson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.9%"
"483","Jakeem Grant (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6%"
"484","Demarcus Robinson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"485","Chris Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"486","Will Fuller V (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.1%"
"487","Chester Rogers (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"488","Cooper Kupp (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.1%"
"489","Josh Reynolds (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.1%"
"490","Dede Westbrook (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"491","Amara Darboh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"492","Curtis Samuel (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.5%"
"493","Shelton Gibson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"494","Zay Jones (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"495","Chad Hansen (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"496","JuJu Smith-Schuster (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8%"
"497","Taywan Taylor (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"498","Chris Godwin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.6%"
"499","John Ross (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"500","Corey Davis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.7%"
"501","Mike Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.6%"
"502","Noah Brown (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"503","Kenny Golladay (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.8%"
"504","Cody Hollister (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"505","Isaiah McKenzie (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"506","Quincy Adeboyejo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"507","Tim Patrick (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.3%"
"508","Josh Malone (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"509","Austin Carr (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"510","Mack Hollins (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"511","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"512","Krishawn Hogan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"513","Robert Davis (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"514","Rodney Adams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"515","Artavis Scott (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"516","Jaydon Mickens (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"517","Marvin Hall (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"518","Duke Williams (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"519","Tommylee Lewis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"520","Marken Michel (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"521","Seth Roberts (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"522","Nelson Agholor (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.6%"
"523","Phillip Dorsett II (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"524","Jamison Crowder (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.8%"
"525","Breshad Perriman (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.2%"
"526","Devin Smith (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"527","Tyler Lockett (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"528","Devin Funchess (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"529","Kevin White (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"530","DeVante Parker (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.1%"
"531","Amari Cooper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.1%"
"532","Diontae Spencer (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"533","Rashad Ross (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"534","Bennie Fowler III (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"535","Phil Bates (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"536","Brian Dixon (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"537","Freddie Martino (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"538","Stefon Diggs (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.3%"
"539","DeAndrew White (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"540","Tyrell Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"541","Adam Humphries (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"542","DeAndre Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"543","Jake Kumerow (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"544","Chris Conley (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"545","Damiere Byrd (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"546","Jalen Saunders (FA)","1","1","7","7.0","7","0","0","0","0","0","1","9","-0.3","-0.0","0.0%"
"547","Chris Williams (FA)","0","0","0","0","0","0","0","1","-8","0","0","7","-0.8","-0.1","0.0%"
"548","Walter Powell (FA)","0","0","0","0","0","0","0","0","0","0","1","4","-2.0","-0.5","0.0%"
"549","Marcus Thigpen (FA)","0","1","0","0","0","0","0","0","0","0","1","9","-2.0","-0.2","0.0%"
"550","Isaiah Burse (FA)","0","1","0","0","0","0","0","0","0","0","1","12","-2.0","-0.2","0.0%"
""
""
