"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"107","James Conner (PIT)","32","144","4.5","23","1","0","0","1","0","0","0","0","14","14.4","1.0","96.9%"
"108","C.J. Prosise (HOU)","11","23","2.1","8","0","0","6","11","87","14.5","0","0","5","14.0","2.8","0.1%"
"109","Branden Oliver (FA)","35","83","2.4","26","1","0","6","11","26","4.3","0","0","8","13.9","1.7","0.0%"
"110","Terron Ward (FA)","30","129","4.3","17","0","0","3","3","14","4.7","0","1","14","13.8","1.0","0.0%"
"111","Roosevelt Nix (FA)","3","0","0.0","1","0","1","2","3","6","3.0","1","0","16","13.6","0.9","0.0%"
"112","Andy Janovich (CLE)","6","12","2.0","4","0","1","4","6","35","8.8","0","0","16","12.7","0.8","0.0%"
"113","De'Angelo Henderson Sr. (FA)","7","13","1.9","5","0","0","2","2","36","18.0","1","0","5","11.9","2.4","0.0%"
"114","Lance Dunbar (FA)","11","51","4.6","12","0","1","1","3","1","1.0","0","0","4","11.7","2.9","0.0%"
"115","Trey Edmunds (PIT)","9","48","5.3","41","1","1","0","0","0","0","0","0","16","10.8","0.7","0.0%"
"116","Zach Line (FA)","7","28","4.0","9","0","0","2","5","8","4.0","1","0","12","10.6","0.9","0.0%"
"117","David Johnson (HOU)","11","23","2.1","6","0","0","6","9","67","11.2","0","1","1","10.1","10.1","86.7%"
"118","Byron Marshall (FA)","9","32","3.6","11","0","0","6","8","36","6.0","0","0","4","9.8","2.5","0.0%"
"119","Tyler Ervin (GB)","4","12","3.0","6","0","0","8","11","38","4.8","0","0","4","9.0","2.3","0.9%"
"120","Aaron Ripkowski (FA)","5","13","2.6","4","0","0","7","10","39","5.6","0","0","16","8.7","0.5","0.0%"
"121","Zach Zenner (FA)","14","26","1.9","14","0","1","0","1","0","0","0","0","8","8.6","1.1","0.0%"
"122","Brian Hill (ATL)","11","37","3.4","11","0","0","2","2","36","18.0","0","0","7","8.3","1.2","16.0%"
"123","Brandon Bolden (NE)","13","67","5.2","20","1","0","1","4","7","7.0","0","0","16","7.9","0.5","0.0%"
"124","Tre Madden (FA)","0","0","0","0","0","0","2","2","65","32.5","0","0","8","7.5","0.9","0.0%"
"125","Akeem Hunt (FA)","8","23","2.9","11","0","0","4","7","31","7.8","0","0","15","7.4","0.5","0.0%"
"126","Derek Watt (PIT)","6","24","4.0","17","0","0","2","3","35","17.5","0","0","16","6.9","0.4","0.1%"
"127","James Develin (FA)","0","0","0","0","0","0","6","10","38","6.3","0","0","16","6.8","0.4","0.0%"
"128","Dwayne Washington (NO)","20","44","2.2","6","0","0","2","2","14","7.0","0","0","5","6.8","1.4","0.0%"
"129","Jalston Fowler (FA)","2","4","2.0","3","0","1","0","1","0","0","0","0","10","6.4","0.6","0.0%"
"130","Matthew Dayes (FA)","5","13","2.6","4","0","0","4","5","29","7.3","0","0","16","6.1","0.4","0.0%"
"131","Patrick DiMarco (FA)","2","-2","-1.0","0","0","0","7","10","28","4.0","0","0","16","6.1","0.4","0.0%"
"132","Marcus Murphy (FA)","7","41","5.9","25","1","0","2","2","7","3.5","0","0","1","5.8","5.8","0.0%"
"133","Keith Smith (ATL)","0","0","0","0","0","0","5","5","26","5.2","0","0","16","5.1","0.3","0.0%"
"134","Jay Prosch (FA)","0","0","0","0","0","0","4","4","31","7.8","0","0","16","5.1","0.3","0.0%"
"135","Bobby Rainey (FA)","1","2","2.0","2","0","0","5","7","18","3.6","0","0","4","4.5","1.1","0.0%"
"136","Mack Brown (FA)","8","29","3.6","11","0","0","1","1","11","11.0","0","0","4","4.5","1.1","0.0%"
"137","Fitzgerald Toussaint (FA)","6","25","4.2","7","0","0","2","3","9","4.5","0","0","6","4.4","0.7","0.0%"
"138","De'Veon Smith (FA)","0","0","0","0","0","0","3","3","27","9.0","0","0","5","4.2","0.8","0.0%"
"139","Derrick Coleman (FA)","2","8","4.0","5","0","0","2","7","20","10.0","0","0","16","3.8","0.2","0.0%"
"140","Senorise Perry (TEN)","8","30","3.8","12","0","0","1","1","3","3.0","0","0","16","3.8","0.2","0.0%"
"141","Josh Ferguson (FA)","1","5","5.0","5","0","0","3","4","16","5.3","0","0","10","3.6","0.4","0.0%"
"142","Dan Vitale (NE)","0","0","0","0","0","0","3","5","19","6.3","0","0","15","3.4","0.2","0.0%"
"143","Michael Burton (NO)","4","9","2.3","7","0","0","2","4","8","4.0","0","0","16","2.7","0.2","0.0%"
"144","Andre Williams (FA)","9","25","2.8","7","0","0","0","0","0","0","0","0","8","2.5","0.3","0.0%"
"145","David Fluellen (FA)","4","21","5.3","10","0","0","0","1","0","0","0","0","16","2.1","0.1","0.0%"
"146","Taiwan Jones (BUF)","0","0","0","0","0","0","1","2","11","11.0","0","0","8","1.6","0.2","0.0%"
"147","LeShun Daniels (FA)","3","14","4.7","8","0","0","0","0","0","0","0","0","4","1.4","0.4","0.0%"
"148","Matt Jones (FA)","5","14","2.8","5","0","0","0","0","0","0","0","0","5","1.4","0.3","0.0%"
"149","Ryan Hewitt (FA)","0","0","0","0","0","0","2","2","22","11.0","0","0","13","1.1","0.1","0.0%"
"150","Raheem Mostert (SF)","6","30","5.0","16","0","0","0","0","0","0","0","1","11","1.0","0.1","94.3%"
"151","Joe Kerridge (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","4","0.8","0.2","0.0%"
"152","Terrell Watson (FA)","5","8","1.6","3","0","0","0","0","0","0","0","0","10","0.8","0.1","0.0%"
"153","John Kuhn (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","2","0.2","0.1","0.0%"
"154","Justin Davis (FA)","1","1","1.0","1","0","0","0","0","0","0","0","0","4","0.1","0.0","0.0%"
"155","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"159","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"160","Royce Freeman (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"161","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"162","Ronald Jones II (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"163","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.8%"
"164","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.7%"
"165","Ito Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"166","Craig Reynolds (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"169","Khari Blasingame (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Tony Pollard (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.4%"
"172","Tony Brooks-James (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Saquon Barkley (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.3%"
"174","Kerryon Johnson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.1%"
"175","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Austin Walter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"178","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.5%"
"179","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.0%"
"180","Darius Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Rodney Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"182","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"184","Lewis Neal (FA)","0","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"185","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Dare Ogunbowale (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.2%"
"189","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.1%"
"190","Tavien Feaster (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.8%"
"192","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.4%"
"193","Kerrith Whyte Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Patrick Ricard (BAL)","0","0","0","0","0","0","4","4","12","3.0","2","0","16","0.0","0.0","0.1%"
"195","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"196","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"197","La'Mical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"198","LeVante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"200","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"201","Javon Leake (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"203","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"204","Michael Warren II (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"206","Damarea Crockett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"208","Nick Bawden (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Dontrell Hilliard (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"210","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Jeff Wilson Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5%"
"212","Dalyn Dawkins (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Darrel Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"214","Phillip Lindsay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.6%"
"215","Boston Scott (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.6%"
"216","Gus Edwards (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.8%"
"217","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"218","Mike Boone (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"219","Reggie Bonnafon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"220","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Jordan Wilkins (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"222","Alexander Mattison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.2%"
"223","Ty Johnson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"224","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"225","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"226","Jaylen Samuels (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"227","Aca'Cedric Ware (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.5%"
"229","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"230","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"231","Kalen Ballage (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.2%"
"232","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.0%"
"233","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"234","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.5%"
"235","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"236","Mike Weber (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Darwin Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"238","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.9%"
"239","Justin Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.2%"
"240","David Montgomery (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.9%"
"241","Chase Edmonds (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.3%"
