"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"18","Alshon Jeffery (PHI)","57","120","789","13.8","53","8","9","0","0","0","0","16","167.4","10.5","5.5%"
"19","Stefon Diggs (BUF)","64","95","849","13.3","59","14","8","8","13","0","0","14","166.2","11.9","99.3%"
"20","Demaryius Thomas (FA)","83","140","949","11.4","40","15","5","0","0","0","1","16","164.4","10.3","0.0%"
"21","Devin Funchess (GB)","63","111","840","13.3","44","15","8","0","0","0","0","16","163.5","10.2","0.6%"
"22","JuJu Smith-Schuster (PIT)","58","79","917","15.8","97","12","7","0","0","0","0","14","162.7","11.6","97.8%"
"23","Nelson Agholor (LV)","62","95","768","12.4","72","9","8","1","7","0","0","16","162.5","10.2","34.6%"
"24","Dez Bryant (BAL)","69","132","838","12.1","50","8","6","1","-4","0","1","16","152.0","9.5","6.9%"
"25","T.Y. Hilton (IND)","57","109","966","16.9","80","14","4","0","0","0","1","16","147.1","9.2","46.5%"
"26","Cooper Kupp (LAR)","62","94","869","14.0","64","12","5","0","0","0","1","15","145.9","9.7","97.1%"
"27","Kenny Stills (FA)","58","105","847","14.6","61","14","6","0","0","0","2","16","145.7","9.1","0.8%"
"28","Jermaine Kearse (FA)","65","102","810","12.5","51","9","5","0","0","0","0","16","143.5","9.0","0.0%"
"29","Michael Crabtree (FA)","58","101","618","10.7","41","8","8","0","0","0","0","14","142.8","10.2","0.0%"
"30","Mohamed Sanu (DET)","67","96","703","10.5","25","10","5","4","10","0","0","15","140.8","9.4","0.9%"
"31","Marquise Goodwin (PHI)","56","105","962","17.2","83","13","2","4","44","0","0","16","140.6","8.8","0.1%"
"32","Robert Woods (LAR)","56","85","781","13.9","94","12","5","2","12","0","1","12","135.3","11.3","97.2%"
"33","Amari Cooper (DAL)","48","96","680","14.2","87","9","7","1","4","0","0","14","134.4","9.6","97.1%"
"34","Ted Ginn Jr. (FA)","53","70","787","14.8","54","15","4","10","39","0","0","15","133.1","8.9","0.2%"
"35","Rishard Matthews (FA)","53","87","795","15.0","75","13","4","1","-3","0","0","14","129.7","9.3","0.0%"
"36","Paul Richardson Jr. (FA)","44","80","703","16.0","61","13","6","0","0","0","0","16","128.3","8.0","0.0%"
"37","Jamison Crowder (NYJ)","66","103","789","12.0","41","12","3","7","34","0","3","15","127.3","8.5","71.8%"
"38","Sammy Watkins (KC)","39","70","593","15.2","67","9","8","0","0","0","0","15","126.8","8.5","46.6%"
"39","Randall Cobb (HOU)","66","92","653","9.9","46","7","4","9","17","0","0","15","126.4","8.4","9.9%"
"40","Mike Wallace (FA)","52","92","748","14.4","66","11","4","1","4","0","0","15","125.2","8.3","0.0%"
"41","Marqise Lee (NE)","56","96","702","12.5","45","6","3","1","17","0","0","14","119.9","8.6","0.0%"
"42","Tyrell Williams (LV)","43","69","728","16.9","75","12","4","0","0","0","1","16","116.3","7.3","1.2%"
"43","Sterling Shepard (NYG)","59","84","731","12.4","77","7","2","4","4","0","0","11","115.0","10.5","58.6%"
"44","DeSean Jackson (PHI)","50","90","668","13.4","41","10","3","3","38","0","0","14","113.6","8.1","10.2%"
"45","Keelan Cole Sr. (JAC)","42","83","748","17.8","75","11","3","0","0","0","1","16","111.8","7.0","20.7%"
"46","Kelvin Benjamin (FA)","48","78","692","14.4","43","10","3","0","0","0","0","14","111.2","7.9","0.0%"
"47","Jordy Nelson (FA)","53","88","482","9.1","58","4","6","0","0","0","0","15","110.7","7.4","0.1%"
"48","Danny Amendola (DET)","61","86","659","10.8","27","7","2","0","0","0","0","15","108.4","7.2","3.4%"
"49","Martavis Bryant (FA)","50","84","603","12.1","51","7","3","6","22","0","0","15","107.5","7.2","0.0%"
"50","Travis Benjamin (SF)","34","65","567","16.7","62","10","4","13","96","0","0","16","107.3","6.7","0.0%"
"51","Ryan Grant (FA)","45","65","573","12.7","40","10","4","0","0","0","0","16","103.8","6.5","0.0%"
"52","Josh Doctson (NYJ)","35","78","502","14.3","52","6","6","1","-14","0","0","16","102.3","6.4","0.0%"
"53","DeVante Parker (MIA)","57","96","670","11.8","36","9","1","0","0","0","0","13","101.5","7.8","92.1%"
"54","Will Fuller V (HOU)","28","50","423","15.1","59","7","7","2","9","0","0","10","99.2","9.9","48.1%"
"55","Brandon LaFell (FA)","52","89","548","10.5","45","6","3","0","0","0","0","16","98.8","6.2","0.0%"
"56","Adam Humphries (TEN)","61","83","631","10.3","43","5","1","1","6","0","1","16","98.2","6.1","2.4%"
"57","Kendall Wright (FA)","59","91","614","10.4","22","1","1","0","0","0","0","16","96.9","6.1","0.0%"
"58","Tyler Lockett (SEA)","45","71","555","12.3","74","5","2","10","58","0","0","16","95.8","6.0","99.4%"
"59","Albert Wilson (MIA)","42","62","554","13.2","63","4","3","3","6","0","0","13","95.0","7.3","0.1%"
"60","Chris Hogan (FA)","34","59","439","12.9","47","6","5","3","17","0","0","9","92.6","10.3","0.2%"
"61","Emmanuel Sanders (NO)","47","92","555","11.8","38","11","2","0","0","0","0","12","91.0","7.6","42.9%"
"62","Eric Decker (FA)","54","83","563","10.4","29","5","1","0","0","0","0","16","89.3","5.6","0.6%"
"63","Jaron Brown (ARI)","31","69","477","15.4","52","12","4","0","0","0","0","16","87.2","5.5","0.0%"
"64","Deonte Thompson (FA)","38","69","555","14.6","46","8","2","2","-5","0","0","16","86.0","5.4","0.0%"
"65","Terrance Williams (FA)","53","78","568","10.7","56","6","0","2","15","0","0","16","84.8","5.3","0.0%"
"66","Jeremy Maclin (FA)","40","72","440","11.0","48","3","3","0","0","0","0","12","82.0","6.8","0.0%"
"67","Kenny Golladay (DET)","28","48","477","17.0","54","8","3","1","9","0","0","11","80.6","7.3","91.8%"
"68","Allen Hurns (MIA)","39","56","484","12.4","50","4","2","0","0","0","0","10","79.9","8.0","0.0%"
"69","J.J. Nelson (FA)","29","61","508","17.5","46","6","2","3","37","0","1","16","78.6","4.9","0.0%"
"70","Chris Godwin (TB)","34","55","525","15.4","70","4","1","0","0","0","0","16","75.5","4.7","96.6%"
"71","Trent Taylor (SF)","43","60","430","10.0","33","2","2","0","0","0","1","15","74.5","5.0","0.7%"
"72","Cole Beasley (BUF)","36","63","314","8.7","54","2","4","0","0","0","0","15","73.4","4.9","58.1%"
"73","Torrey Smith (FA)","36","68","430","11.9","59","6","2","1","-3","0","0","16","72.7","4.5","0.0%"
"74","Roger Lewis (FA)","36","72","416","11.6","34","6","2","0","0","0","0","15","71.6","4.8","0.0%"
"75","Cordarrelle Patterson (CHI)","31","42","309","10.0","59","3","0","13","121","2","0","16","70.5","4.4","5.9%"
"76","Pierre Garcon (FA)","40","67","500","12.5","59","6","0","0","0","0","0","8","70.0","8.8","0.0%"
"77","Seth Roberts (GB)","43","65","455","10.6","29","6","1","0","0","0","2","15","69.0","4.6","0.0%"
"78","Bennie Fowler III (NO)","29","56","350","12.1","29","5","3","0","0","0","0","16","67.5","4.2","0.0%"
"79","Taylor Gabriel (FA)","33","51","378","11.5","40","4","1","8","49","0","0","16","65.2","4.1","0.0%"
"80","Donte Moncrief (NE)","26","47","391","15.0","60","5","2","0","0","0","0","12","64.1","5.3","0.0%"
"81","TJ Jones (FA)","30","49","399","13.3","34","6","1","0","0","0","0","14","62.9","4.5","0.0%"
"82","Brandon Coleman (FA)","23","37","364","15.8","54","8","3","0","0","0","2","16","62.3","3.9","0.0%"
"83","Odell Beckham Jr. (CLE)","25","41","302","12.1","48","2","3","1","8","0","0","4","61.5","15.4","25.6%"
"84","Bruce Ellington (FA)","29","57","330","11.4","35","6","2","3","17","0","0","11","61.2","5.6","0.0%"
"85","John Brown (BUF)","21","55","299","14.2","52","2","3","1","10","0","0","10","59.4","5.9","41.8%"
"86","Brice Butler (FA)","15","23","317","21.1","53","7","3","0","0","0","0","13","57.2","4.4","0.0%"
"87","Zay Jones (LV)","27","74","316","11.7","33","3","2","0","0","0","0","15","57.1","3.8","0.1%"
"88","Chris Moore (BAL)","18","38","248","13.8","30","5","3","2","-9","0","0","13","56.9","4.4","0.0%"
"89","Josh Bellamy (FA)","24","46","376","15.7","46","4","1","1","6","0","0","15","56.2","3.7","0.0%"
"90","Rashard Higgins (CLE)","27","50","312","11.6","56","4","2","1","4","0","1","15","55.1","3.7","6.2%"
"91","Corey Coleman (NYG)","23","58","305","13.3","44","4","2","0","0","0","0","9","54.0","6.0","0.0%"
"92","Dede Westbrook (JAC)","27","51","339","12.6","29","6","1","0","0","0","0","7","53.4","7.6","0.9%"
"93","Dontrelle Inman (WAS)","25","44","343","13.7","26","4","1","0","0","0","0","12","52.8","4.4","0.2%"
"94","Corey Davis (TEN)","34","65","375","11.0","37","4","0","0","0","0","1","11","52.5","4.8","62.7%"
"95","Cody Latimer (FA)","19","31","287","15.1","32","6","2","0","0","0","0","11","52.2","4.7","0.0%"
"96","Tavarres King (FA)","18","37","240","13.3","57","2","3","2","3","0","0","8","51.3","6.4","0.0%"
"97","Justin Hardy (FA)","20","29","221","11.1","27","3","3","0","0","0","0","16","50.1","3.1","0.0%"
"98","Ricardo Louis (FA)","27","61","357","13.2","37","7","0","0","0","0","0","16","49.2","3.1","0.0%"
"99","Josh Gordon (SEA)","18","42","335","18.6","54","5","1","0","0","0","0","5","48.5","9.7","5.1%"
"100","Kenny Britt (FA)","20","43","256","12.8","38","3","2","0","0","0","0","12","47.6","4.0","0.0%"
"101","Aldrick Robinson (FA)","19","48","260","13.7","45","3","2","0","0","0","0","16","47.5","3.0","0.0%"
"102","Chester Rogers (TEN)","23","37","284","12.3","61","2","1","3","8","0","0","11","46.7","4.2","0.0%"
"103","Tyler Boyd (CIN)","22","32","225","10.2","49","1","2","0","0","0","0","10","45.5","4.6","89.3%"
"104","Jordan Matthews (SF)","25","36","282","11.3","47","3","1","0","0","0","1","10","44.7","4.5","0.0%"
"105","Taywan Taylor (CLE)","16","28","231","14.4","53","4","1","8","43","0","0","16","41.4","2.6","0.0%"
"106","Jarius Wright (FA)","18","25","198","11.0","30","3","2","0","0","0","0","16","40.8","2.6","0.0%"
"107","Johnny Holton (NYG)","9","18","218","24.2","64","3","3","0","0","0","2","16","40.3","2.5","0.0%"
"108","Terrelle Pryor (FA)","20","37","240","12.0","44","3","1","0","0","0","0","9","40.0","4.4","0.0%"
"109","Jakeem Grant (MIA)","13","22","203","15.6","65","3","2","3","12","0","1","16","38.0","2.4","4.6%"
"110","Michael Campanaro (FA)","19","27","173","9.1","18","0","1","5","42","0","0","13","37.0","2.8","0.0%"
"111","Tavon Austin (GB)","13","22","47","3.6","13","0","0","59","270","1","4","16","36.7","2.3","0.3%"
"112","Mack Hollins (MIA)","16","22","226","14.1","64","3","1","0","0","0","0","16","36.6","2.3","0.0%"
"113","Russell Shepard (FA)","17","32","202","11.9","40","1","1","2","19","0","0","15","36.6","2.4","0.0%"
"114","Andre Holmes (FA)","13","23","120","9.2","36","1","3","0","0","0","0","14","36.5","2.6","0.0%"
"115","Geronimo Allison (DET)","23","39","253","11.0","72","1","0","0","0","0","1","15","34.8","2.3","0.0%"
"116","Jeremy Kerley (FA)","22","27","217","9.9","31","2","1","0","0","0","2","8","34.7","4.3","0.0%"
"117","De'Anthony Thomas (BAL)","14","16","143","10.2","57","2","2","1","4","0","0","16","33.7","2.1","0.0%"
"118","Kendrick Bourne (SF)","16","34","257","16.1","54","3","0","0","0","0","0","11","33.7","3.1","2.5%"
"119","Braxton Miller (FA)","19","29","162","8.5","57","1","1","1","1","0","0","11","31.8","2.9","0.0%"
"120","Demarcus Robinson (KC)","21","39","212","10.1","33","1","0","0","0","0","0","16","31.7","2.0","1.7%"
"121","Laquon Treadwell (ATL)","20","35","200","10.0","25","2","0","0","0","0","0","16","30.0","1.9","0.0%"
"122","Alex Erickson (CIN)","12","16","180","15.0","37","3","1","5","16","0","1","16","29.6","1.9","0.0%"
"123","Damiere Byrd (NE)","10","17","105","10.5","31","2","2","1","12","0","0","8","28.7","3.6","3.0%"
"124","Eli Rogers (FA)","18","36","149","8.3","18","0","1","0","0","0","1","14","27.9","2.0","0.0%"
"125","Phillip Dorsett II (SEA)","12","18","194","16.2","39","4","0","1","7","0","0","15","26.1","1.7","0.2%"
"126","Curtis Samuel (CAR)","15","26","115","7.7","23","2","0","4","64","0","0","9","25.4","2.8","66.5%"
"127","Brandon Marshall (FA)","18","33","154","8.6","18","0","0","0","0","0","0","5","24.4","4.9","5.0%"
"128","Chris Conley (JAC)","11","16","175","15.9","35","3","0","0","0","0","0","5","23.0","4.6","0.9%"
"129","Louis Murphy (FA)","8","17","121","15.1","40","2","1","0","0","0","0","7","22.1","3.2","0.0%"
"130","Tommylee Lewis (NO)","10","15","116","11.6","52","2","1","2","14","0","1","15","22.0","1.5","0.0%"
"131","Josh Reynolds (LAR)","11","24","104","9.5","28","1","1","0","0","0","0","16","21.9","1.4","10.1%"
"132","Kamar Aiken (FA)","15","44","133","8.9","21","1","0","0","0","0","0","15","20.8","1.4","0.0%"
"133","Jordan Taylor (FA)","13","20","142","10.9","30","2","0","0","0","0","0","10","20.7","2.1","0.0%"
"134","Jaydon Mickens (TB)","6","11","77","12.8","41","1","2","0","0","0","2","10","18.7","1.9","0.0%"
"135","Tre McBride (FA)","8","15","144","18.0","45","3","0","0","0","0","0","8","18.4","2.3","0.0%"
"136","Brandon Tate (FA)","6","14","81","13.5","24","2","1","0","0","0","0","13","17.1","1.3","0.0%"
"137","Brenton Bersin (FA)","8","14","128","16.0","27","2","0","0","0","0","0","8","16.8","2.1","0.0%"
"138","Josh Malone (NYJ)","6","17","63","10.5","25","1","1","2","2","0","0","11","15.5","1.4","0.0%"
"139","Mike Williams (LAC)","11","23","95","8.6","20","1","0","0","0","0","0","10","15.0","1.5","65.6%"
"140","Darrius Heyward-Bey (FA)","2","3","47","23.5","44","1","0","2","32","1","0","16","14.9","0.9","0.0%"
"141","Maurice Harris (FA)","4","6","62","15.5","36","1","1","0","0","0","0","6","14.2","2.4","0.0%"
"142","Travis Rudolph (FA)","8","21","101","12.6","29","1","0","0","0","0","0","7","14.1","2.0","0.0%"
"143","Chad Hansen (HOU)","9","17","94","10.4","24","1","0","0","0","0","0","15","13.9","0.9","0.0%"
"144","ArDarius Stewart (FA)","6","13","82","13.7","46","2","0","7","27","0","0","15","13.9","0.9","0.0%"
"145","Hunter Sharp (FA)","5","9","54","10.8","21","1","1","0","0","0","0","3","13.9","4.6","0.0%"
"146","Marvin Hall (CLE)","2","9","60","30.0","40","2","1","0","0","0","0","8","13.0","1.6","0.7%"
"147","Kasen Williams (FA)","9","18","84","9.3","14","0","0","0","0","0","0","7","12.9","1.8","0.0%"
"148","Michael Floyd (FA)","10","17","78","7.8","19","0","0","0","0","0","0","11","12.8","1.2","0.0%"
"149","Breshad Perriman (NYJ)","10","35","77","7.7","14","0","0","0","0","0","0","11","12.7","1.2","20.2%"
"150","Pharoh Cooper (CAR)","11","19","84","7.6","26","1","0","1","6","0","1","16","12.5","0.8","0.1%"
"151","Kaelin Clay (FA)","6","20","85","14.2","28","1","0","3","27","0","1","13","12.2","0.9","0.0%"
"152","Freddie Martino (FA)","5","6","96","19.2","39","1","0","0","0","0","0","8","12.1","1.5","0.0%"
"153","Mike Thomas (CIN)","5","7","93","18.6","50","1","0","0","0","0","0","8","11.8","1.5","0.1%"
"154","Jaelen Strong (FA)","3","4","38","12.7","19","0","1","0","0","0","0","2","11.3","5.7","0.0%"
"155","Willie Snead IV (BAL)","8","16","92","11.5","26","2","0","0","0","0","1","11","11.2","1.0","1.9%"
"156","Amara Darboh (PIT)","8","13","71","8.9","16","0","0","0","0","0","0","16","11.1","0.7","0.0%"
"157","Chris Thompson (SF)","5","6","84","16.8","32","1","0","0","0","0","0","13","10.9","0.8","0.0%"
"158","Trevor Davis (WAS)","5","7","70","14.0","29","2","0","2","13","0","0","16","10.8","0.7","0.0%"
"159","Brian Quick (FA)","6","8","76","12.7","31","1","0","0","0","0","0","11","10.6","1.0","0.0%"
"160","Leonte Carroo (FA)","7","14","69","9.9","21","1","0","0","0","0","0","14","10.4","0.7","0.0%"
"161","Justin Hunter (FA)","4","10","23","5.8","7","0","1","0","0","0","0","7","10.3","1.5","0.0%"
"162","Sammie Coates (FA)","6","11","70","11.7","38","1","0","0","0","0","0","12","10.0","0.8","0.0%"
"163","Tanner McEvoy (FA)","5","9","113","22.6","53","2","0","0","0","0","1","15","9.8","0.7","0.0%"
"164","Brittan Golden (FA)","5","9","70","14.0","29","2","0","0","0","0","0","13","9.5","0.7","0.0%"
"165","Bobo Wilson (FA)","1","1","18","18.0","18","0","1","3","8","0","0","3","9.1","3.0","0.0%"
"166","Bryce Treggs (FA)","5","18","79","15.8","20","1","0","1","6","0","1","6","9.0","1.5","0.0%"
"167","Chad Williams (KC)","3","7","31","10.3","15","0","0","2","33","0","0","6","7.9","1.3","0.0%"
"168","Vince Mayle (FA)","0","1","0","0","0","0","0","2","2","1","0","16","6.2","0.4","0.0%"
"169","Markus Wheaton (FA)","3","17","51","17.0","22","2","0","0","0","0","0","11","6.1","0.6","0.0%"
"170","Michael Clark (FA)","4","14","41","10.3","19","0","0","0","0","0","0","2","6.1","3.1","0.0%"
"171","Jared Abbrederis (FA)","3","7","44","14.7","25","1","0","0","0","0","0","7","5.9","0.8","0.0%"
"172","Ryan Switzer (CLE)","6","7","41","6.8","12","0","0","4","5","0","1","16","5.6","0.4","0.0%"
"173","Quan Bray (FA)","3","4","39","13.0","22","1","0","0","0","0","0","9","5.4","0.6","0.0%"
"174","Noah Brown (DAL)","4","9","33","8.3","14","0","0","0","0","0","0","13","5.3","0.4","0.0%"
"175","Tanner Gentry (FA)","3","6","35","11.7","15","0","0","0","0","0","0","4","5.0","1.3","0.0%"
"176","Marcus Johnson (IND)","5","8","45","9.0","16","0","0","0","0","0","1","10","5.0","0.5","0.1%"
"177","Bernard Reedy (FA)","2","2","21","10.5","15","0","0","3","17","0","0","11","4.8","0.4","0.0%"
"178","Nick Williams (FA)","3","4","30","10.0","14","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"179","JoJo Natson (CLE)","2","5","18","9.0","19","0","0","1","15","0","0","7","4.3","0.6","0.0%"
"180","Chris Matthews (FA)","3","6","25","8.3","12","0","0","0","0","0","0","6","4.0","0.7","0.0%"
"181","Jordan Leslie (FA)","1","1","26","26.0","26","1","0","0","0","0","0","2","3.1","1.6","0.0%"
"182","DeAndrew White (BAL)","1","7","24","24.0","24","1","0","0","0","0","0","2","2.9","1.5","0.0%"
"183","Jehu Chesson (FA)","2","4","18","9.0","10","0","0","0","0","0","0","12","2.8","0.2","0.0%"
"184","Darius Powe (FA)","2","4","13","6.5","8","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"185","Jeff Janis (FA)","2","5","12","6.0","12","0","0","0","0","0","0","16","2.2","0.1","0.0%"
"186","Allen Robinson II (CHI)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.2","2.2","98.9%"
"187","Shelton Gibson (CAR)","2","3","11","5.5","6","0","0","0","0","0","0","5","2.1","0.4","0.0%"
"188","Arrelious Benn (FA)","1","2","12","12.0","12","0","0","0","0","0","0","9","1.7","0.2","0.0%"
"189","Kevin White (SF)","2","4","6","3.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"190","Harry Douglas (FA)","1","3","8","8.0","8","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"191","Cobi Hamilton (FA)","1","6","8","8.0","8","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"192","Isaiah McKenzie (BUF)","4","13","29","7.3","14","0","0","1","4","0","2","11","1.3","0.1","0.1%"
"193","Larry Pinkard (FA)","1","1","5","5.0","5","0","0","0","0","0","0","4","1.0","0.3","0.0%"
"194","Eric Weems (FA)","1","2","5","5.0","5","0","0","1","0","0","0","16","1.0","0.1","0.0%"
"195","Max McCaffrey (FA)","1","1","4","4.0","4","0","0","0","0","0","0","5","0.9","0.2","0.0%"
"196","Charone Peake (FA)","1","1","3","3.0","3","0","0","0","0","0","0","3","0.8","0.3","0.0%"
"197","Matt Hazel (FA)","1","1","1","1.0","1","0","0","0","0","0","0","4","0.6","0.2","0.0%"
"198","Chad Beebe (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"199","Caleb Scott (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Cam Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"201","Malik Turner (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","KhaDarel Hodge (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"203","De'Mornay Pierson-El (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Byron Pringle (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"205","Brandon Powell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Vyncint Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Darvin Kidsy (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Da'Mari Scott (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Rico Gafford (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Cam Batson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Christian Blake (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Steven Mitchell Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"214","Trent Sherfield (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Keith Kirkwood (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Devin Gray (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Jakobi Meyers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.2%"
"219","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Mecole Hardman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.0%"
"221","David Sills V (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Jon'Vea Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Travis Fulgham (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.2%"
"225","Terry McLaurin (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"226","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Scotty Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9%"
"229","Olabisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"230","Darius Slayton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.6%"
"231","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Juwann Winfree (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Preston Williams (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5%"
"236","Miles Boykin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"237","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"238","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"239","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.1%"
"240","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","KeeSean Johnson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"242","Diontae Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.5%"
"243","Parris Campbell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6%"
"244","A.J. Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"245","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"246","Marquise Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.3%"
"247","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4%"
"248","D.K. Metcalf (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"249","JJ Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"250","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Hakeem Butler (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"252","Deebo Samuel (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.3%"
