Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,OWN,FG,FGA,PCT,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,INT,SACKS,ATT.1,FantasyPointsRank
128,Charles Jones ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
127,Justin Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
149,Mark Andrews ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,96.20%,,,,,,,,,,,,,,,985.5
150,Ricky Seals-Jones ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
151,Cethan Carter ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
152,Mo Alie-Cox ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.00%,,,,,,,,,,,,,,,985.5
153,Darrell Daniels ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
154,Blake Jarwin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6.70%,,,,,,,,,,,,,,,985.5
155,Eric Saubert ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
148,Pharaoh Brown ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
156,Johnny Mundt ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
158,Jason Croom ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
159,Anthony Firkser ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.20%,,,,,,,,,,,,,,,985.5
160,Evan Baylis ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
161,Dallas Goedert ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,83.30%,,,,,,,,,,,,,,,985.5
162,Tanner Hudson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
163,Kevin Rader ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
164,Jordan Franks ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
157,Sean Culkin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
147,Colin Thompson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
146,Dan Arnold ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.40%,,,,,,,,,,,,,,,985.5
145,Nick Keizer ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
81,Carlos Martinez ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
129,Austin Fort ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
130,Hale Hentges ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
131,Josh Oliver ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
132,Jace Sternberger ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.20%,,,,,,,,,,,,,,,985.5
133,Drew Sample ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.90%,,,,,,,,,,,,,,,985.5
134,Trevon Wesco ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
135,Irv Smith Jr. ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.50%,,,,,,,,,,,,,,,985.5
136,Caleb Wilson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
137,Dawson Knox ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.90%,,,,,,,,,,,,,,,985.5
138,Dax Raymond ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
139,Jakob Johnson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
140,Kahale Warring ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
141,Zach Gentry ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
142,Andrew Beck ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
143,Stephen Carlson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
144,Deon Yelder ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
126,Matt Sokol ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
82,Garrett Rivas ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
88,Andrew Jacas ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
84,MacKenzie Hoambrecker ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
82,Brett Rypien ,0,0,0,,,0,,,0,,0,0,0,0,0,0.10%,,,0,,,,,,,,0,0,0,0,985.5
81,Joe Burrow ,0,0,0,,,0,,,0,,0,0,0,0,0,23.50%,,,0,,,,,,,,0,0,0,0,985.5
80,Jordan Ta'amu ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
79,Devlin Hodges ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
78,Easton Stick ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
77,Jalen Hurts ,0,0,0,,,0,,,0,,0,0,0,0,0,2.20%,,,0,,,,,,,,0,0,0,0,985.5
76,Clayton Thorson ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
83,Tua Tagovailoa ,0,0,0,,,0,,,0,,0,0,0,0,0,23.20%,,,0,,,,,,,,0,0,0,0,985.5
75,Trace McSorley ,0,0,0,,,0,,,0,,0,0,0,0,0,2.00%,,,0,,,,,,,,0,0,0,0,985.5
73,Nate Stanley ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
72,Gardner Minshew II ,0,0,0,,,0,,,0,,0,0,0,0,0,10.00%,,,0,,,,,,,,0,0,0,0,985.5
71,Kyler Murray ,0,0,0,,,0,,,0,,0,0,0,0,0,99.90%,,,0,,,,,,,,0,0,0,0,985.5
70,Jarrett Stidham ,0,0,0,,,0,,,0,,0,0,0,0,0,0.20%,,,0,,,,,,,,0,0,0,0,985.5
69,Justin Herbert ,0,0,0,,,0,,,0,,0,0,0,0,0,93.40%,,,0,,,,,,,,0,0,0,0,985.5
68,Jake Dolegala ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
67,David Blough ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
74,Jake Browning ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
84,Jacob Eason ,0,0,0,,,0,,,0,,0,0,0,0,0,0.10%,,,0,,,,,,,,0,0,0,0,985.5
85,Jake Fromm ,0,0,0,,,0,,,0,,0,0,0,0,0,0.10%,,,0,,,,,,,,0,0,0,0,985.5
86,Tyler Huntley ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
103,Will Grier ,0,0,0,,,0,,,0,,0,0,0,0,0,0.10%,,,0,,,,,,,,0,0,0,0,985.5
102,Ryan Finley ,0,0,0,,,0,,,0,,0,0,0,0,0,0.60%,,,0,,,,,,,,0,0,0,0,985.5
101,Kyle Lauletta ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
100,Mike White ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
99,Nick Mullens ,0,0,0,,,0,,,0,,0,0,0,0,0,4.60%,,,0,,,,,,,,0,0,0,0,985.5
98,Phillip Walker ,0,0,0,,,0,,,0,,0,0,0,0,0,0.60%,,,0,,,,,,,,0,0,0,0,985.5
97,Kyle Sloter ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
96,Taysom Hill ,0,0,0,,,0,,,0,,0,0,0,0,0,66.20%,,,0,,,,,,,,0,0,0,0,985.5
95,Mason Rudolph ,0,0,0,,,0,,,0,,0,0,0,0,0,0.20%,,,0,,,,,,,,0,0,0,0,985.5
94,Josh Rosen ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
93,Sam Darnold ,0,0,0,,,0,,,0,,0,0,0,0,0,4.80%,,,0,,,,,,,,0,0,0,0,985.5
92,Baker Mayfield ,0,0,0,,,0,,,0,,0,0,0,0,0,29.30%,,,0,,,,,,,,0,0,0,0,985.5
91,Logan Woodside ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
90,Josh Allen ,0,0,0,,,0,,,0,,0,0,0,0,0,99.00%,,,0,,,,,,,,0,0,0,0,985.5
89,Lamar Jackson ,0,0,0,,,0,,,0,,0,0,0,0,0,98.80%,,,0,,,,,,,,0,0,0,0,985.5
88,Bryce Perkins ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
87,Jordan Love ,0,0,0,,,0,,,0,,0,0,0,0,0,0.30%,,,0,,,,,,,,0,0,0,0,985.5
66,John Lovett ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
83,Jason Reda ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
106,Dwayne Haskins ,0,0,0,,,0,,,0,,0,0,0,0,0,0.90%,,,0,,,,,,,,0,0,0,0,985.5
108,Steven Montez ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
130,Brett Ratliff ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
131,Keith Null ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
132,Josh Johnson ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
133,Jeff Driskel ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
134,Taylor Heinicke ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
135,Mitchell Trubisky ,0,0,0,,,0,,,0,,0,0,0,0,0,16.80%,,,0,,,,,,,,0,0,0,0,985.5
94,Taylor Russolino ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
129,Brian Brohm ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
93,Clint Stitser ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
91,Garrett Lindholm ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
90,Giorgio Tavecchio ,,,,0,,,,,,,,,0,0,0,1.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
89,Sergio Castillo ,,,,0,,,,,,,,,0,0,0,0.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
165,Nate Wozniak ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
87,Brett Maher ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
86,Saverio Rocca ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
85,Mark Hickok ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
92,Connor Hughes ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
128,Colt McCoy ,0,0,0,,,0,,,0,,0,0,0,0,0,0.90%,,,0,,,,,,,,0,0,0,0,985.5
127,Ben Chappell ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
126,Adam Froman ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
109,Kyle Allen ,0,0,0,,,0,,,0,,0,0,0,0,0,0.80%,,,0,,,,,,,,0,0,0,0,985.5
110,Kurt Benkert ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
111,Tim Boyle ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
112,Alex McGough ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
113,Danny Etling ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
114,Chris Streveler ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
115,Jake Luton ,0,0,0,,,0,,,0,,0,0,0,0,0,0.80%,,,0,,,,,,,,0,0,0,0,985.5
116,Kendall Hinton ,0,0,0,,,0,,,0,,0,0,0,0,0,2.20%,,,0,,,,,,,,0,0,0,0,985.5
117,Tommy Stevens ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
118,Ben DiNucci ,0,0,0,,,0,,,0,,0,0,0,0,0,0.30%,,,0,,,,,,,,0,0,0,0,985.5
119,Reid Sinnett ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
120,James Morgan ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
121,Brandon Allen ,0,0,0,,,0,,,0,,0,0,0,0,0,1.00%,,,0,,,,,,,,0,0,0,0,985.5
122,Erik Ainge ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
123,Hunter Cantwell ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
124,John David Booty ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
125,Alex Tanney ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
107,John Wolford ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
166,Ross Dwelley ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.80%,,,,,,,,,,,,,,,985.5
171,David Wells ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
168,Matt Flanagan ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
274,Gerald Everett ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.50%,,,,,,,,,,,,,,,985.5
275,Jonnu Smith ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,67.00%,,,,,,,,,,,,,,,985.5
276,Jeremy Sprinkle ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
277,George Kittle ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,72.80%,,,,,,,,,,,,,,,985.5
278,Antony Auclair ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
279,Temarrick Hemingway ,0,0,,0,0,0,0,0,0,0,0,0,8,0,0,0.00%,,,,,,,,,,,,,,,985.5
280,Hakeem Valles ,0,0,,0,0,0,0,2,0,0,0,0,11,0,0,0.00%,,,,,,,,,,,,,,,985.5
273,Jordan Leggett ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
281,J.P. Holtz ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
283,Dillon Gordon ,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,,,,,,,,,,,,,,,985.5
284,Alan Cross ,0,38,,10,0,1,6,10,0,6.3,0,0,14,0,0,0.00%,,,,,,,,,,,,,,,985.5
285,Logan Thomas ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,32.50%,,,,,,,,,,,,,,,985.5
286,Kyle Nelson ,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,0.00%,,,,,,,,,,,,,,,985.5
287,Maxx Williams ,0,0,,0,0,0,0,0,0,0,0,0,4,0,0,0.00%,,,,,,,,,,,,,,,985.5
288,Vince Mayle ,0,0,,0,0,0,0,0,0,0,0,0,6,0,0,0.00%,,,,,,,,,,,,,,,985.5
289,Scott Simonson ,0,0,,0,0,0,0,0,0,0,0,0,5,0,0,0.00%,,,,,,,,,,,,,,,985.5
282,Ryan O'Malley ,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,,,,,,,,,,,,,,,985.5
272,Adam Shaheen ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
271,Jake Butt ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
270,Garrett Griffin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
253,Keith Zinger ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
254,Kellen Davis ,0,0,,0,0,0,0,1,0,0,0,0,8,0,0,0.20%,,,,,,,,,,,,,,,985.5
255,Robert Tonyan ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,71.30%,,,,,,,,,,,,,,,985.5
256,Thomas Duarte ,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,,,,,,,,,,,,,,,985.5
257,Beau Brinkley ,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,0.20%,,,,,,,,,,,,,,,985.5
258,James Winchester ,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,0.00%,,,,,,,,,,,,,,,985.5
259,Tyler Ott ,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0.00%,,,,,,,,,,,,,,,985.5
260,Patrick Scales ,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,0.00%,,,,,,,,,,,,,,,985.5
261,Kevin McDermott ,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,0.00%,,,,,,,,,,,,,,,985.5
262,Andrew DePaola ,0,0,,0,0,0,0,0,0,0,0,0,16,0,0,0.00%,,,,,,,,,,,,,,,985.5
263,Braedon Bowman ,0,0,,0,0,0,0,1,0,0,0,0,3,0,0,0.00%,,,,,,,,,,,,,,,985.5
264,Eric Tomlinson ,0,0,,0,0,0,0,0,0,0,0,0,7,0,0,0.10%,,,,,,,,,,,,,,,985.5
265,Matt LaCosse ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
266,Evan Engram ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,87.80%,,,,,,,,,,,,,,,985.5
267,Jason Vander Laan ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
268,O.J. Howard ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.60%,,,,,,,,,,,,,,,985.5
269,David Njoku ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.90%,,,,,,,,,,,,,,,985.5
290,Jake Fisher ,0,12,,12,0,0,1,1,0,12,0,1,15,0,0,0.00%,,,,,,,,,,,,,,,985.5
291,Neal Sterling ,0,110,,17,0,0,12,16,0,9.2,0,0,10,0,0,0.00%,,,,,,,,,,,,,,,985.5
292,Khari Lee ,0,0,,0,0,0,0,1,0,0,0,0,8,0,0,0.00%,,,,,,,,,,,,,,,985.5
293,Asante Cleveland ,0,0,,0,0,0,0,0,0,0,0,0,4,0,0,0.00%,,,,,,,,,,,,,,,985.5
147,AJ McCarron ,0,0,0,,,0,,,0,,0,0,1,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
148,Teddy Bridgewater ,0,0,0,,,0,,,0,,0,0,0,0,0,28.70%,,,0,,,,,,,,0,0,0,0,985.5
149,Ryan Griffin ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
150,Tyler Bray ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
151,Brett Smith ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
152,Garrett Gilbert ,0,0,0,,,0,,,0,,0,0,0,0,0,0.20%,,,0,,,,,,,,0,0,0,0,985.5
105,Drew Lock ,0,0,0,,,0,,,0,,0,0,0,0,0,9.90%,,,0,,,,,,,,0,0,0,0,985.5
48,Jonathan Brown ,,,,0,,,,,,,,,5,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
37,Aldrick Rosas ,,,,0,,,,,,,,,0,0,0,0.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
38,Sam Ficken ,,,,0,,,,,,,,,0,0,0,0.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
39,Jake Elliott ,,,,0,,,,,,,,,0,0,0,14.70%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
40,Zane Gonzalez ,,,,0,,,,,,,,,0,0,0,36.50%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
41,Harrison Butker ,,,,0,,,,,,,,,0,0,0,93.40%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
42,Rigoberto Sanchez ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
43,Younghoe Koo ,,,,0,,,,,,,,,0,0,0,90.60%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
44,Daniel Carlson ,,,,0,,,,,,,,,0,0,0,68.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
45,Jason Sanders ,,,,0,,,,,,,,,0,0,0,81.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
146,Nate Sudfeld ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
252,Justin Snow ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
145,Jake Rudock ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
143,Deshaun Watson ,0,0,0,,,0,,,0,,0,0,0,0,0,98.90%,,,0,,,,,,,,0,0,0,0,985.5
294,Dominique Dafney ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
57,Tucker McCann ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
56,Sam Sloman ,,,,0,,,,,,,,,0,0,0,1.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
55,Ryan Santoso ,,,,0,,,,,,,,,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
54,Kaare Vedvik ,,,,0,,,,,,,,,0,0,0,0.20%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
53,Michael Badgley ,,,,0,,,,,,,,,0,0,0,23.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
52,Taylor Bertolet ,,,,0,,,,,,,,,0,0,0,0.10%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
51,Ka'imi Fairbairn ,,,,0,,,,,,,,,0,0,0,16.30%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
50,Ty Long ,,,,0,,,,,,,,,0,0,0,0.60%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
49,Jordan Gay ,,,,0,,,,,,,,,3,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,,,,,985.5
136,Cooper Rush ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
137,C.J. Beathard ,0,0,0,,,0,,,0,,0,0,0,0,0,0.10%,,,0,,,,,,,,0,0,0,0,985.5
138,Davis Webb ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
139,Joshua Dobbs ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
140,Chad Kelly ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
141,Nathan Peterman ,0,0,0,,,0,,,0,,0,0,0,0,0,0.10%,,,0,,,,,,,,0,0,0,0,985.5
142,Patrick Mahomes II ,0,0,0,,,0,,,0,,0,0,0,0,0,100.00%,,,0,,,,,,,,0,0,0,0,985.5
144,DeShone Kizer ,0,0,0,,,0,,,0,,0,0,0,0,0,0.00%,,,0,,,,,,,,0,0,0,0,985.5
251,Joey Haynos ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
250,Jake Nordin ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
249,J.P. Foschi ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
190,Thaddeus Moss ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,,,,,,,,,,,,,,,985.5
191,Kyle Markway ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
192,Stephen Sullivan ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
193,Jacob Hollister ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.70%,,,,,,,,,,,,,,,985.5
194,Charlie Taumoepeau ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
195,Charlie Woerner ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
196,Noah Togiai ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
197,Ben Ellefson ,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,,,,,,,,,,,,,,,985.5
