Rank,Name,Team,Pos.,Completions,Targets,Comp %,TDs
39,Zach Ertz,PHI,TE,82,109,75.23,5
40,Rishard Matthews,TEN,WR,67,109,61.47,10
41,A.J. Green,CIN,WR,68,108,62.96,4
42,Sterling Shepard,NYG,WR,69,107,64.49,8
43,Tavon Austin,LA,WR,59,107,55.14,3
44,DeSean Jackson,WAS,WR,54,107,50.47,4
45,Steve Smith,BAL,WR,72,106,67.92,5
46,Quincy Enunwa,NYJ,WR,57,106,53.77,4
47,Willie Snead,NO,WR,75,105,71.43,4
48,Cole Beasley,DAL,WR,76,104,73.08,5
49,Cameron Meredith,CHI,WR,69,104,66.35,4
50,Delanie Walker,TEN,TE,68,104,65.38,7
51,Dontrelle Inman,SD,WR,61,104,58.65,4
52,Dez Bryant,DAL,WR,52,100,52.00,9
53,Anquan Boldin,DET,WR,70,99,70.71,9
54,Jamison Crowder,WAS,WR,66,99,66.67,7
55,Jason Witten,DAL,TE,70,98,71.43,3
56,LeVeon Bell,PIT,RB,76,97,78.35,2
57,Jimmy Graham,SEA,TE,66,97,68.04,6
58,Adam Thielen,MIN,WR,70,94,74.47,5
59,James White,NE,RB,65,94,69.15,5
60,Ted Ginn,CAR,WR,55,94,58.51,5
61,Charles Clay,BUF,TE,60,93,64.52,4
62,Antonio Gates,SD,TE,53,93,56.99,7
63,Will Fuller,HOU,WR,47,93,50.54,2
64,Alshon Jeffery,CHI,WR,53,92,57.61,2
65,Tajae Sharpe,TEN,WR,42,92,45.65,2
66,Jordan Reed,WAS,TE,68,91,74.73,7
67,Lance Kendricks,LA,TE,54,90,60.00,2
68,Jermaine Kearse,SEA,WR,44,90,48.89,1
69,Randall Cobb,GB,WR,62,89,69.66,5
70,Adam Humphries,TB,WR,60,89,67.42,2
71,C.J. Fiedorowicz,HOU,TE,55,89,61.80,4
72,Eric Ebron,DET,TE,63,87,72.41,2
73,DeVante Parker,MIA,WR,57,87,65.52,5
74,Mohamed Sanu,ATL,WR,61,86,70.93,4
75,Cameron Brate,TB,TE,59,86,68.60,10
76,Gary Barnidge,CLE,TE,57,85,67.06,2
77,Tyreek Hill,KC,WR,62,84,73.81,6
78,Coby Fleener,NO,TE,50,84,59.52,4
79,Robert Woods,BUF,WR,53,82,64.63,1
80,Tyler Boyd,CIN,WR,55,80,68.75,1
81,Seth Roberts,OAK,WR,39,80,48.75,4
82,Martellus Bennett,NE,TE,56,79,70.89,7
83,Kenny Stills,MIA,WR,44,79,55.70,9
84,Brian Quick,LA,WR,42,79,53.16,3
85,Allen Hurns,JAX,WR,35,78,44.87,3
86,Jack Doyle,IND,TE,62,77,80.52,5
87,Duke Johnson,CLE,RB,55,77,71.43,1
88,Ryan Griffin,HOU,TE,53,77,68.83,2
89,Travis Benjamin,SD,WR,47,77,61.04,4
90,Dorial Green-Beckham,PHI,WR,38,77,49.35,2
91,Bilal Powell,NYJ,RB,60,76,78.95,1
92,Robby Anderson,NYJ,WR,44,75,58.67,3
93,J.J. Nelson,ARI,WR,35,75,46.67,6
94,Corey Coleman,CLE,WR,33,75,44.00,3
95,Tyler Lockett,SEA,WR,46,74,62.16,2
96,Jeremy Maclin,KC,WR,44,74,59.46,2
97,Chris Conley,KC,WR,44,73,60.27,0
98,Victor Cruz,NYG,WR,39,73,53.42,1
99,Nelson Agholor,PHI,WR,35,73,47.95,2
100,Darren Sproles,PHI,RB,53,72,73.61,2
101,Cordarrelle Patterson,MIN,WR,53,72,73.61,2
102,T.J. Yeldon,JAX,RB,52,71,73.24,1
103,Theo Riddick,DET,RB,55,69,79.71,5
104,John Brown,ARI,WR,39,68,57.35,2
105,Marquise Goodwin,BUF,WR,31,68,45.59,3
106,Devonta Freeman,ATL,RB,56,67,83.58,2
107,DeMarco Murray,TEN,RB,53,67,79.10,3
108,Will Tye,NYG,TE,49,67,73.13,1
109,Eli Rogers,PIT,WR,49,67,73.13,3
110,Breshad Perriman,BAL,WR,34,67,50.75,5
111,Terrance Williams,DAL,WR,44,65,67.69,4
112,Zach Miller,CHI,TE,48,64,75.00,4
113,Chris Hogan,NE,WR,39,64,60.94,4
114,Quinton Patton,SF,WR,38,64,59.38,0
115,Devin Funchess,CAR,WR,23,63,36.51,4
116,Chris Thompson,WAS,RB,49,62,79.03,2
117,Jermaine Gresham,ARI,TE,37,62,59.68,2
118,Vernon Davis,WAS,TE,46,61,75.41,2
119,LeSean McCoy,BUF,RB,52,60,86.67,1
120,Todd Gurley,LA,RB,45,60,75.00,0
121,Jesse James,PIT,TE,42,60,70.00,3
122,Trey Burton,PHI,TE,38,60,63.33,1
123,Phillip Dorsett,IND,WR,33,60,55.00,2
124,Mark Ingram,NO,RB,46,58,79.31,4
125,Ty Montgomery,GB,RB,46,58,79.31,1
126,Travaris Cadet,NO,RB,43,58,74.14,4
127,Melvin Gordon,SD,RB,42,58,72.41,2
128,Giovani Bernard,CIN,RB,45,57,78.95,1
129,Andrew Hawkins,CLE,WR,33,57,57.89,3
130,Donte Moncrief,IND,WR,31,56,55.36,8
131,Jerick McKinnon,MIN,RB,45,55,81.82,2
132,Isaiah Crowell,CLE,RB,42,55,76.36,0
133,Dwayne Allen,IND,TE,36,55,65.45,6
134,Jordan Howard,CHI,RB,33,55,60.00,1
135,Hunter Henry,SD,TE,36,54,66.67,8
136,Clive Walford,OAK,TE,34,54,62.96,4
137,Julius Thomas,JAX,TE,32,54,59.26,4
138,Kamar Aiken,BAL,WR,31,54,57.41,1
139,Kyle Juszczyk,BAL,FB,40,53,75.47,0
140,Malcolm Mitchell,NE,WR,33,53,62.26,4
141,Jared Cook,GB,TE,30,53,56.60,1
142,Frank Gore,IND,RB,40,52,76.92,4
143,Corey Brown,CAR,WR,27,52,51.92,1
144,Torrey Smith,SF,WR,21,52,40.38,3
145,Taylor Gabriel,ATL,WR,35,51,68.63,6
146,Albert Wilson,KC,WR,31,51,60.78,2
147,Sammy Watkins,BUF,WR,27,51,52.94,2
148,Garrett Celek,SF,TE,29,49,59.18,3
149,Terrance West,BAL,RB,35,48,72.92,1
150,Richard Rodgers,GB,TE,31,48,64.58,2
151,Sammie Coates,PIT,WR,21,48,43.75,2
152,Tyler Eifert,CIN,TE,30,47,63.83,5
153,Latavius Murray,OAK,RB,34,46,73.91,1
154,Devontae Booker,DEN,RB,31,46,67.39,1
155,Eddie Royal,CHI,WR,35,45,77.78,2
156,Vance McDonald,SF,TE,24,44,54.55,4
157,Rashad Jennings,NYG,RB,35,43,81.40,1
158,Spencer Ware,KC,RB,34,43,79.07,2
159,Matt Forte,NYJ,RB,31,43,72.09,1
160,Tevin Coleman,ATL,RB,33,42,78.57,3
161,Kendall Wright,TEN,WR,29,42,69.05,3
162,Rob Gronkowski,NE,TE,25,41,60.98,3
163,Russell Shepard,TB,WR,24,41,58.54,2
164,Matt Asiata,MIN,RB,34,40,85.00,0
165,Ezekiel Elliott,DAL,RB,32,40,80.00,1
166,Lamar Miller,HOU,RB,32,40,80.00,1
167,Kenneth Dixon,BAL,RB,30,40,75.00,1
168,Shaun Draughn,SF,RB,30,40,75.00,2
169,Jalen Richard,OAK,RB,29,40,72.50,2
170,Deonte Thompson,CHI,WR,23,40,57.50,2
171,Josh Bellamy,CHI,WR,20,39,51.28,1
172,Jay Ajayi,MIA,RB,29,38,76.32,1
173,C.J. Uzomah,CIN,TE,25,38,65.79,1
174,Chester Rogers,IND,WR,21,38,55.26,0
175,Charles D. Johnson,MIN,WR,20,38,52.63,0
176,Brandon Coleman,NO,WR,26,37,70.27,3
177,Virgil Green,DEN,TE,22,37,59.46,1
178,Paul Richardson,SEA,WR,21,37,56.76,1
179,Kevin White,CHI,WR,20,37,54.05,0
180,Charcandrick West,KC,RB,29,36,80.56,2
181,Robert Turbin,IND,RB,26,35,74.29,1
182,Bryan Walters,JAX,WR,24,35,68.57,2
183,Dion Sims,MIA,TE,25,34,73.53,4
184,Jordan Norwood,DEN,WR,22,34,64.71,1
185,Aldrick Robinson,ATL,WR,21,34,61.76,2
186,Charone Peake,NYJ,WR,20,34,58.82,0
187,Ricardo Louis,CLE,WR,18,34,52.94,0
188,Vincent Jackson,TB,WR,17,34,50.00,0
189,Carlos Hyde,SF,RB,26,33,78.79,3
190,Fozzy Whittaker,CAR,RB,25,33,75.76,1
191,Ladarius Green,PIT,TE,18,33,54.55,1
192,Charles Sims,TB,RB,25,32,78.13,1
193,Damien Williams,MIA,RB,24,32,75.00,3
194,Justin Hardy,ATL,WR,22,32,68.75,4
195,Brice Butler,DAL,WR,17,32,53.13,4
196,Demetrius Harris,KC,TE,17,31,54.84,1
197,Cobi Hamilton,PIT,WR,17,31,54.84,2
198,Danny Amendola,NE,WR,23,30,76.67,4
199,Jacob Tamme,ATL,TE,22,30,73.33,3
200,Marcedes Lewis,JAX,TE,20,30,66.67,1
201,Austin Hooper,ATL,TE,20,29,68.97,3
202,Rod Streater,SF,WR,19,29,65.52,2
203,Andre Johnson,TEN,WR,11,29,37.93,3
204,Jeremy Hill,CIN,RB,22,28,78.57,0
205,Jeremy Langford,CHI,RB,20,28,71.43,0
206,Chris Ivory,JAX,RB,20,28,71.43,0
207,Braxton Miller,HOU,WR,16,28,57.14,1
208,Tyler Higbee,LA,TE,11,28,39.29,1
209,Cecil Shorts,TB,WR,11,28,39.29,0
210,DeAngelo Williams,PIT,RB,18,27,66.67,2
211,Cody Core,CIN,WR,17,27,62.96,0
212,Walt Powell,BUF,WR,15,27,55.56,0
213,Tim Hightower,NO,RB,22,26,84.62,1
214,Josh Ferguson,IND,RB,20,26,76.92,0
215,Bobby Rainey,NYG,RB,20,26,76.92,0
216,Jordan Taylor,DEN,WR,15,26,57.69,2
217,Andre Holmes,OAK,WR,14,26,53.85,3
218,Andre Roberts,DET,WR,14,26,53.85,1
219,James Starks,GB,RB,19,25,76.00,2
220,Lance Dunbar,DAL,RB,17,25,68.00,1
221,C.J. Anderson,DEN,RB,17,25,68.00,2
222,Paul Perkins,NYG,RB,16,25,64.00,0
223,Jonathan Stewart,CAR,RB,10,25,40.00,0
224,Ben Koyack,JAX,TE,19,24,79.17,1
225,Mychal Rivera,OAK,TE,18,24,75.00,1
226,Dion Lewis,NE,RB,17,24,70.83,0
227,Harry Douglas,TEN,WR,16,24,66.67,0
228,Jalin Marshall,NYJ,WR,14,24,58.33,3
229,Jaelen Strong,HOU,WR,14,24,58.33,0
230,Bennie Fowler,DEN,WR,11,24,45.83,2
231,Justin Hunter,BUF,WR,10,24,41.67,4
232,Zach Zenner,DET,RB,18,23,78.26,0
233,DeAndre Washington,OAK,RB,17,23,73.91,0
234,Erik Swoope,IND,,15,23,65.22,1
235,Darren Fells,ARI,TE,15,22,68.18,1
236,Chris Harper,SF,WR,13,22,59.09,0
237,Xavier Grimble,PIT,TE,12,22,54.55,2
238,Geronimo Allison,GB,WR,12,22,54.55,2
239,Ryan Grant,WAS,WR,11,22,50.00,0
240,Rex Burkhead,CIN,RB,17,21,80.95,0
241,Brent Celek,PHI,TE,16,21,76.19,0
242,Benny Cunningham,LA,RB,16,21,76.19,0
243,Jerell Adams,NYG,TE,16,21,76.19,1
244,Luke Willson,SEA,TE,15,21,71.43,2
245,Larry Donnell,NYG,TE,15,21,71.43,1
246,James Wright,CIN,WR,14,21,66.67,0
247,Josh Hill,NO,TE,14,21,66.67,1
248,Shane Vereen,NYG,RB,13,21,61.90,1
249,Jaron Brown,ARI,WR,11,21,52.38,1
250,Eric Decker,NYJ,WR,10,21,47.62,2
251,C.J. Prosise,SEA,RB,18,20,90.00,0
252,John Kuhn,NO,FB,16,20,80.00,1
253,A.J. Derby,DEN,TE,16,20,80.00,0
254,Daniel Brown,CHI,TE,16,20,80.00,1
255,Levine Toilolo,ATL,TE,14,20,70.00,2
256,Andre Ellington,ARI,RB,13,20,65.00,0
257,Darrius Heyward-Bey,PIT,WR,7,20,35.00,3
258,Jonathan Grimes,HOU,RB,14,19,73.68,0
259,Rob Kelley,WAS,RB,12,19,63.16,1
260,Jeff Janis,GB,WR,11,19,57.89,1
261,Ed Dickson,CAR,TE,11,19,57.89,1
262,Roger Lewis,NYG,WR,7,19,36.84,2
263,Pharoh Cooper,LA,WR,14,18,77.78,0
264,MarQueis Gray,MIA,TE,14,18,77.78,0
265,Stephen Anderson,HOU,TE,11,18,61.11,1
266,Jacquizz Rodgers,TB,RB,14,17,82.35,0
267,Thomas Rawls,SEA,RB,13,17,76.47,0
268,Alfred Blue,HOU,RB,12,17,70.59,0
269,Neal Sterling,JAX,TE,12,17,70.59,0
270,Darren Waller,BAL,TE,10,17,58.82,2
271,Jeff Heuerman,DEN,TE,9,17,52.94,0
272,Anthony Fasano,TEN,TE,8,17,47.06,2
273,Chris Moore,BAL,WR,8,17,47.06,0
274,Brandon Myers,TB,TE,8,17,47.06,1
275,Doug Martin,TB,RB,14,16,87.50,0
276,Kenneth Farrow,SD,RB,13,16,81.25,0
277,Austin Seferian-Jenkins,NYJ,TE,10,16,62.50,0
278,Marquess Wilson,CHI,WR,9,16,56.25,1
279,Aaron Burbridge,SF,WR,7,16,43.75,0
280,Derrick Henry,TEN,RB,13,15,86.67,0
281,Jarius Wright,MIN,WR,12,15,80.00,1
282,Mike Tolbert,CAR,FB,11,15,73.33,1
283,Dwayne Washington,DET,RB,10,15,66.67,0
284,Rhett Ellison,MIN,TE,10,15,66.67,0
285,Cody Latimer,DEN,WR,8,15,53.33,0
286,DeMarcus Ayers,PIT,WR,7,15,46.67,1
287,Ryan Mathews,PHI,RB,13,14,92.86,1
288,Paul Turner,PHI,WR,9,14,64.29,0
289,Nick OLeary,BUF,TE,9,14,64.29,0
290,Crockett Gillmore,BAL,TE,8,14,57.14,1
291,Jamize Olawale,OAK,RB,12,13,92.31,1
292,Keith Mumphery,HOU,WR,10,13,76.92,0
293,Brittan Golden,ARI,WR,8,13,61.54,1
294,Rashard Higgins,CLE,WR,7,13,53.85,0
295,T.J. Jones,DET,WR,5,13,38.46,0
296,Mike Gillislee,BUF,RB,10,12,83.33,1
297,Seth DeValve,CLE,TE,10,12,83.33,2
298,Reggie Bush,BUF,RB,9,12,75.00,0
299,Dominique Jones,MIA,TE,8,12,66.67,2
300,Brandon Tate,BUF,WR,8,12,66.67,0
301,Wendell Smallwood,PHI,RB,6,12,50.00,0
302,Kenjon Barner,PHI,RB,6,12,50.00,0
303,Alex Collins,SEA,RB,11,11,100.00,0
304,Aaron Ripkowski,GB,FB,10,11,90.91,1
305,Tyler Kroft,CIN,TE,10,11,90.91,0
306,Matt Jones,WAS,RB,9,11,81.82,0
307,Jordan Cameron,MIA,TE,8,11,72.73,1
308,Brandon Bostick,NYJ,TE,8,11,72.73,0
309,Freddie Martino,TB,WR,8,11,72.73,1
310,Dexter McCluster,SD,WR,8,11,72.73,0
311,Maurice Harris,WAS,WR,8,11,72.73,0
312,David Johnson,PIT,TE,7,11,63.64,0
313,Tommylee Lewis,NO,WR,7,11,63.64,0
314,Justin Forsett,DEN,RB,7,11,63.64,0
315,Tanner McEvoy,SEA,WR,9,10,90.00,2
316,Kenyan Drake,MIA,RB,9,10,90.00,0
317,DuJuan Harris,SF,RB,8,10,80.00,1
318,Patrick DiMarco,ATL,RB,7,10,70.00,1
319,Alan Cross,TB,TE,6,10,60.00,1
320,Arian Foster,MIA,RB,6,10,60.00,0
321,Arrelious Benn,JAX,WR,5,10,50.00,1
322,Logan Paulsen,CHI,TE,4,10,40.00,0
323,Markus Wheaton,PIT,WR,4,10,40.00,1
324,Bryce Treggs,PHI,WR,3,10,30.00,0
325,Danny Woodhead,SD,RB,7,9,77.78,1
326,DeAnthony Thomas,KC,WR,7,9,77.78,0
327,Geoff Swaim,DAL,TE,6,9,66.67,0
328,Jerome Felton,BUF,FB,6,9,66.67,0
329,Blake Bell,SF,TE,4,9,44.44,0
330,Mike Thomas,LA,WR,3,9,33.33,0
331,LeGarrette Blount,NE,RB,7,8,87.50,0
332,Keenan Allen,SD,WR,6,8,75.00,0
333,Alex Erickson,CIN,WR,6,8,75.00,0
334,Luke Stocker,TB,TE,5,8,62.50,0
335,Bradley Marquez,LA,WR,4,8,50.00,0
336,Ronnie Hillman,SD,RB,3,8,37.50,0
337,Trevor Davis,GB,WR,3,8,37.50,1
338,John Brown,ARI,WR,2,8,25.00,0
339,Andy Janovich,DEN,FB,5,7,71.43,0
340,KaDeem Carey,CHI,RB,5,7,71.43,0
341,Rashad Greene,JAX,WR,5,7,71.43,0
342,Nick Williams,ATL,WR,5,7,71.43,0
343,Peyton Barber,TB,RB,5,7,71.43,0
344,Corey Grant,JAX,RB,4,7,57.14,1
345,Wendall Williams,HOU,WR,4,7,57.14,0
346,Michael Floyd,NE,WR,4,7,57.14,1
347,Eddie Lacy,GB,RB,4,7,57.14,0
348,Brenton Bersin,CAR,WR,2,7,28.57,0
349,Randall Telfer,CLE,TE,2,7,28.57,0
350,Lee Smith,OAK,TE,6,6,100.00,0
351,Nick Boyle,BAL,TE,6,6,100.00,0
352,John Phillips,NO,TE,5,6,83.33,0
353,Marcel Reece,SEA,FB,5,6,83.33,0
354,Greg Salas,BUF,WR,4,6,66.67,1
355,Anthony Sherman,KC,RB,4,6,66.67,0
356,Javorius Allen,BAL,RB,4,6,66.67,0
357,Phillip Supernaw,TEN,TE,4,6,66.67,1
358,Gavin Escobar,DAL,TE,4,6,66.67,1
359,James Develin,NE,FB,3,6,50.00,0
360,Josh Huff,TB,WR,3,6,50.00,0
361,Adrian Peterson,MIN,RB,3,6,50.00,0
362,Ross Travis,KC,TE,3,6,50.00,0
363,Josh Doctson,WAS,WR,2,6,33.33,0
364,Devin Street,IND,WR,1,6,16.67,0
365,Ameer Abdullah,DET,RB,5,5,100.00,1
366,Ben Braunecker,CHI,TE,4,5,80.00,0
367,Danny Vitale,CLE,RB,4,5,80.00,0
368,Darren McFadden,DAL,RB,3,5,60.00,0
369,Byron Marshall,PHI,RB,3,5,60.00,0
370,Denard Robinson,JAX,RB,3,5,60.00,0
371,Quan Bray,IND,WR,3,5,60.00,0
372,Alfred Morris,DAL,RB,3,5,60.00,0
373,Josh Perkins,ATL,TE,3,5,60.00,1
374,Leonte Carroo,MIA,WR,3,5,60.00,1
375,Mike Davis,SF,RB,3,5,60.00,0
376,Tyler Ervin,HOU,RB,3,5,60.00,0
377,Jeremy Ross,ARI,WR,4,4,100.00,1
378,Lucky Whitehead,DAL,WR,4,4,100.00,0
379,Derek Watt,SD,FB,4,4,100.00,0
380,Taiwan Jones,OAK,RB,4,4,100.00,0
381,Akeem Hunt,HOU,RB,3,4,75.00,0
382,Nick Vannett,SEA,TE,3,4,75.00,0
383,Jace Amaro,TEN,TE,3,4,75.00,0
384,Alex Ellis,JAX,TE,3,4,75.00,0
385,Orleans Darkwa,NYG,RB,2,4,50.00,0
386,Daniel Lasco,NO,RB,2,4,50.00,0
387,Brandon Bolden,NE,RB,2,4,50.00,0
388,Ifeanyi Momah,ARI,WR,2,4,50.00,0
389,Kapri Bibbs,DEN,RB,2,4,50.00,1
390,Percy Harvin,BUF,WR,2,4,50.00,0
391,Johnny Holton,OAK,WR,2,4,50.00,0
392,James OShaughnessy,KC,TE,2,4,50.00,0
393,Tavarres King,NYG,WR,2,4,50.00,0
394,JeRon Hamm,SF,TE,2,4,50.00,0
395,C.J. Spiller,NYJ,RB,1,4,25.00,0
396,Malcolm Brown,LA,RB,3,3,100.00,0
397,Lorenzo Taliaferro,BAL,RB,3,3,100.00,0
398,Keith Smith,DAL,FB,3,3,100.00,0
399,Fitzgerald Toussaint,PIT,RB,3,3,100.00,0
400,Clay Harbor,DET,TE,3,3,100.00,0
401,Brandon Williams,SEA,TE,2,3,66.67,0
402,Cole Wick,DET,TE,2,3,66.67,0
403,Ryan Hewitt,CIN,TE,2,3,66.67,0
404,Christine Michael,GB,RB,2,3,66.67,0
405,Jamaal Charles,KC,RB,2,3,66.67,0
406,Niles Paul,WAS,TE,2,3,66.67,0
407,Matt Lengel,NE,TE,2,3,66.67,1
408,George Farmer,SEA,RB,1,3,33.33,0
409,Joe Webb,CAR,QB,1,3,33.33,0
410,Jordan Payton,CLE,WR,1,3,33.33,0
411,Shane Wynn,JAX,WR,1,3,33.33,0
412,Laquon Treadwell,MIN,WR,1,3,33.33,0
413,Devin Smith,NYJ,WR,1,3,33.33,0
414,Isaiah Burse,SD,WR,0,3,0.00,0
415,Zach Line,MIN,FB,0,3,0.00,0
416,Hakeem Valles,ARI,TE,0,3,0.00,0
417,Derek Carrier,WAS,TE,2,2,100.00,0
418,Sean McGrath,SD,TE,2,2,100.00,0
419,Dwayne Harris,NYG,WR,2,2,100.00,1
420,J.D. McKissic,SEA,RB,2,2,100.00,0
421,Roosevelt Nix,PIT,FB,2,2,100.00,0
422,Jeremy Butler,SD,WR,2,2,100.00,0
423,Brandon Wilds,NYJ,RB,2,2,100.00,0
424,Russell Wilson,SEA,QB,2,2,100.00,1
425,Alex Smith,KC,QB,1,2,50.00,0
426,Troy Niklas,ARI,TE,1,2,50.00,0
427,Gerald Christian,BUF,TE,1,2,50.00,0
428,D.J. Foster,NE,RB,1,2,50.00,0
429,Juwan Thompson,DEN,RB,1,2,50.00,0
430,Terron Ward,ATL,RB,1,2,50.00,0
431,Connor Hamlett,CLE,TE,1,2,50.00,1
432,Daniel Braverman,CHI,WR,1,2,50.00,0
433,Jared Abbrederis,GB,WR,1,2,50.00,0
434,Jalston Fowler,TEN,RB,1,2,50.00,0
435,Kerwynn Williams,ARI,RB,1,2,50.00,0
436,Jonathan Williams,BUF,RB,1,2,50.00,0
437,Andre Williams,SD,RB,0,2,0.00,0
438,Kalif Raymond,DEN,WR,0,2,0.00,0
439,Geremy Davis,SD,WR,0,2,0.00,0
440,Don Jackson,GB,RB,0,2,0.00,0
441,Brock Osweiler,HOU,QB,1,1,100.00,0
442,Damiere Byrd,CAR,WR,1,1,100.00,0
443,Chase Reynolds,LA,RB,1,1,100.00,0
444,Jay Prosch,HOU,RB,1,1,100.00,0
445,Jake Fisher,CIN,OT,1,1,100.00,0
446,Blaine Gabbert,SF,QB,1,1,100.00,0
447,Taylor Lewan,TEN,OT,1,1,100.00,1
448,Donald Penn,OAK,OT,1,1,100.00,1
449,Isaiah Pead,MIA,RB,1,1,100.00,0
450,Cameron Artis-Payne,CAR,RB,1,1,100.00,0
451,Quinton Dunbar,WAS,CB,1,1,100.00,0
452,Troymaine Pope,SEA,RB,1,1,100.00,0
453,Terrell Watson,PHI,RB,1,1,100.00,0
454,MyCole Pruitt,CHI,TE,1,1,100.00,0
455,Blake Bortles,JAX,QB,1,1,100.00,1
456,Paul Lasike,CHI,FB,1,1,100.00,0
457,Mack Brown,WAS,RB,1,1,100.00,0
458,D.J. Tialavea,ATL,TE,1,1,100.00,1
459,Joique Bell,DET,RB,1,1,100.00,0
460,Matt Barkley,CHI,QB,1,1,100.00,1
461,Chris Manhertz,CAR,TE,1,1,100.00,0
462,Marcus Murphy,NO,RB,1,1,100.00,0
463,David Morgan,MIN,TE,1,1,100.00,0
464,Matthew Mulligan,DET,TE,1,1,100.00,0
465,Sam Bradford,MIN,QB,1,1,100.00,0
466,Tony Washington,JAX,WR,1,1,100.00,0
467,Jimmy Garoppolo,NE,QB,1,1,100.00,0
468,Matthew Slater,NE,WR,0,1,0.00,0
469,Bronson Hill,JAX,RB,0,1,0.00,0
470,Isaac Fruechte,MIN,WR,0,1,0.00,0
471,Alex Lewis,BAL,OG,0,1,0.00,0
472,Marcus Mariota,TEN,QB,0,1,0.00,0
473,Dezmin Lewis,BUF,WR,0,1,0.00,0
474,Chris Johnson,ARI,RB,0,1,0.00,0
475,Kellen Davis,NYJ,TE,0,1,0.00,0
476,Khari Lee,DET,TE,0,1,0.00,0
477,Pat McAfee,IND,P,0,1,0.00,0
478,Braedon Bowman,NYJ,TE,0,1,0.00,0
479,Jakeem Grant,MIA,WR,0,1,0.00,0
480,Jordan Todman,IND,RB,0,1,0.00,0
481,Will Tukuafu,SEA,FB,0,1,0.00,0
482,Kasen Williams,SEA,WR,0,1,0.00,0
483,Cedric Peerman,CIN,RB,0,1,0.00,0
"
",,,,,,,
" 
",,,,,,,
" 
",,,,,,,
" 
",,,,,,,
"
",,,,,,,
