Rank,Name,Team,Pos.,Completions,Targets,Comp %,TDs
119,Chris Carson,SEA,RB,39,50,78.00,2
120,Nick Chubb,CLE,RB,38,50,76.00,0
121,Jarius Wright,CAR,WR,27,50,54.00,1
122,Adam Humphries,TEN,WR,38,49,77.55,2
123,Irv Smith,MIN,TE,37,49,75.51,2
124,Kenny Stills,HOU,WR,36,49,73.47,4
125,Jordan Akins,HOU,TE,33,49,67.35,2
126,Breshad Perriman,TB,WR,23,49,46.94,5
127,Phillip Lindsay,DEN,RB,36,48,75.00,1
128,Cameron Brate,TB,TE,34,48,70.83,5
129,Todd Gurley,LA,RB,31,48,64.58,2
130,Dawson Knox,BUF,TE,27,48,56.25,2
131,DaeSean Hamilton,DEN,WR,24,48,50.00,1
132,O.J. Howard,TB,TE,32,47,68.09,1
133,Allen Lazard,GB,WR,32,47,68.09,2
134,Allen Hurns,MIA,WR,31,47,65.96,2
135,Jonnu Smith,TEN,TE,36,46,78.26,3
136,David Johnson,ARI,RB,36,46,78.26,4
137,Joe Mixon,CIN,RB,36,46,78.26,3
138,Emmanuel Sanders,SF,WR,32,46,69.57,3
139,Darren Fells,HOU,TE,31,46,67.39,7
140,Mecole Hardman,KC,WR,29,46,63.04,7
141,Trey Quinn,WAS,WR,26,46,56.52,1
142,Jakobi Meyers,NE,WR,25,46,54.35,0
143,Jamaal Williams,GB,RB,39,45,86.67,5
144,Giovani Bernard,CIN,RB,32,44,72.73,0
145,Kareem Hunt,CLE,RB,36,43,83.72,2
146,Latavius Murray,NO,RB,35,43,81.40,2
147,Ryan Griffin,NYJ,TE,35,43,81.40,7
148,Paul Richardson,WAS,WR,28,43,65.12,2
149,Jalen Richard,OAK,RB,34,42,80.95,0
150,J.D. McKissic,DET,RB,34,42,80.95,1
151,Kendrick Bourne,SF,WR,29,42,69.05,5
152,Devin Singletary,BUF,RB,28,42,66.67,2
153,KeeSean Johnson,ARI,WR,22,42,52.38,1
154,Josh Reynolds,LA,WR,21,42,50.00,2
155,Nick Boyle,BAL,TE,31,41,75.61,2
156,Blake Jarwin,DAL,TE,31,41,75.61,3
157,Cody Latimer,NYG,WR,23,41,56.10,2
158,Dare Ogunbowale,TB,RB,32,40,80.00,0
159,Willie Snead,BAL,WR,29,40,72.50,5
160,James Conner,PIT,RB,34,39,87.18,3
161,Hayden Hurst,BAL,TE,30,39,76.92,2
162,Damiere Byrd,ARI,WR,26,39,66.67,0
163,David Montgomery,CHI,RB,27,38,71.05,1
164,Mohamed Sanu,NE,WR,21,38,55.26,1
165,Damien Williams,KC,RB,29,36,80.56,2
166,LeSean McCoy,KC,RB,28,36,77.78,1
167,Kelvin Harmon,WAS,WR,27,36,75.00,0
168,Greg Ward,PHI,WR,23,36,63.89,2
169,Tajae Sharpe,TEN,WR,24,35,68.57,4
170,Ronald Jones,TB,RB,27,34,79.41,0
171,Bennie Fowler,NYG,WR,24,34,70.59,0
172,Jeremy Sprinkle,WAS,TE,23,34,67.65,1
173,Isaiah McKenzie,BUF,WR,23,33,69.70,1
174,C.J. Uzomah,CIN,TE,22,33,66.67,1
175,Keke Coutee,HOU,WR,22,33,66.67,1
176,Rex Burkhead,NE,RB,22,33,66.67,0
177,Keelan Cole,JAX,WR,21,33,63.64,2
178,Seth Roberts,BAL,WR,21,33,63.64,2
179,Jakeem Grant,MIA,WR,21,33,63.64,0
180,DeAndre Washington,OAK,RB,28,32,87.50,0
181,Kenyan Drake,ARI,RB,26,32,81.25,0
182,Pharoh Cooper,ARI,WR,25,32,78.13,1
183,Dion Lewis,TEN,RB,25,32,78.13,1
184,Josh Hill,NO,TE,24,32,75.00,3
185,Delanie Walker,TEN,TE,22,32,68.75,2
186,Rhett Ellison,NYG,TE,20,32,62.50,1
187,Mark Ingram,BAL,RB,28,31,90.32,5
188,Kaden Smith,NYG,TE,23,31,74.19,3
189,Tim Patrick,DEN,WR,16,31,51.61,0
190,David Moore,SEA,WR,15,31,48.39,2
191,Javon Wims,CHI,WR,15,31,48.39,1
192,Marcus Johnson,IND,WR,15,30,50.00,2
193,Ty Johnson,DET,RB,24,29,82.76,0
194,Will Dissly,SEA,TE,24,29,82.76,4
195,Tevin Coleman,SF,RB,22,29,75.86,1
196,Chester Rogers,IND,WR,16,29,55.17,2
197,Demetrius Harris,CLE,TE,15,29,51.72,3
198,Josh Jacobs,OAK,RB,21,28,75.00,0
199,Vyncint Smith,NYJ,WR,16,28,57.14,0
200,Scott Miller,TB,WR,12,28,42.86,2
201,Patrick Laird,MIA,RB,20,27,74.07,0
202,C.J. Ham,MIN,FB,19,27,70.37,1
203,Jaron Brown,SEA,WR,17,27,62.96,2
204,Zay Jones,OAK,WR,18,26,69.23,0
205,Logan Thomas,DET,TE,16,26,61.54,1
206,Charles Clay,ARI,TE,20,25,80.00,2
207,Derrick Henry,TEN,RB,18,25,72.00,3
208,Foster Moreau,OAK,TE,21,24,87.50,5
209,Parris Campbell,IND,WR,18,24,75.00,1
210,Malik Turner,SEA,WR,16,24,66.67,1
211,Isaiah Ford,MIA,WR,16,24,66.67,0
212,Kalen Ballage,MIA,RB,15,24,62.50,0
213,Ian Thomas,CAR,TE,15,24,62.50,1
214,Trey Burton,CHI,TE,14,24,58.33,0
215,Dante Pettis,SF,WR,11,24,45.83,2
216,Justin Hardy,ATL,WR,16,23,69.57,0
217,Ricky Seals-Jones,CLE,TE,15,23,65.22,4
218,Anthony Firkser,TEN,TE,14,23,60.87,2
219,TreQuan Smith,NO,WR,14,23,60.87,5
220,Jesse James,DET,TE,14,23,60.87,0
221,Tavon Austin,DAL,WR,13,23,56.52,1
222,Christian Blake,ATL,WR,12,23,52.17,0
223,Boston Scott,PHI,RB,20,22,90.91,0
224,Kyle Juszczyk,SF,FB,18,22,81.82,1
225,Ross Dwelley,SF,TE,15,22,68.18,3
226,Marcedes Lewis,GB,TE,15,22,68.18,1
227,Marquise Goodwin,SF,WR,12,22,54.55,1
228,J.J. Arcega-Whiteside,PHI,WR,11,22,50.00,1
229,Taysom Hill,NO,QB,18,21,85.71,5
230,Mark Walton,MIA,RB,15,21,71.43,0
231,James OShaughnessy,JAX,TE,15,21,71.43,2
232,Jake Kumerow,GB,WR,11,21,52.38,1
233,Matt Breida,SF,RB,19,20,95.00,1
234,Adrian Peterson,WAS,RB,17,20,85.00,0
235,Jeff Heuerman,DEN,TE,14,20,70.00,1
236,Miles Boykin,BAL,WR,13,20,65.00,3
237,Benjamin Watson,NE,TE,13,20,65.00,0
238,Chase Edmonds,ARI,RB,12,20,60.00,1
239,Vernon Davis,WAS,TE,11,20,55.00,1
240,Damion Willis,CIN,WR,10,20,50.00,0
241,Damion Ratley,CLE,WR,10,20,50.00,0
242,Darrel Williams,KC,RB,15,19,78.95,1
243,Peyton Barber,TB,RB,14,19,73.68,1
244,Raheem Mostert,SF,RB,13,19,68.42,2
245,Derek Carrier,OAK,TE,13,19,68.42,1
246,Ty Montgomery,NYJ,RB,15,18,83.33,0
247,Tony Pollard,DAL,RB,14,18,77.78,1
248,Nick Vannett,PIT,TE,13,18,72.22,0
249,Geoff Swaim,JAX,TE,13,18,72.22,0
250,Cordarrelle Patterson,CHI,WR,11,18,61.11,0
251,Sony Michel,NE,RB,11,18,61.11,0
252,Marlon Mack,IND,RB,14,17,82.35,0
253,Byron Pringle,KC,WR,13,17,76.47,1
254,Ameer Abdullah,MIN,RB,13,17,76.47,1
255,Matt LaCosse,NE,TE,12,17,70.59,0
256,Seth DeValve,JAX,TE,11,17,64.71,0
257,Andre Patton,LAC,WR,6,17,35.29,0
258,Maxx Williams,ARI,TE,14,16,87.50,1
259,Ito Smith,ATL,RB,13,16,81.25,0
260,Wayne Gallman,NYG,RB,12,16,75.00,1
261,Travis Benjamin,LAC,WR,6,16,37.50,0
262,Johnny Holton,PIT,WR,3,16,18.75,0
263,Dontrell Hilliard,CLE,RB,13,15,86.67,0
264,Keelan Doss,OAK,WR,12,15,80.00,0
265,Carlos Hyde,HOU,RB,10,15,66.67,0
266,Kerryon Johnson,DET,RB,10,15,66.67,1
267,Ryquell Armstead,JAX,RB,9,15,60.00,1
268,Laquon Treadwell,MIN,WR,9,15,60.00,1
269,Robert Foster,BUF,WR,3,15,20.00,0
270,Wendell Smallwood,WAS,RB,10,14,71.43,0
271,Virgil Green,LAC,TE,10,14,71.43,1
272,Jordan Howard,PHI,RB,10,14,71.43,1
273,Brian Hill,ATL,RB,10,14,71.43,1
274,Nick OLeary,JAX,TE,9,14,64.29,1
275,Antonio Callaway,CLE,WR,8,14,57.14,0
276,Justice Hill,BAL,RB,7,14,50.00,0
277,Trent Sherfield,ARI,WR,4,14,28.57,0
278,Justin Jackson,LAC,RB,11,13,84.62,0
279,Frank Gore,BUF,RB,10,13,76.92,0
280,Andy Isabella,ARI,WR,9,13,69.23,1
281,Adam Shaheen,CHI,TE,9,13,69.23,0
282,Blake Bell,KC,TE,7,13,53.85,0
283,NKeal Harry,NE,WR,7,13,53.85,2
284,C.J. Prosise,SEA,RB,10,12,83.33,0
285,T.J. Yeldon,BUF,RB,10,12,83.33,0
286,Alexander Mattison,MIN,RB,10,12,83.33,0
287,Robert Tonyan,GB,TE,8,12,66.67,1
288,Justin Watson,TB,WR,8,12,66.67,1
289,Josh Gordon,SEA,WR,7,12,58.33,0
290,Darren Sproles,PHI,RB,7,12,58.33,0
291,Danny Vitale,GB,RB,7,12,58.33,0
292,Myles Gaskin,MIA,RB,7,12,58.33,0
293,Bilal Powell,NYJ,RB,7,12,58.33,0
294,Rashard Higgins,CLE,WR,5,12,41.67,1
295,Jesper Horsted,CHI,TE,9,11,81.82,1
296,DeSean Jackson,PHI,WR,9,11,81.82,2
297,Kalif Raymond,TEN,WR,9,11,81.82,2
298,Ryan Switzer,PIT,WR,8,11,72.73,0
299,Rashaad Penny,SEA,RB,8,11,72.73,1
300,Patrick Ricard,BAL,FB,8,11,72.73,1
301,Luke Stocker,ATL,TE,7,11,63.64,0
302,Jordan Wilkins,IND,RB,7,11,63.64,0
303,Mo Alie-Cox,IND,TE,7,11,63.64,0
304,Durham Smythe,MIA,TE,6,11,54.55,0
305,Ben Braunecker,CHI,TE,6,11,54.55,1
306,Braxton Berrios,NYJ,WR,5,11,45.45,0
307,Jaeden Graham,ATL,TE,9,10,90.00,1
308,Brandon Bolden,NE,RB,9,10,90.00,1
309,Luke Willson,SEA,TE,8,10,80.00,0
310,Darwin Thompson,KC,RB,8,10,80.00,0
311,Andrew Beck,DEN,TE,7,10,70.00,0
312,Marvin Hall,DET,WR,7,10,70.00,1
313,Chris Hogan,CAR,WR,6,10,60.00,0
314,Ryan Izzo,NE,TE,6,10,60.00,1
315,Devin Smith,DAL,WR,5,10,50.00,1
316,Stanley Morgan,CIN,WR,3,10,30.00,0
317,Derrius Guice,WAS,RB,7,9,77.78,1
318,Tyler Conklin,MIN,TE,7,9,77.78,0
319,Diontae Spencer,DEN,WR,7,9,77.78,0
320,Zach Line,NO,FB,6,9,66.67,0
321,Richie James,SF,WR,6,9,66.67,1
322,David Njoku,CLE,TE,5,9,55.56,1
323,Tyler Kroft,BUF,TE,5,9,55.56,1
324,Duke Williams,BUF,WR,7,8,87.50,1
325,J.P. Holtz,CHI,TE,7,8,87.50,0
326,Kenjon Barner,ATL,RB,6,8,75.00,0
327,DErnest Johnson,CLE,RB,6,8,75.00,0
328,Spencer Ware,KC,RB,6,8,75.00,0
329,Travis Homer,SEA,RB,6,8,75.00,0
330,Ced Wilson,DAL,WR,5,8,62.50,0
331,Stephen Carlson,CLE,TE,5,8,62.50,1
332,Clive Walford,MIA,TE,4,8,50.00,0
333,Antonio Brown,NE,WR,4,8,50.00,1
334,KhaDarel Hodge,CLE,WR,3,8,37.50,0
335,Johnny Mundt,LA,TE,3,8,37.50,0
336,Tommy Sweeney,BUF,TE,3,8,37.50,0
337,Russell Shepard,NYG,WR,3,8,37.50,0
338,Drew Sample,CIN,TE,5,7,71.43,0
339,Josh Perkins,PHI,TE,5,7,71.43,0
340,Deon Cain,PIT,WR,5,7,71.43,0
341,Patrick DiMarco,BUF,RB,5,7,71.43,0
342,Troy Fumagalli,DEN,TE,5,7,71.43,1
343,Daniel Brown,NYJ,TE,4,7,57.14,1
344,Hale Hentges,WAS,TE,4,7,57.14,1
345,Devontae Booker,DEN,RB,4,7,57.14,0
346,Lance Kendricks,LAC,TE,3,7,42.86,0
347,Andre Roberts,BUF,WR,3,7,42.86,0
348,Alec Ingold,OAK,FB,6,6,100.00,1
349,Deonte Harris,NO,WR,6,6,100.00,0
350,Gus Edwards,BAL,RB,6,6,100.00,0
351,Trey Edmunds,PIT,RB,5,6,83.33,0
352,Reggie Bonnafon,CAR,RB,4,6,66.67,0
353,MyCole Pruitt,TEN,TE,4,6,66.67,0
354,Chris Moore,BAL,WR,4,6,66.67,0
355,Derek Watt,LAC,FB,4,6,66.67,0
356,Darrell Henderson,LA,RB,4,6,66.67,0
357,Nick Bawden,DET,RB,4,6,66.67,0
358,Jonathan Williams,IND,RB,5,5,100.00,0
359,Andy Janovich,DEN,FB,5,5,100.00,0
360,Deon Yelder,KC,TE,4,5,80.00,0
361,Lee Smith,BUF,TE,4,5,80.00,1
362,Pharaoh Brown,CLE,TE,4,5,80.00,0
363,Benny Snell,PIT,RB,4,5,80.00,0
364,J.J. Nelson,OAK,WR,4,5,80.00,1
365,Fred Brown,DEN,WR,4,5,80.00,0
366,Michael Crabtree,ARI,WR,4,5,80.00,0
367,Cody Core,NYG,WR,3,5,60.00,0
368,Ben Koyack,JAX,TE,3,5,60.00,0
369,DeAndre Carter,HOU,WR,3,5,60.00,0
370,Dontrelle Inman,IND,WR,3,5,60.00,0
371,Devin Funchess,IND,WR,3,5,60.00,0
372,Josh Oliver,JAX,TE,3,5,60.00,0
373,Marqise Lee,JAX,WR,3,5,60.00,0
374,Elijhaa Penny,NYG,RB,3,5,60.00,0
375,Jeff Wilson,SF,RB,3,5,60.00,1
376,Gunner Olszewski,NE,WR,2,5,40.00,0
377,Darius Jennings,TEN,WR,2,5,40.00,0
378,Malcolm Brown,LA,RB,2,5,40.00,0
379,Mike Thomas,LA,WR,2,5,40.00,0
380,Austin Carr,NO,WR,2,5,40.00,0
381,Ashton Dulin,IND,WR,4,4,100.00,0
382,Khari Blasingame,TEN,FB,3,4,75.00,0
383,T.J. Jones,NYG,WR,3,4,75.00,1
384,Jon Hilliman,NYG,RB,3,4,75.00,1
385,Tanner Hudson,TB,TE,2,4,50.00,0
386,Brandon Zylstra,CAR,WR,2,4,50.00,0
387,Jason Moore,LAC,WR,2,4,50.00,0
388,C.J. Board,JAX,WR,2,4,50.00,0
389,Dan Arnold,ARI,TE,2,4,50.00,1
390,Bo Scarbrough,DET,RB,1,4,25.00,0
391,Geremy Davis,LAC,WR,3,3,100.00,0
392,Riley Ridley,CHI,WR,3,3,100.00,0
393,Roosevelt Nix,PIT,FB,2,3,66.67,0
394,Chris Herndon,NYJ,TE,2,3,66.67,0
395,Marcell Ateman,OAK,WR,2,3,66.67,0
396,Michael Walker,JAX,WR,2,3,66.67,0
397,Josh Bellamy,NYJ,WR,2,3,66.67,0
398,Troymaine Pope,LAC,RB,2,3,66.67,1
399,DaMari Scott,NYG,WR,2,3,66.67,0
400,Isaac Nauta,DET,TE,2,3,66.67,0
401,T.J. Logan,TB,RB,2,3,66.67,0
402,Dalton Schultz,DAL,TE,2,3,66.67,0
403,Antony Auclair,TB,TE,1,3,33.33,0
404,Chris Lacy,DET,WR,1,3,33.33,0
405,Darrell Daniels,ARI,TE,1,3,33.33,0
406,Quincy Enunwa,NYJ,WR,1,3,33.33,0
407,Olamide Zaccheaus,ATL,WR,1,3,33.33,1
408,Xavier Grimble,PIT,TE,1,3,33.33,0
409,Keith Smith,ATL,FB,1,3,33.33,0
410,DeAndrew White,CAR,WR,2,2,100.00,0
411,Chad Beebe,MIN,WR,2,2,100.00,0
412,Anthony Sherman,KC,RB,2,2,100.00,0
413,Trevon Wesco,NYJ,TE,2,2,100.00,0
414,Kerrith Whyte,PIT,RB,2,2,100.00,0
415,Levine Toilolo,SF,TE,2,2,100.00,0
416,Cody Hollister,TEN,WR,2,2,100.00,0
417,Cethan Carter,CIN,TE,2,2,100.00,1
418,Alex Armah,CAR,FB,2,2,100.00,0
419,Nick Bellore,SEA,FB,2,2,100.00,1
420,Darrius Shepherd,GB,WR,1,2,50.00,0
421,Sean Culkin,LAC,TE,1,2,50.00,0
422,Qadree Ollison,ATL,RB,1,2,50.00,0
423,Eric Saubert,CHI,TE,1,2,50.00,0
424,Travis Fulgham,DET,WR,0,2,0.00,0
425,Jamize Olawale,DAL,RB,0,2,0.00,0
426,Mack Hollins,MIA,WR,0,2,0.00,0
427,Jalen Guyton,LAC,WR,0,2,0.00,0
428,Taywan Taylor,CLE,WR,0,2,0.00,0
429,Jason Sanders,MIA,K,1,1,100.00,1
430,Christian Wilkins,MIA,DE,1,1,100.00,1
431,Vita Vea,TB,NT,1,1,100.00,1
432,Ishmael Hyman,TB,WR,1,1,100.00,0
433,Dwayne Washington,NO,RB,1,1,100.00,0
434,Ventell Bryant,DAL,WR,1,1,100.00,1
435,Wyatt Teller,CLE,OG,1,1,100.00,0
436,Mike Boone,MIN,RB,1,1,100.00,0
437,Dwayne Harris,OAK,WR,1,1,100.00,0
438,Cam Sims,WAS,WR,1,1,100.00,0
439,Zach Gentry,PIT,TE,1,1,100.00,0
440,Garrett Bradbury,MIN,C,1,1,100.00,0
441,Jeff Driskel,DET,QB,1,1,100.00,0
442,Michael Deiter,MIA,OG,1,1,100.00,0
443,Nick Scott,LA,SAF,1,1,100.00,0
444,Rico Gafford,OAK,WR,1,1,100.00,1
445,Robert Davis,PHI,WR,1,1,100.00,0
446,David Quessenberry,TEN,OG,1,1,100.00,1
447,Deshaun Watson,HOU,QB,1,1,100.00,1
448,Andy Dalton,CIN,QB,1,1,100.00,0
449,Kaleb McGary,ATL,OT,1,1,100.00,0
450,Dennis Kelly,TEN,OT,1,1,100.00,1
451,Tyler Ervin,GB,RB,1,1,100.00,0
452,Kevin Byard,TEN,FS,1,1,100.00,0
453,Jacoby Brissett,IND,QB,1,1,100.00,0
454,Javorius Allen,NYG,RB,1,1,100.00,0
455,Chris Manhertz,CAR,TE,1,1,100.00,0
456,Dalyn Dawkins,TEN,RB,0,1,0.00,0
457,Jay Ajayi,PHI,RB,0,1,0.00,0
458,Alexander Hollins,MIN,WR,0,1,0.00,0
459,Tyrod Taylor,LAC,QB,0,1,0.00,0
460,Michael Burton,WAS,RB,0,1,0.00,0
461,Chad Williams,IND,WR,0,1,0.00,0
462,Jordan Thomas,HOU,TE,0,1,0.00,0
463,Kirk Cousins,MIN,QB,0,1,0.00,0
464,Dane Cruikshank,TEN,DB,0,1,0.00,0
465,Jace Sternberger,GB,TE,0,1,0.00,0
466,Justin Hardee,NO,DB,0,1,0.00,0
467,George Fant,SEA,OT,0,1,0.00,0
468,Steven Mitchell,HOU,WR,0,1,0.00,0
"
",,,,,,,
" 
",,,,,,,
" 
",,,,,,,
" 
",,,,,,,
"
",,,,,,,
