Rank,Player,,Player_Name,Min Pick,Max Pick,% Selected,Position,Team,PositionRank
46,Crabtree,Michael,Michael Crabtree,1,370,80,WR,SFO,20
47,Sankey,Bishop,Bishop Sankey,1,885,96,RB,TEN,19
48,Jackson,DeSean,DeSean Jackson,1,427,79,WR,WAS,21
49,Floyd,Michael,Michael Floyd,1,350,81,WR,ARI,22
50,Gerhart,Toby,Toby Gerhart,1,576,84,RB,JAC,20
51,Cameron,Jordan,Jordan Cameron,1,446,79,TE,CLE,4
52,Hilton,T.Y.,T.Y. Hilton,1,360,81,WR,IND,23
53,Davis,Vernon,Vernon Davis,1,374,79,TE,SFO,5
54,Foles,Nick,Nick Foles,1,561,77,QB,PHI,6
55,Jennings,Rashad,Rashad Jennings,1,463,81,RB,NYG,21
56,Brady,Tom,Tom Brady,1,487,77,QB,NEP,7
57,Gore,Frank,Frank Gore,1,578,80,RB,SFO,22
58,Welker,Wes,Wes Welker,1,615,80,WR,DEN,24
59,Edelman,Julian,Julian Edelman,1,364,83,WR,NEP,25
60,Tate,Ben,Ben Tate,1,622,80,RB,PIT,23
61,Smith,Torrey,Torrey Smith,1,344,81,WR,BAL,26
62,Watkins,Sammy,Sammy Watkins,1,881,95,WR,BUF,27
63,Johnson,Chris,Chris Johnson,1,685,80,RB,NYJ,24
64,Ryan,Matt,Matt Ryan,1,482,77,QB,ATL,8
65,Richardson,Trent,Trent Richardson,1,450,80,RB,IND,25
66,Maclin,Jeremy,Jeremy Maclin,1,422,83,WR,PHI,28
68,Bell,Joique,Joique Bell,1,540,82,RB,DET,26
69,Sanders,Emmanuel,Emmanuel Sanders,1,340,83,WR,DEN,29
71,Witten,Jason,Jason Witten,1,428,81,TE,DAL,6
72,Newton,Cam,Cam Newton,1,478,76,QB,CAR,9
73,Cooks,Brandin,Brandin Cooks,1,884,94,WR,NOS,30
75,Colston,Marques,Marques Colston,3,476,81,WR,NOS,31
76,Wallace,Mike,Mike Wallace,1,332,80,WR,MIA,32
77,Wright,Kendall,Kendall Wright,1,347,79,WR,TEN,33
79,Seahawks,Seattle,Seattle Seahawks,1,485,73,Def,SEA,1
80,Decker,Eric,Eric Decker,1,379,79,WR,NYJ,34
83,Evans,Mike,Mike Evans,1,882,92,WR,TBB,35
84,Reed,Jordan,Jordan Reed,1,471,79,TE,WAS,7
86,Rudolph,Kyle,Kyle Rudolph,1,379,80,TE,MIN,8
87,Kaepernick,Colin,Colin Kaepernick,1,490,77,QB,SFO,10
89,Thomas,Pierre,Pierre Thomas,1,583,80,RB,NOS,27
91,Olsen,Greg,Greg Olsen,1,320,80,TE,CAR,9
92,Tate,Golden,Golden Tate,3,342,81,WR,DET,36
93,Benjamin,Kelvin,Kelvin Benjamin,1,894,94,WR,CAR,37
94,Griffin III,Robert,Robert Griffin III,1,489,75,QB,WAS,11
95,Wayne,Reggie,Reggie Wayne,2,476,81,WR,IND,38
96,Cutler,Jay,Jay Cutler,1,483,80,QB,CHI,12
97,Hyde,Carlos,Carlos Hyde,1,887,91,RB,SFO,28
98,Wilson,Russell,Russell Wilson,1,486,78,QB,SEA,13
99,Jones-Drew,Maurice,Maurice Jones-Drew,1,581,80,RB,OAK,29
100,Williams,Terrance,Terrance Williams,1,444,80,WR,DAL,39
101,Romo,Tony,Tony Romo,1,471,79,QB,DAL,14
103,Pitta,Dennis,Dennis Pitta,2,526,79,TE,BAL,10
107,Ridley,Stevan,Stevan Ridley,2,831,78,RB,NEP,30
109,Miller,Lamar,Lamar Miller,3,547,78,RB,MIA,31
110,Moreno,Knowshon,Knowshon Moreno,1,612,79,RB,MIA,32
111,Jackson,Steven,Steven Jackson,2,586,79,RB,ATL,33
113,Ertz,Zach,Zach Ertz,1,616,79,TE,PHI,11
115,Sproles,Darren,Darren Sproles,2,588,79,RB,PHI,34
118,Freeman,Devonta,Devonta Freeman,1,890,86,RB,ATL,35
119,Hill,Jeremy,Jeremy Hill,1,889,84,RB,CIN,36
120,Rivers,Philip,Philip Rivers,1,494,78,QB,SDC,15
122,Hopkins,DeAndre,DeAndre Hopkins,1,369,73,WR,HOU,40
124,Woodhead,Danny,Danny Woodhead,1,766,75,RB,SDC,37
126,West,Terrance,Terrance West,2,888,80,RB,CLE,38
127,49ers,San Francisco,San Francisco 49ers,1,481,73,Def,SFO,2
128,Savage,Tom,Tom Savage,3,724,8,QB,HOU,16
129,Matthews,Jordan,Jordan Matthews,1,883,77,WR,PHI,41
130,Bowe,Dwayne,Dwayne Bowe,3,459,76,WR,KCC,42
131,Jackson,Fred,Fred Jackson,1,514,77,RB,BUF,39
132,Niklas,Troy,Troy Niklas,4,935,10,TE,ARI,12
133,Ebron,Eric,Eric Ebron,1,896,82,TE,DET,13
134,Huff,Josh,Josh Huff,12,932,10,WR,PHI,43
135,Randle,Rueben,Rueben Randle,4,564,73,WR,NYG,44
137,Thomas,Logan,Logan Thomas,1,689,7,QB,ARI,17
138,Panthers,Carolina,Carolina Panthers,3,479,75,Def,CAR,3
139,Dalton,Andy,Andy Dalton,1,481,78,QB,CIN,18
140,Cooper,Riley,Riley Cooper,3,490,77,WR,PHI,45
144,Hunter,Justin,Justin Hunter,2,439,71,WR,TEN,46
145,Bryant,Martavis,Martavis Bryant,2,910,23,WR,PIT,47
146,Pierce,Bernard,Bernard Pierce,2,620,74,RB,BAL,40
148,Mettenberger,Zach,Zach Mettenberger,5,704,9,QB,TEN,19
149,Bennett,Martellus,Martellus Bennett,1,423,75,TE,CHI,14
151,Lyerla,Colt,Colt Lyerla,15,927,11,TE,FA,15
154,Seastrunk,Lache,Lache Seastrunk,7,933,17,RB,TEN,41
155,Boldin,Anquan,Anquan Boldin,1,379,74,WR,SFO,48
156,Ellington,Bruce,Bruce Ellington,11,921,8,WR,SFO,49
157,Johnson,Storm,Storm Johnson,6,930,18,RB,JAC,42
158,Grice,Marion,Marion Grice,12,694,7,RB,ARI,43
159,Williams,Andre,Andre Williams,2,923,75,RB,NYG,44
160,Austin,Tavon,Tavon Austin,4,398,69,WR,STL,50
161,Garoppolo,Jimmy,Jimmy Garoppolo,3,931,9,QB,NEP,20
163,Green,Ladarius,Ladarius Green,5,572,72,TE,SDC,16
164,Moncrief,Donte,Donte Moncrief,6,901,26,WR,IND,51
165,Roethlisberger,Ben,Ben Roethlisberger,1,566,76,QB,PIT,21
166,Coleman,Brandon,Brandon Coleman,2,936,6,WR,FA,52
167,Shorts,Cecil,Cecil Shorts,5,449,71,WR,JAC,53
171,Abbrederis,Jared,Jared Abbrederis,1,878,9,WR,GBP,54
172,Richardson,Paul,Paul Richardson,5,917,21,WR,SEA,55
174,Janis,Jeff,Jeff Janis,12,763,11,WR,GBP,56
175,Gostkowski,Stephen,Stephen Gostkowski,1,466,79,PK,NEP,1
176,Landry,Jarvis,Jarvis Landry,3,911,22,WR,MIA,57
177,Evans,Shaq,Shaq Evans,17,709,5,WR,NYJ,58
178,Carr,Derek,Derek Carr,1,919,25,QB,OAK,22
179,Rams,St. Louis,St. Louis Rams,5,407,74,Def,STL,4
180,Robinson,Allen,Allen Robinson,4,900,30,WR,JAC,59
181,Nicks,Hakeem,Hakeem Nicks,2,660,71,WR,IND,60
182,Lee,Marqise,Marqise Lee,1,893,66,WR,JAC,61
183,Broncos,Denver,Denver Broncos,4,334,74,Def,DEN,5
184,Mason,Tre,Tre Mason,1,897,62,RB,STL,45
186,Crowell,Isaiah,Isaiah Crowell,3,925,22,RB,CLE,46
187,Adams,Davante,Davante Adams,1,902,37,WR,GBP,62
188,McKinnon,Jerick,Jerick McKinnon,1,926,23,RB,MIN,47
189,Beckham,Odell,Odell Beckham,1,886,55,WR,NYG,63
190,Ingram,Mark,Mark Ingram,2,590,71,RB,NOS,48
191,Bortles,Blake,Blake Bortles,1,903,42,QB,JAC,23
192,Manziel,Johnny,Johnny Manziel,1,891,69,QB,CLE,24
193,Clay,Charles,Charles Clay,7,474,69,TE,MIA,17
194,Gaffney,Tyler,Tyler Gaffney,13,754,5,RB,NEP,49
195,Sims,Charles,Charles Sims,5,916,29,RB,TBB,50
196,McFadden,Darren,Darren McFadden,6,534,70,RB,OAK,51
197,Amendola,Danny,Danny Amendola,2,614,69,WR,NEP,64
198,Chiefs,Kansas City,Kansas City Chiefs,1,484,73,Def,KCC,6
199,Williams,DeAngelo,DeAngelo Williams,3,583,72,RB,CAR,52
200,Bridgewater,Teddy,Teddy Bridgewater,1,892,46,QB,MIN,25
202,Michael,Christine,Christine Michael,3,622,61,RB,SEA,53
203,Latimer,Cody,Cody Latimer,2,899,51,WR,DEN,65
204,Fiedorowicz,C.J.,C.J. Fiedorowicz,9,797,11,TE,HOU,18
206,Bengals,Cincinnati,Cincinnati Bengals,1,476,73,Def,CIN,7
207,Wheaton,Markus,Markus Wheaton,1,615,66,WR,PIT,66
208,Street,Devin,Devin Street,16,929,6,WR,DAL,67
209,Taliaferro,Lorenzo,Lorenzo Taliaferro,2,918,16,RB,BAL,54
211,Seferian-Jenkins,Austin,Austin Seferian-Jenkins,2,909,43,TE,TBB,19
212,Carey,Ka'Deem,Ka'Deem Carey,4,905,41,RB,CHI,55
213,Robinson,Khiry,Khiry Robinson,1,445,63,RB,NOS,56
214,Amaro,Jace,Jace Amaro,2,908,38,TE,NYJ,20
215,Thomas,De'Anthony,De'Anthony Thomas,3,705,15,RB,KCC,57
219,Patriots,New England,New England Patriots,2,389,73,Def,NEP,8
220,Stills,Kenny,Kenny Stills,6,413,61,WR,NOS,68
222,White,James,James White,1,915,47,RB,NEP,58
225,Gates,Antonio,Antonio Gates,3,513,68,TE,SDC,21
226,Palmer,Carson,Carson Palmer,4,558,66,QB,ARI,26
227,Cardinals,Arizona,Arizona Cardinals,4,458,71,Def,ARI,9
228,Prater,Matt,Matt Prater,2,570,73,PK,DET,2
229,Archer,Dri,Dri Archer,3,693,22,RB,PIT,59
231,Jennings,Greg,Greg Jennings,7,465,62,WR,MIN,69
233,Miller,Heath,Heath Miller,5,571,65,TE,PIT,22
234,Tannehill,Ryan,Ryan Tannehill,1,470,62,QB,MIA,27
236,Brown,John,John Brown,2,694,30,WR,ARI,70
239,Boykin,Jarrett,Jarrett Boykin,1,627,58,WR,GBP,71
240,Hauschka,Steven,Steven Hauschka,1,572,80,PK,SEA,3
241,Smith,Steve,Steve Smith,1,497,63,WR,BAL,72
244,Smith,Alex,Alex Smith,1,465,59,QB,KCC,28
245,Tucker,Justin,Justin Tucker,3,574,79,PK,BAL,4
247,Jones,Marvin,Marvin Jones,4,575,50,WR,CIN,73
248,Eifert,Tyler,Tyler Eifert,4,463,54,TE,CIN,23
249,Allen,Dwayne,Dwayne Allen,1,523,53,TE,IND,24
251,Blue,Alfred,Alfred Blue,1,783,17,RB,HOU,60
253,Hartline,Brian,Brian Hartline,7,477,54,WR,MIA,74
255,Kelce,Travis,Travis Kelce,2,592,52,TE,KCC,25
256,Flacco,Joe,Joe Flacco,1,567,56,QB,BAL,29
258,Dobson,Aaron,Aaron Dobson,10,500,50,WR,NEP,75
259,Manning,Eli,Eli Manning,1,610,55,QB,NYG,30
260,Jones,James,James Jones,7,491,55,WR,OAK,76
261,Rodgers,Richard,Richard Rodgers,1,697,30,TE,GBP,26
263,Texans,Houston,Houston Texans,3,485,64,Def,HOU,10
264,Blount,LeGarrette,LeGarrette Blount,3,505,57,RB,NEP,61
265,Britt,Kenny,Kenny Britt,6,427,50,WR,STL,77
266,Davis,Knile,Knile Davis,8,593,55,RB,KCC,62
267,Walker,Delanie,Delanie Walker,3,480,53,TE,TEN,27
269,Crosby,Mason,Mason Crosby,2,664,78,PK,GBP,5
273,Ivory,Chris,Chris Ivory,1,591,52,RB,NYJ,63
274,Stewart,Jonathan,Jonathan Stewart,1,579,51,RB,CAR,64
275,Baldwin,Doug,Doug Baldwin,1,469,48,WR,SEA,78
277,Dawson,Phil,Phil Dawson,4,686,76,PK,SFO,6
278,Dunbar,Lance,Lance Dunbar,1,555,43,RB,DAL,65
280,Bailey,Dan,Dan Bailey,3,700,77,PK,DAL,7
282,Bradshaw,Ahmad,Ahmad Bradshaw,3,596,48,RB,IND,66
283,Hawkins,Andrew,Andrew Hawkins,1,518,39,WR,CLE,79
284,Grimes,Jonathan,Jonathan Grimes,3,652,26,RB,HOU,67
285,McCown,Josh,Josh McCown,4,842,43,QB,TBB,31
286,Bears,Chicago,Chicago Bears,9,383,54,Def,CHI,11
288,Wilson,David,David Wilson,11,683,13,RB,FA,68
291,Vinatieri,Adam,Adam Vinatieri,1,703,72,PK,IND,8
292,Fleener,Coby,Coby Fleener,6,567,40,TE,IND,28
297,Greene,Shonn,Shonn Greene,5,578,41,RB,TEN,69
299,Saints,New Orleans,New Orleans Saints,4,483,45,Def,NOS,12
300,Browns,Cleveland,Cleveland Browns,2,470,47,Def,CLE,13
302,Bradford,Sam,Sam Bradford,1,852,22,QB,STL,32
303,Austin,Miles,Miles Austin,2,551,43,WR,CLE,80
304,Woods,Robert,Robert Woods,7,467,34,WR,BUF,81
305,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,7,487,46,Def,TBB,14
307,Hurns,Allen,Allen Hurns,3,663,8,WR,JAC,82
309,Bills,Buffalo,Buffalo Bills,7,482,44,Def,BUF,15
310,Wright,Tim,Tim Wright,4,719,29,TE,NEP,29
312,Anderson,C.J.,C.J. Anderson,1,662,25,RB,DEN,70
313,Packers,Green Bay,Green Bay Packers,5,485,36,Def,GBP,16
314,Ravens,Baltimore,Baltimore Ravens,8,492,39,Def,BAL,17
315,Walsh,Blair,Blair Walsh,10,832,63,PK,MIN,9
316,Steelers,Pittsburgh,Pittsburgh Steelers,4,439,40,Def,PIT,18
317,Graham,Garrett,Garrett Graham,7,619,32,TE,HOU,30
318,Cook,Jared,Jared Cook,8,578,33,TE,STL,31
320,Hillman,Ronnie,Ronnie Hillman,1,779,27,RB,DEN,71
324,Parkey,Cody,Cody Parkey,2,918,12,PK,PHI,10
325,Gould,Robbie,Robbie Gould,8,626,57,PK,CHI,11
326,Starks,James,James Starks,7,719,32,RB,GBP,72
327,Locker,Jake,Jake Locker,1,825,29,QB,TEN,33
329,Graham,Shayne,Shayne Graham,9,660,48,PK,NOS,12
330,Brown,Bryce,Bryce Brown,13,603,26,RB,BUF,73
332,Bryant,Matt,Matt Bryant,10,857,58,PK,ATL,13
333,McManus,Brandon,Brandon McManus,16,904,5,PK,DEN,14
334,McCluster,Dexter,Dexter McCluster,6,628,27,RB,TEN,74
335,Douglas,Harry,Harry Douglas,2,572,30,WR,ATL,83
337,LaFell,Brandon,Brandon LaFell,4,605,22,WR,NEP,84
338,Novak,Nick,Nick Novak,11,709,53,PK,SDC,15
339,Hill,Shaun,Shaun Hill,6,805,7,QB,STL,34
340,Floyd,Malcom,Malcom Floyd,3,580,27,WR,SDC,85
341,Manuel,E.J.,E.J. Manuel,2,881,25,QB,BUF,35
342,Sanu,Mohamed,Mohamed Sanu,8,665,18,WR,CIN,86
343,Helu,Roy,Roy Helu,11,594,32,RB,WAS,75
344,Lattimore,Marcus,Marcus Lattimore,4,635,17,RB,FA,76
345,Smith,Geno,Geno Smith,3,882,24,QB,NYJ,36
346,Wilson,Marquess,Marquess Wilson,8,671,10,WR,CHI,87
347,Cunningham,Benny,Benny Cunningham,11,637,15,RB,STL,77
349,Cassel,Matt,Matt Cassel,1,741,10,QB,MIN,37
350,Streater,Rod,Rod Streater,12,565,28,WR,OAK,88
352,Brown,Andre,Andre Brown,13,543,13,RB,FA,78
353,Cowboys,Dallas,Dallas Cowboys,3,517,6,Def,DAL,19
354,Freese,Nate,Nate Freese,5,714,24,PK,FA,16
355,Brown,Donald,Donald Brown,3,667,26,RB,SDC,79
356,Johnson,Stevie,Stevie Johnson,11,614,24,WR,SFO,89
357,Fitzpatrick,Ryan,Ryan Fitzpatrick,9,813,17,QB,HOU,38
358,Catanzaro,Chandler,Chandler Catanzaro,2,875,5,PK,ARI,17
359,Murray,Latavius,Latavius Murray,4,564,14,RB,OAK,80
360,Cotchery,Jerricho,Jerricho Cotchery,2,551,23,WR,CAR,90
361,Thompkins,Kenbrell,Kenbrell Thompkins,5,589,21,WR,OAK,91
362,Rodgers,Jacquizz,Jacquizz Rodgers,9,629,21,RB,ATL,81
363,Eagles,Philadelphia,Philadelphia Eagles,9,495,24,Def,PHI,20
364,Janikowski,Sebastian,Sebastian Janikowski,12,850,32,PK,OAK,18
365,Turbin,Robert,Robert Turbin,3,645,12,RB,SEA,82
366,Jets,New York,New York Jets,17,536,25,Def,NYJ,21
367,Zuerlein,Greg,Greg Zuerlein,13,629,36,PK,STL,19
368,Quarless,Andrew,Andrew Quarless,10,841,7,TE,GBP,32
369,Colts,Indianapolis,Indianapolis Colts,10,516,18,Def,IND,22
370,Lions,Detroit,Detroit Lions,7,499,21,Def,DET,23
371,Schaub,Matt,Matt Schaub,2,812,11,QB,OAK,39
372,Kearse,Jermaine,Jermaine Kearse,9,614,12,WR,SEA,92
373,Giants,New York,New York Giants,2,494,20,Def,NYG,24
374,Johnson,Charles,Charles Johnson,6,623,6,WR,MIN,93
375,Riddick,Theo,Theo Riddick,8,811,7,RB,DET,83
376,Hoyer,Brian,Brian Hoyer,5,816,8,QB,CLE,40
377,Williams,Mike,Mike Williams,10,604,20,WR,FA,94
378,Holmes,Andre,Andre Holmes,7,824,13,WR,OAK,95
379,Celek,Brent,Brent Celek,2,637,11,TE,PHI,33
380,Robinson,Adrien,Adrien Robinson,24,698,5,TE,NYG,34
381,Taylor,Stepfan,Stepfan Taylor,20,649,11,RB,ARI,84
382,Moore,Denarius,Denarius Moore,1,645,14,WR,OAK,96
383,Henery,Alex,Alex Henery,24,712,23,PK,FA*,20
384,Toilolo,Levine,Levine Toilolo,7,662,14,TE,ATL,35
385,Vikings,Minnesota,Minnesota Vikings,19,514,12,Def,MIN,25
386,Folk,Nick,Nick Folk,18,638,24,PK,NYJ,21
387,Vick,Michael,Michael Vick,5,815,11,QB,NYJ,41
388,Caldwell,Andre,Andre Caldwell,5,885,5,WR,DEN,97
389,Polk,Chris,Chris Polk,4,662,9,RB,PHI,85
390,Dolphins,Miami,Miami Dolphins,6,511,16,Def,MIA,26
391,Rogers,Da'Rick,Da'Rick Rogers,3,782,8,WR,KCC,98
392,Suisham,Shaun,Shaun Suisham,13,807,23,PK,PIT,22
393,Daniels,Owen,Owen Daniels,2,896,5,TE,BAL,36
394,Gresham,Jermaine,Jermaine Gresham,9,643,7,TE,CIN,37
395,Henne,Chad,Chad Henne,6,821,5,QB,JAC,42
396,Carpenter,Dan,Dan Carpenter,26,838,20,PK,BUF,23
397,Barth,Connor,Connor Barth,2,828,6,PK,DEN,24
398,Jernigan,Jerrel,Jerrel Jernigan,5,795,6,WR,NYG,99
399,Nugent,Mike,Mike Nugent,17,808,16,PK,CIN,25
400,Lewis,Marcedes,Marcedes Lewis,25,728,13,TE,JAC,38
401,Redskins,Washington,Washington Redskins,23,538,6,Def,WAS,27
402,Quick,Brian,Brian Quick,6,708,7,WR,STL,100
403,Cousins,Kirk,Kirk Cousins,1,823,6,QB,WAS,43
404,Brown,Marlon,Marlon Brown,12,668,10,WR,BAL,101
405,Chargers,San Diego,San Diego Chargers,15,479,9,Def,SDC,28
406,Green-Ellis,BenJarvus,BenJarvus Green-Ellis,14,717,6,RB,FA*,86
407,Gano,Graham,Graham Gano,17,814,18,PK,CAR,26
408,Rainey,Bobby,Bobby Rainey,3,759,6,RB,TBB,87
409,Todman,Jordan,Jordan Todman,14,681,7,RB,JAC,88
410,Escobar,Gavin,Gavin Escobar,8,680,5,TE,DAL,39
411,Tolbert,Mike,Mike Tolbert,4,734,7,RB,CAR,89
412,Succop,Ryan,Ryan Succop,1,813,16,PK,TEN,27
413,Bostick,Brandon,Brandon Bostick,15,887,5,TE,GBP,40
414,Moore,Lance,Lance Moore,12,684,6,WR,PIT,102
415,Fauria,Joseph,Joseph Fauria,25,823,6,TE,DET,41
416,Washington,Nate,Nate Washington,8,664,8,WR,TEN,103
417,Bailey,Stedman,Stedman Bailey,29,785,5,WR,STL,104
418,Titans,Tennessee,Tennessee Titans,23,504,10,Def,TEN,29
419,Jaguars,Jacksonville,Jacksonville Jaguars,11,670,6,Def,JAC,30
420,Rivera,Mychal,Mychal Rivera,26,674,7,TE,OAK,42
421,Chandler,Scott,Scott Chandler,26,806,6,TE,BUF,43
422,Finley,Jermichael,Jermichael Finley,35,700,5,TE,FA*,44
423,Feely,Jay,Jay Feely,39,818,10,PK,CHI,28
424,Sturgis,Caleb,Caleb Sturgis,13,817,11,PK,MIA,29
425,Brown,Josh,Josh Brown,35,844,8,PK,NYG,30
426,Hill,Stephen,Stephen Hill,14,862,5,WR,CAR,105
427,Forbath,Kai,Kai Forbath,37,870,5,PK,WAS,31
428,Kerley,Jeremy,Jeremy Kerley,5,680,5,WR,NYJ,106
