"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"65","Austin Seferian-Jenkins (FA)","11","19","90","8.2","21","1","1","0","0","0","0","5","20.5","4.1","0.0%"
"66","Logan Paulsen (FA)","9","9","91","10.1","19","0","1","0","0","0","0","15","19.6","1.3","0.0%"
"67","Scott Simonson (FA)","9","14","86","9.6","24","1","1","0","0","0","0","16","19.1","1.2","0.0%"
"68","Nick O'Leary (FA)","8","10","86","10.8","19","0","1","0","0","0","0","12","18.6","1.6","0.0%"
"69","Dalton Schultz (DAL)","12","17","116","9.7","17","0","0","0","0","0","0","11","17.6","1.6","25.2%"
"70","Derek Carrier (LV)","7","12","67","9.6","23","1","1","0","0","0","0","16","16.2","1.0","0.0%"
"71","Seth DeValve (ARI)","5","7","74","14.8","26","2","1","0","0","0","0","13","15.9","1.2","0.0%"
"72","Robert Tonyan (GB)","4","6","77","19.3","54","1","1","0","0","0","0","16","15.7","1.0","70.7%"
"73","Adam Shaheen (MIA)","5","6","48","9.6","23","1","1","0","0","0","0","6","15.3","2.6","0.0%"
"74","Luke Willson (BAL)","13","19","87","6.7","13","0","0","0","0","0","0","14","15.2","1.1","0.1%"
"75","Niles Paul (FA)","10","13","98","9.8","22","1","0","1","-3","0","0","6","14.5","2.4","0.0%"
"76","Logan Thomas (WAS)","12","17","77","6.4","24","1","0","0","0","0","0","12","14.3","1.2","32.7%"
"77","Jeremy Sprinkle (WAS)","5","9","41","8.2","15","0","1","0","0","0","0","16","12.6","0.8","0.1%"
"78","Darren Waller (LV)","6","6","75","12.5","44","1","0","1","21","0","0","4","12.6","3.2","99.4%"
"79","Jake Butt (DEN)","8","13","85","10.6","22","2","0","0","0","0","0","3","12.5","4.2","0.1%"
"80","A.J. Derby (FA)","3","5","48","16.0","19","0","1","0","0","0","0","4","12.3","3.1","0.0%"
"81","Chris Manhertz (CAR)","2","5","52","26.0","50","1","1","0","0","0","0","16","12.2","0.8","0.0%"
"82","Jermaine Gresham (FA)","9","12","94","10.4","26","1","0","0","0","0","1","13","11.9","0.9","0.0%"
"83","Eric Tomlinson (BAL)","8","14","72","9.0","24","1","0","0","0","0","0","15","11.2","0.7","0.1%"
"84","Blake Bell (DAL)","8","11","67","8.4","16","0","0","0","0","0","0","10","10.7","1.1","0.1%"
"85","Xavier Grimble (BAL)","6","8","86","14.3","23","2","0","0","0","0","1","16","9.6","0.6","0.0%"
"86","Josh Perkins (PHI)","5","11","67","13.4","30","1","0","0","0","0","0","9","9.2","1.0","0.0%"
"87","Matt Lengel (FA)","3","8","17","5.7","9","0","1","0","0","0","0","11","9.2","0.8","0.0%"
"88","David Grinnage (FA)","6","8","61","10.2","24","1","0","0","0","0","0","4","9.1","2.3","0.0%"
"89","Antony Auclair (TB)","7","8","48","6.9","12","0","0","0","0","0","0","16","8.3","0.5","0.0%"
"90","Anthony Firkser (TEN)","19","20","225","11.8","28","3","1","0","0","0","0","12","8.1","0.7","6.5%"
"91","Durham Smythe (MIA)","6","11","50","8.3","21","1","0","0","0","0","0","15","8.0","0.5","0.1%"
"92","Neal Sterling (FA)","6","8","47","7.8","12","0","0","0","0","0","0","5","7.7","1.5","0.0%"
"93","Eric Saubert (JAC)","5","9","48","9.6","17","0","0","0","0","0","0","16","7.3","0.5","0.0%"
"94","Delanie Walker (FA)","4","7","52","13.0","16","0","0","0","0","0","0","1","7.2","7.2","0.1%"
"95","Jacob Hollister (SEA)","4","5","52","13.0","23","1","0","0","0","0","0","8","7.2","0.9","0.7%"
"96","David Morgan (FA)","5","6","36","7.2","13","0","0","0","0","0","0","11","6.1","0.6","0.0%"
"97","Rico Gathers (FA)","3","7","45","15.0","32","1","0","0","0","0","0","15","6.0","0.4","0.0%"
"98","Brian Parker (FA)","5","10","33","6.6","11","0","0","0","0","0","0","13","5.8","0.4","0.0%"
"99","Ben Braunecker (FA)","3","5","42","14.0","20","1","0","0","0","0","0","15","5.7","0.4","0.0%"
"100","Tyler Kroft (BUF)","4","6","36","9.0","16","0","0","0","0","0","0","5","5.6","1.1","0.3%"
"101","Marcedes Lewis (GB)","3","4","39","13.0","30","1","0","0","0","0","0","16","5.4","0.3","0.1%"
"102","John Phillips (FA)","3","3","38","12.7","24","1","0","0","0","0","0","8","5.3","0.7","0.0%"
"103","Jordan Franks (CLE)","2","3","37","18.5","32","1","0","0","0","0","0","6","4.7","0.8","0.0%"
"104","Dwayne Allen (FA)","3","4","27","9.0","21","1","0","0","0","0","0","13","4.2","0.3","0.0%"
"105","Orson Charles (FA)","3","5","23","7.7","9","0","0","0","0","0","0","13","3.8","0.3","0.0%"
"106","Dan Arnold (ARI)","12","19","150","12.5","25","4","1","0","0","0","0","10","3.0","0.3","0.4%"
"107","Sean Culkin (BAL)","1","1","24","24.0","24","1","0","0","0","0","0","13","2.9","0.2","0.0%"
"108","Tyrone Swoopes (FA)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.8","2.8","0.0%"
"109","Ross Dwelley (SF)","2","2","14","7.0","8","0","0","0","0","0","0","11","2.4","0.2","0.8%"
"110","Hakeem Valles (FA)","2","3","11","5.5","6","0","0","0","0","0","0","3","2.1","0.7","0.0%"
"111","Dion Sims (FA)","2","4","9","4.5","9","0","0","0","0","0","0","8","1.9","0.2","0.0%"
"112","Matt Flanagan (JAC)","1","2","14","14.0","14","0","0","0","0","0","0","3","1.9","0.6","0.0%"
"113","Alan Cross (FA)","2","5","9","4.5","6","0","0","0","0","0","0","14","1.9","0.1","0.0%"
"114","Richard Rodgers (PHI)","1","1","7","7.0","7","0","0","0","0","0","0","7","1.2","0.2","4.4%"
"115","Johnny Mundt (LAR)","1","1","5","5.0","5","0","0","0","0","0","0","10","1.0","0.1","0.0%"
"116","Khari Lee (DET)","1","1","5","5.0","5","0","0","0","0","0","0","2","1.0","0.5","0.0%"
"117","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"118","Daniel Helm (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Matt Sokol (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jaeden Graham (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Garrett Dickerson (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"124","Kaden Smith (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"125","T.J. Hockenson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.2%"
"126","Hakeem Butler (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"127","Dax Raymond (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Brandon Dillon (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Dawson Knox (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"131","Kahale Warring (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Jace Sternberger (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"134","Caleb Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Irv Smith Jr. (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6%"
"136","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"141","Hale Hentges (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Austin Fort (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Justin Johnson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Donald Parham Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Josh Oliver (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Nate Becker (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Jesper Horsted (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Connor Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Pharaoh Brown (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Evan Baylis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Paul Quessenberry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Cole Hikutini (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Mason Schreck (CIN)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"156","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Darrell Daniels (ARI)","0","2","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"158","Colin Thompson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Nick Keizer (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Kevin Rader (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Donnie Ernsberger (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"162","Tanner Hudson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Nate Wozniak (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Deon Yelder (KC)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"165","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Troy Fumagalli (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","David Wells (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Marcus Baugh (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Ethan Wolf (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Noah Fant (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.4%"
"171","Ryan Izzo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"172","Dylan Cantrell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Tyler Conklin (MIN)","5","7","77","15.4","33","2","0","0","0","0","0","16","0.0","0.0","0.0%"
"174","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Charles Jones (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Thaddeus Moss (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"178","Kyle Markway (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Charlie Taumoepeau (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Noah Togiai (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Ben Ellefson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Tyler Davis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"188","Tommy Stevens (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Jake Burt (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Rashod Berry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Nate Wieting (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Eli Wolf (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Tyler Simmons (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Jacob Breeland (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Darion Clark (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"201","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Hunter Bryant (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Jared Pinkney (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Harrison Bryant (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"206","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"207","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"208","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Nakia Griffin-Stewart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Chase Harrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Farrod Green (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Jerell Adams (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","John Nalbone (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Bruce Miller (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Daniel Hardy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Deangelo Peterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"226","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Buck Ortega (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Jake Nordin (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Jason Witten (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"233","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Jason Vander Laan (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Daniel Brown (NYJ)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"237","Ross Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"239","Jake Fisher (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"240","Gabe Holmes (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"241","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"242","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"243","Clive Walford (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"244","J.P. Holtz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Alex Ellis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"246","Cole Wick (NO)","0","1","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"247","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"249","Kevin McDermott (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"250","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"251","Hunter Henry (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.3%"
"252","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Temarrick Hemingway (WAS)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"254","Ben Koyack (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"255","Jerome Cunningham (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"256","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"257","Dominique Dafney (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
