"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"31","Dion Lewis (NYG)","155","517","3.3","36","2","1","59","67","400","6.8","1","1","16","131.2","8.2","1.9%"
"32","Isaiah Crowell (FA)","143","685","4.8","77","6","6","21","28","152","7.2","0","0","13","130.2","10.0","0.0%"
"33","Nyheim Hines (IND)","85","314","3.7","18","0","2","63","81","425","6.7","2","0","16","129.4","8.1","80.4%"
"34","Kerryon Johnson (DET)","118","641","5.4","71","6","3","32","39","213","6.7","1","1","10","123.4","12.3","24.8%"
"35","Jalen Richard (LV)","55","259","4.7","30","3","1","68","81","607","8.9","0","2","16","122.6","7.7","3.7%"
"36","Latavius Murray (NO)","140","578","4.1","38","6","6","22","26","141","6.4","0","0","16","120.9","7.6","63.7%"
"37","Mike Davis (CAR)","112","514","4.6","37","2","4","34","42","214","6.3","1","0","15","119.8","8.0","84.9%"
"38","Doug Martin (FA)","172","723","4.2","29","2","4","18","24","116","6.4","0","3","16","110.9","6.9","0.0%"
"39","LeSean McCoy (TB)","161","514","3.2","28","3","3","34","46","238","7.0","0","0","14","110.2","7.9","1.4%"
"40","Leonard Fournette (TB)","133","439","3.3","25","2","5","22","26","185","8.4","1","0","8","109.4","13.7","75.6%"
"41","Duke Johnson Jr. (HOU)","40","201","5.0","23","1","0","47","62","429","9.1","3","0","16","108.5","6.8","59.3%"
"42","Wendell Smallwood (PIT)","87","364","4.2","15","0","3","28","35","230","8.2","2","1","16","103.4","6.5","0.0%"
"43","Alex Collins (SEA)","114","411","3.6","19","0","7","15","21","105","7.0","1","3","10","101.1","10.1","0.6%"
"44","Jamaal Williams (GB)","121","464","3.8","20","1","3","27","41","210","7.8","0","0","16","100.9","6.3","55.0%"
"45","Frank Gore (NYJ)","156","722","4.6","39","5","0","12","16","124","10.3","1","0","14","96.6","6.9","36.4%"
"46","Royce Freeman (DEN)","130","521","4.0","24","2","5","14","20","72","5.1","0","1","14","94.3","6.7","2.9%"
"47","Carlos Hyde (SEA)","172","571","3.3","22","1","5","10","16","33","3.3","0","1","14","93.4","6.7","27.7%"
"48","Gus Edwards (BAL)","137","718","5.2","43","4","2","2","2","20","10.0","0","0","11","88.8","8.1","30.1%"
"49","Alfred Blue (FA)","150","499","3.3","17","0","2","20","27","154","7.7","0","0","16","87.3","5.5","0.0%"
"50","Damien Williams (KC)","50","256","5.1","25","3","4","23","24","160","7.0","2","1","16","87.1","5.4","2.0%"
"51","Theo Riddick (LV)","40","171","4.3","19","0","0","61","75","384","6.3","0","0","14","86.0","6.1","0.0%"
"52","Ito Smith (ATL)","90","315","3.5","18","0","4","27","32","152","5.6","0","0","14","84.2","6.0","3.3%"
"53","LeGarrette Blount (FA)","154","418","2.7","27","2","5","10","15","67","6.7","0","1","16","81.5","5.1","0.0%"
"54","Josh Adams (NYJ)","120","511","4.3","29","4","3","7","13","58","8.3","0","1","16","78.4","4.9","0.1%"
"55","Giovani Bernard (CIN)","56","211","3.8","23","2","3","35","48","218","6.2","0","0","12","78.4","6.5","70.2%"
"56","Elijah McGuire (DAL)","92","276","3.0","34","1","3","19","31","193","10.2","1","2","8","76.4","9.6","0.0%"
"57","Javorius Allen (FA)","41","110","2.7","17","0","3","35","43","196","5.6","2","1","14","76.1","5.4","0.0%"
"58","Jaylen Samuels (PIT)","56","256","4.6","25","1","0","26","29","199","7.7","3","0","14","74.8","5.3","0.4%"
"59","Chris Ivory (FA)","115","385","3.3","21","2","1","13","21","206","15.8","0","0","13","71.6","5.5","0.0%"
"60","Marshawn Lynch (FA)","90","376","4.2","52","1","3","15","20","84","5.6","0","0","6","71.5","11.9","0.2%"
"61","Chris Thompson (JAC)","43","178","4.1","16","0","0","41","55","268","6.5","1","0","10","71.1","7.1","3.6%"
"62","Corey Clement (PHI)","68","259","3.8","32","2","2","22","25","192","8.7","0","0","11","70.1","6.4","0.4%"
"63","Spencer Ware (FA)","51","246","4.8","34","2","2","20","23","224","11.2","0","0","13","69.0","5.3","0.0%"
"64","Devontae Booker (LV)","34","183","5.4","26","1","1","38","51","275","7.2","0","1","16","68.8","4.3","69.5%"
"65","Rashaad Penny (SEA)","85","419","4.9","38","4","2","9","12","75","8.3","0","0","14","65.9","4.7","3.1%"
"66","C.J. Anderson (FA)","67","403","6.0","46","3","2","5","9","41","8.2","1","0","11","64.9","5.9","1.0%"
"67","Alfred Morris (NYG)","111","428","3.9","51","3","2","8","14","73","9.1","0","1","12","64.1","5.3","0.2%"
"68","Jacquizz Rodgers (FA)","33","106","3.2","20","1","1","38","45","304","8.0","0","1","16","64.0","4.0","0.0%"
"69","Ty Montgomery (NO)","41","188","4.6","16","0","1","25","40","235","9.4","0","1","13","58.7","4.5","0.1%"
"70","Bilal Powell (FA)","80","343","4.3","38","2","0","11","18","110","10.0","1","1","7","54.8","7.8","0.0%"
"71","Kapri Bibbs (FA)","21","103","4.9","15","0","3","16","23","115","7.2","1","0","12","53.8","4.5","0.0%"
"72","Justin Jackson (LAC)","50","206","4.1","20","1","2","15","19","135","9.0","0","0","13","53.6","4.1","20.7%"
"73","Zach Zenner (FA)","55","265","4.8","29","1","3","7","10","56","8.0","0","0","8","53.6","6.7","0.0%"
"74","Darren Sproles (FA)","29","120","4.1","17","0","1","15","23","160","10.7","2","0","6","53.5","8.9","0.0%"
"75","Chase Edmonds (ARI)","60","208","3.5","29","2","2","20","23","103","5.2","0","0","16","53.1","3.3","74.5%"
"76","Kyle Juszczyk (SF)","8","30","3.8","12","0","0","30","40","324","10.8","1","2","16","52.4","3.3","0.4%"
"77","Jordan Wilkins (IND)","60","336","5.6","53","1","1","16","17","85","5.3","0","2","16","52.1","3.3","13.4%"
"78","Kenneth Dixon (FA)","60","333","5.6","37","2","2","6","7","51","8.5","0","1","6","51.4","8.6","0.0%"
"79","Rex Burkhead (NE)","57","186","3.3","12","0","0","14","20","131","9.4","1","1","8","42.7","5.3","13.4%"
"80","Jay Ajayi (FA)","45","184","4.1","20","1","3","5","6","20","4.0","0","1","4","40.9","10.2","7.0%"
"81","Trenton Cannon (CAR)","38","113","3.0","21","1","1","17","25","144","8.5","0","0","16","40.2","2.5","0.1%"
"82","Jeff Wilson Jr. (SF)","66","266","4.0","18","0","0","12","15","98","8.2","0","2","6","38.4","6.4","4.6%"
"83","Wayne Gallman (NYG)","51","176","3.5","9","0","1","14","22","89","6.4","0","1","15","37.5","2.5","77.4%"
"84","Malcolm Brown (LAR)","43","212","4.9","19","0","0","5","7","52","10.4","1","0","12","36.9","3.1","24.3%"
"85","James Develin (FA)","6","8","1.3","2","0","4","12","18","61","5.1","0","0","16","36.9","2.3","0.0%"
"86","Raheem Mostert (SF)","34","261","7.7","52","2","1","6","7","25","4.2","0","1","9","35.6","4.0","94.2%"
"87","Kalen Ballage (LAC)","36","191","5.3","75","1","1","9","11","56","6.2","0","1","12","33.2","2.8","29.6%"
"88","Marcus Murphy (FA)","52","250","4.8","30","1","0","11","19","26","2.4","0","0","11","33.1","3.0","0.0%"
"89","Rod Smith (NYG)","44","127","2.9","14","0","1","9","12","60","6.7","0","0","16","29.2","1.8","0.0%"
"90","Brandon Bolden (NE)","8","91","11.4","54","1","2","3","3","13","4.3","1","1","16","27.9","1.7","0.0%"
"91","Andy Janovich (CLE)","2","5","2.5","3","0","0","8","10","112","14.0","1","0","16","21.7","1.4","0.0%"
"92","Zach Line (FA)","9","41","4.6","9","0","0","5","10","14","2.8","2","0","16","20.0","1.3","0.0%"
"93","Anthony Sherman (KC)","1","2","2.0","2","0","0","8","9","96","12.0","1","0","16","19.8","1.2","0.1%"
"94","Taquan Mizzell (NYG)","9","16","1.8","7","0","0","8","10","78","9.8","1","0","9","19.4","2.2","0.0%"
"95","Ronald Jones II (TB)","23","44","1.9","9","0","1","7","9","33","4.7","0","0","9","17.2","1.9","93.3%"
"96","Cameron Artis-Payne (FA)","19","69","3.6","15","0","1","3","4","15","5.0","0","0","9","15.9","1.8","0.0%"
"97","Dwayne Washington (NO)","27","154","5.7","28","3","0","0","0","0","0","0","0","13","15.4","1.2","0.0%"
"98","Corey Grant (FA)","13","40","3.1","8","0","0","9","12","67","7.4","0","0","5","15.2","3.0","0.0%"
"99","Brian Hill (ATL)","20","157","7.9","60","3","0","1","2","9","9.0","0","1","10","15.1","1.5","16.9%"
"100","C.J. Ham (MIN)","6","8","1.3","5","0","0","11","15","85","7.7","0","0","15","14.8","1.0","0.1%"
"101","Darrel Williams (KC)","13","44","3.4","8","0","0","3","3","27","9.0","1","0","6","14.6","2.4","1.9%"
"102","Alex Armah (CAR)","9","15","1.7","4","0","2","1","1","5","5.0","0","0","16","14.5","0.9","0.0%"
"103","Stevan Ridley (FA)","29","80","2.8","12","0","1","3","4","18","6.0","0","2","10","13.3","1.3","0.0%"
"104","Dontrell Hilliard (CLE)","0","0","0","0","0","0","9","10","105","11.7","0","0","11","13.0","1.2","0.1%"
"105","Devonta Freeman (NYG)","14","68","4.9","20","2","0","5","7","23","4.6","0","0","2","11.6","5.8","22.1%"
"106","Elijhaa Penny (NYG)","7","25","3.6","8","0","0","8","9","50","6.3","0","0","14","11.5","0.8","0.0%"
"107","Keith Ford (FA)","21","79","3.8","11","0","0","3","5","21","7.0","0","0","2","11.5","5.8","0.0%"
"108","John Kelly (CLE)","27","74","2.7","7","0","0","2","3","27","13.5","0","0","4","11.1","2.8","0.0%"
"109","DeAndre Washington (MIA)","30","115","3.8","13","0","0","1","1","9","9.0","0","1","10","10.9","1.1","0.7%"
"110","Charcandrick West (FA)","2","-1","-0.5","1","0","0","2","3","37","18.5","1","0","3","10.6","3.5","0.0%"
"111","Mark Walton (FA)","14","34","2.4","10","0","0","5","8","41","8.2","0","0","14","10.0","0.7","2.0%"
"112","D'Onta Foreman (TEN)","7","-1","-0.1","2","0","0","2","2","28","14.0","1","0","1","9.7","9.7","0.7%"
"113","Patrick DiMarco (FA)","1","9","9.0","9","0","0","3","4","62","20.7","0","0","16","8.6","0.5","0.0%"
"114","Kenjon Barner (TB)","19","71","3.7","11","0","0","1","1","3","3.0","0","0","9","7.9","0.9","0.0%"
"115","Detrez Newsome (FA)","11","49","4.5","16","0","0","2","2","19","9.5","0","0","9","7.8","0.9","0.0%"
"116","T.J. Logan (TB)","2","2","1.0","5","0","0","7","7","37","5.3","0","0","10","7.4","0.7","0.0%"
"117","Tommy Bohanon (BAL)","1","0","0.0","0","0","0","6","9","41","6.8","0","0","16","7.1","0.4","0.0%"
"118","Ryan Hewitt (FA)","0","0","0","0","0","0","1","2","1","1.0","1","0","12","6.6","0.6","0.0%"
"119","Roosevelt Nix (FA)","1","4","4.0","4","0","0","4","6","38","9.5","0","0","16","6.2","0.4","0.0%"
"120","Roc Thomas (FA)","8","30","3.8","23","1","0","2","4","21","10.5","0","0","5","6.1","1.2","0.0%"
"121","Byron Marshall (FA)","3","9","3.0","4","0","0","4","6","30","7.5","0","0","6","5.9","1.0","0.0%"
"122","Mike Boone (MIN)","11","47","4.3","20","1","0","2","3","1","0.5","0","0","8","5.8","0.7","0.4%"
"123","Samaje Perine (CIN)","8","32","4.0","11","0","0","3","4","5","1.7","0","0","5","5.2","1.0","2.0%"
"124","Tyler Ervin (GB)","0","0","0","0","0","0","3","4","35","11.7","0","0","9","5.0","0.6","0.9%"
"125","Shaun Wilson (FA)","6","29","4.8","9","0","0","3","5","5","1.7","0","0","5","4.9","1.0","0.0%"
"126","Keith Smith (ATL)","1","0","0.0","0","0","0","5","7","23","4.6","0","0","16","4.8","0.3","0.0%"
"127","Tre Madden (FA)","3","3","1.0","2","0","0","2","3","35","17.5","0","0","14","4.8","0.3","0.0%"
"128","Mike Gillislee (FA)","16","43","2.7","5","0","0","1","1","9","9.0","0","1","4","3.7","0.9","0.0%"
"129","David Williams (FA)","8","36","4.5","15","0","0","0","0","0","0","0","0","6","3.6","0.6","0.0%"
"130","Jeremy Hill (FA)","4","25","6.3","11","0","0","1","1","6","6.0","0","0","1","3.6","3.6","0.0%"
"131","Benny Cunningham (FA)","11","20","1.8","6","0","0","1","2","9","9.0","0","0","15","3.4","0.2","0.0%"
"132","C.J. Prosise (HOU)","1","-3","-3.0","0","0","0","3","3","22","7.3","0","0","5","3.4","0.7","0.1%"
"133","De'Lance Turner (FA)","1","4","4.0","4","0","0","2","2","17","8.5","0","0","4","3.1","0.8","0.0%"
"134","Derrick Coleman (FA)","2","3","1.5","2","0","0","2","3","17","8.5","0","0","16","3.0","0.2","0.0%"
"135","Travaris Cadet (FA)","11","17","1.5","5","0","0","1","1","5","5.0","0","0","1","2.7","2.7","0.0%"
"136","Ricky Ortiz (FA)","0","0","0","0","0","0","3","4","11","3.7","0","0","12","2.6","0.2","0.0%"
"137","Jeremy Langford (FA)","9","25","2.8","7","0","0","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"138","Ameer Abdullah (MIN)","1","1","1.0","1","0","0","3","4","28","9.3","0","1","10","2.4","0.2","0.1%"
"139","Jamaal Charles (FA)","6","7","1.2","5","0","0","2","3","7","3.5","0","0","2","2.4","1.2","0.1%"
"140","Jamize Olawale (DAL)","0","0","0","0","0","0","2","4","13","6.5","0","0","16","2.3","0.1","0.0%"
"141","Justin Davis (FA)","2","19","9.5","19","0","0","0","0","0","0","0","0","11","1.9","0.2","0.0%"
"142","Derek Watt (PIT)","4","11","2.8","8","0","0","1","1","2","2.0","0","0","16","1.8","0.1","0.1%"
"143","Jonathan Stewart (FA)","6","17","2.8","5","0","0","0","0","0","0","0","0","3","1.7","0.6","0.0%"
"144","David Fluellen (FA)","4","16","4.0","13","0","0","0","0","0","0","0","0","7","1.6","0.2","0.0%"
"145","Darius Jackson (IND)","6","16","2.7","4","0","0","0","1","0","0","0","0","4","1.6","0.4","0.0%"
"146","Brandon Wilds (FA)","6","15","2.5","5","0","0","0","0","0","0","0","0","3","1.5","0.5","0.0%"
"147","Michael Burton (NO)","0","0","0","0","0","0","1","1","6","6.0","0","0","8","1.1","0.1","0.0%"
"148","Christine Michael (FA)","2","9","4.5","8","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"149","Robert Kelley (FA)","4","8","2.0","6","0","0","0","0","0","0","0","0","2","0.8","0.4","0.0%"
"150","J.D. McKissic (WAS)","3","8","2.7","6","0","0","0","1","0","0","0","0","5","0.8","0.2","55.6%"
"151","Dan Vitale (NE)","0","0","0","0","0","0","1","2","2","2.0","0","0","5","0.7","0.1","0.0%"
"152","Jonathan Williams (DET)","3","0","0.0","1","0","0","1","1","1","1.0","0","0","3","0.6","0.2","0.0%"
"153","Jeremy McNichols (TEN)","2","4","2.0","7","0","0","0","0","0","0","0","0","1","0.4","0.4","0.8%"
"154","Darwin Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"155","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"156","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"157","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.7%"
"159","Tony Pollard (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.1%"
"160","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"161","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"162","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Khari Blasingame (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.6%"
"166","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"167","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"168","Alexander Mattison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.2%"
"169","Kerrith Whyte Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Mike Weber (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"173","Damarea Crockett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","La'Mical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2%"
"179","Salvon Ahmed (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.8%"
"180","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"181","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Darius Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.5%"
"184","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.4%"
"185","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.7%"
"186","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.1%"
"187","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.1%"
"188","Craig Reynolds (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Tony Brooks-James (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","LeVante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.4%"
"192","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"193","Javon Leake (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Tavien Feaster (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Rodney Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"197","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Austin Walter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"199","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"200","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.2%"
"201","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"202","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"203","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.1%"
"204","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"205","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.2%"
"206","Lavon Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Bo Scarbrough (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"208","Nick Bawden (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Boston Scott (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","23.9%"
"210","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"211","Dare Ogunbowale (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.2%"
"212","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"213","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.0%"
"215","David Montgomery (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"216","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"217","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"218","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"219","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.5%"
"220","Miles Sanders (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.9%"
"221","Dalyn Dawkins (DET)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"222","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"223","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Ty Johnson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"225","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"226","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"227","Aca'Cedric Ware (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"229","Donnie Ernsberger (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"230","Reggie Bonnafon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"231","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Jonathan Ward (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.0%"
