"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"21","Wes Welker (FA)","73","111","778","10.7","33","12","10","0","0","0","1","13","210.8","16.2","0.0%"
"22","Torrey Smith (FA)","65","137","1,128","17.4","74","20","4","0","0","0","0","16","203.8","12.7","0.0%"
"23","Harry Douglas (FA)","85","132","1,067","12.6","80","13","2","0","0","0","2","16","203.7","12.7","0.0%"
"24","Brian Hartline (FA)","76","133","1,016","13.4","50","14","4","0","0","0","0","16","201.6","12.6","0.0%"
"25","Michael Floyd (FA)","65","112","1,041","16.0","91","17","5","0","0","0","0","16","201.4","12.6","0.0%"
"26","Marques Colston (FA)","75","110","943","12.6","35","13","5","0","0","0","0","15","199.3","13.3","0.0%"
"27","Mike Wallace (FA)","73","141","930","12.7","57","11","5","3","33","0","0","16","199.3","12.5","0.0%"
"28","Victor Cruz (FA)","73","122","998","13.7","70","10","4","0","0","0","1","14","196.8","14.1","0.1%"
"29","Marvin Jones Jr. (DET)","51","80","712","14.0","45","10","10","8","65","0","0","16","188.7","11.8","78.3%"
"30","Golden Tate (NYG)","64","98","898","14.0","80","12","5","3","31","0","0","16","186.9","11.7","18.4%"
"31","Riley Cooper (FA)","47","84","835","17.8","63","13","8","0","18","0","0","16","184.3","11.5","0.0%"
"32","Emmanuel Sanders (NO)","67","112","740","11.0","55","12","6","1","25","0","0","16","180.7","11.3","42.9%"
"33","Rod Streater (FA)","60","99","888","14.8","66","10","4","2","17","0","1","16","174.5","10.9","0.0%"
"34","Greg Jennings (FA)","68","105","804","11.8","70","11","4","0","0","0","0","15","172.4","11.5","0.0%"
"35","Nate Washington (FA)","58","104","919","15.8","77","11","3","0","0","0","0","16","167.9","10.5","0.0%"
"36","Terrelle Pryor (FA)","0","0","0","0","0","0","0","83","576","2","2","11","167.8","15.3","0.0%"
"37","Jerricho Cotchery (FA)","46","76","602","13.1","36","9","10","1","-5","0","0","16","166.2","10.4","0.0%"
"38","Steve Smith (FA)","64","110","745","11.6","44","4","4","0","0","0","0","15","162.5","10.8","0.0%"
"39","Cecil Shorts (FA)","66","125","777","11.8","59","10","3","0","0","0","0","13","161.7","12.4","0.0%"
"40","Eddie Royal (FA)","47","67","631","13.4","54","12","8","3","21","0","1","15","160.2","10.7","0.0%"
"41","James Jones (FA)","59","93","817","13.8","83","12","3","0","0","0","1","14","158.7","11.3","0.0%"
"42","Doug Baldwin (FA)","50","73","778","15.6","52","14","5","2","6","0","0","16","158.4","9.9","0.0%"
"43","Dwayne Bowe (FA)","57","103","673","11.8","34","9","5","0","0","0","0","15","154.2","10.3","0.0%"
"44","Roddy White (FA)","63","97","711","11.3","39","8","3","0","0","0","1","13","152.1","11.7","0.0%"
"45","Terrance Williams (FA)","44","74","736","16.7","82","12","5","3","4","0","2","16","150.0","9.4","0.0%"
"46","Cordarrelle Patterson (CHI)","45","77","469","10.4","79","7","4","12","158","3","0","16","149.7","9.4","5.9%"
"47","Hakeem Nicks (FA)","56","101","896","16.0","57","14","0","0","0","0","0","15","145.6","9.7","0.0%"
"48","Denarius Moore (FA)","46","86","695","15.1","73","9","5","0","0","0","0","13","145.5","11.2","0.0%"
"49","Marlon Brown (FA)","49","83","524","10.7","59","6","7","1","-2","0","0","14","145.2","10.4","0.0%"
"50","DeAndre Hopkins (ARI)","52","91","802","15.4","66","12","2","0","0","0","1","16","144.2","9.0","100.0%"
"51","Brandon LaFell (FA)","49","85","627","12.8","79","5","5","2","15","0","0","16","143.2","9.0","0.0%"
"52","Rueben Randle (FA)","41","79","611","14.9","37","16","6","0","0","0","1","16","138.1","8.6","0.0%"
"53","Jarrett Boykin (FA)","49","83","681","13.9","52","10","3","0","0","0","0","16","135.1","8.4","0.0%"
"54","Stevie Johnson (FA)","52","101","597","11.5","45","6","3","1","10","0","1","12","132.7","11.1","0.0%"
"55","Danny Amendola (DET)","54","83","633","11.7","57","8","2","1","1","0","0","12","129.4","10.8","3.4%"
"56","Kenny Stills (FA)","32","50","641","20.0","76","7","5","3","10","0","0","16","127.1","7.9","0.8%"
"57","Tavon Austin (GB)","40","69","418","10.5","81","5","4","9","151","1","1","13","126.9","9.8","0.3%"
"58","Jerome Simpson (FA)","48","100","726","15.1","51","12","1","0","0","0","0","16","126.6","7.9","0.0%"
"59","Ted Ginn Jr. (FA)","36","68","556","15.4","47","10","5","4","29","0","0","16","124.5","7.8","0.2%"
"60","Robert Woods (LAR)","40","85","587","14.7","57","9","3","2","16","0","0","14","120.3","8.6","97.2%"
"61","Jeremy Kerley (FA)","43","72","523","12.2","26","7","3","4","11","0","0","12","114.4","9.5","0.0%"
"62","Aaron Dobson (FA)","37","72","519","14.0","81","6","4","0","0","0","0","12","112.9","9.4","0.0%"
"63","Donnie Avery (FA)","40","72","596","14.9","51","10","2","2","6","0","1","16","112.2","7.0","0.0%"
"64","Julio Jones (ATL)","41","60","580","14.1","81","9","2","1","7","0","1","5","111.7","22.3","99.5%"
"65","Ace Sanders (FA)","51","86","484","9.5","51","8","1","2","4","0","0","15","110.6","7.4","0.0%"
"66","Mohamed Sanu (DET)","47","78","455","9.7","32","4","2","4","16","0","1","16","107.1","6.7","0.9%"
"67","Randall Cobb (HOU)","31","47","433","14.0","48","6","4","4","78","0","0","6","106.1","17.7","9.9%"
"68","Reggie Wayne (FA)","38","58","503","13.2","35","8","2","1","5","0","0","7","103.8","14.8","0.0%"
"69","Kenbrell Thompkins (FA)","32","69","466","14.6","49","8","4","0","0","0","0","12","102.6","8.6","0.0%"
"70","Andre Roberts (BUF)","43","76","471","11.0","34","3","2","0","0","0","0","16","102.1","6.4","0.1%"
"71","Austin Pettis (FA)","38","63","399","10.5","31","4","4","0","0","0","0","16","101.9","6.4","0.0%"
"72","Santana Moss (FA)","42","78","452","10.8","28","2","2","3","25","0","2","16","101.7","6.4","0.0%"
"73","Greg Little (FA)","41","99","465","11.3","47","4","2","0","0","0","0","16","99.5","6.2","0.0%"
"74","Kris Durham (FA)","38","85","490","12.9","40","7","2","0","0","0","1","16","99.0","6.2","0.0%"
"75","Rishard Matthews (FA)","41","67","448","10.9","29","7","2","0","0","0","0","16","97.8","6.1","0.0%"
"76","Vincent Brown (FA)","41","69","472","11.5","51","3","1","0","0","0","0","16","95.2","6.0","0.0%"
"77","Jason Avant (FA)","38","76","447","11.8","31","9","2","0","0","0","1","16","94.7","5.9","0.0%"
"78","Lance Moore (FA)","37","54","457","12.4","44","5","2","0","0","0","1","13","94.7","7.3","0.0%"
"79","Jacoby Jones (FA)","37","67","455","12.3","66","5","2","2","0","0","0","12","94.5","7.9","0.0%"
"80","Davone Bess (FA)","42","86","362","8.6","20","1","2","0","0","0","1","14","92.2","6.6","0.0%"
"81","Tiquan Underwood (FA)","24","46","440","18.3","85","7","4","0","0","0","0","12","92.0","7.7","0.0%"
"82","Chris Givens (FA)","34","83","569","16.7","47","13","0","3","8","0","1","16","91.7","5.7","0.0%"
"83","Nate Burleson (FA)","39","54","461","11.8","47","8","1","2","-8","0","0","9","90.3","10.0","0.0%"
"84","David Nelson (FA)","36","61","423","11.8","31","5","2","0","0","0","0","12","90.3","7.5","0.0%"
"85","Mike Brown (FA)","32","56","446","13.9","43","6","2","0","0","0","1","11","88.6","8.1","0.0%"
"86","Cole Beasley (BUF)","39","54","368","9.4","23","2","2","0","0","0","0","14","87.8","6.3","58.1%"
"87","Jarius Wright (FA)","26","43","434","16.7","42","10","3","0","0","0","0","16","87.4","5.5","0.0%"
"88","Jerrel Jernigan (FA)","29","44","329","11.3","30","3","2","2","57","1","1","15","85.6","5.7","0.0%"
"89","Leonard Hankerson (FA)","30","50","375","12.5","29","5","3","0","0","0","0","10","85.5","8.6","0.0%"
"90","Earl Bennett (FA)","32","43","243","7.6","17","0","4","0","0","0","0","15","82.3","5.5","0.0%"
"91","Jermaine Kearse (FA)","22","38","346","15.7","43","5","4","0","0","0","1","15","80.6","5.4","0.0%"
"92","Brandon Gibson (FA)","30","43","326","10.9","46","3","3","0","0","0","0","7","80.6","11.5","0.0%"
"93","Justin Hunter (FA)","18","42","354","19.7","57","5","4","0","0","0","0","14","77.4","5.5","0.0%"
"94","Justin Blackmon (FA)","29","48","415","14.3","67","4","1","1","-1","0","0","4","76.4","19.1","0.0%"
"95","Santonio Holmes (FA)","23","59","456","19.8","69","9","1","0","0","0","0","11","74.6","6.8","0.0%"
"96","Andre Holmes (FA)","25","52","431","17.2","40","10","1","0","0","0","0","10","74.1","7.4","0.0%"
"97","Trevor Graham (FA)","23","58","361","15.7","47","6","2","4","14","0","1","16","72.5","4.5","0.0%"
"98","Darrius Heyward-Bey (FA)","29","64","309","10.7","27","2","1","3","26","0","0","16","70.5","4.4","0.0%"
"99","Aldrick Robinson (FA)","18","46","365","20.3","62","5","2","3","-4","0","0","16","66.1","4.1","0.0%"
"100","Marquise Goodwin (PHI)","17","32","283","16.6","59","5","3","3","13","0","1","12","64.6","5.4","0.1%"
"101","Stephen Hill (FA)","24","59","342","14.3","51","5","1","0","0","0","1","12","64.2","5.4","0.0%"
"102","Griff Whalen (FA)","24","40","259","10.8","25","3","2","0","0","0","0","9","61.9","6.9","0.0%"
"103","Robert Meachem (FA)","16","30","324","20.3","60","5","2","2","-1","0","0","15","60.3","4.0","0.0%"
"104","Brian Quick (FA)","18","34","302","16.8","73","5","2","0","0","0","0","16","60.2","3.8","0.0%"
"105","Kevin Ogletree (FA)","21","45","269","12.8","43","4","2","0","0","0","0","16","59.9","3.7","0.0%"
"106","Keshawn Martin (FA)","22","40","253","11.5","32","3","2","0","0","0","1","16","59.3","3.7","0.0%"
"107","Sidney Rice (FA)","15","35","231","15.4","31","5","3","0","0","0","1","8","56.1","7.0","0.0%"
"108","Mike Williams (FA)","22","40","216","9.8","28","1","2","0","0","0","0","6","55.6","9.3","0.0%"
"109","Andre Caldwell (FA)","16","29","200","12.5","36","2","3","1","7","0","0","16","54.7","3.4","0.0%"
"110","Michael Crabtree (FA)","19","33","284","14.9","60","3","1","0","0","0","0","5","53.4","10.7","0.0%"
"111","Kerry Taylor (FA)","22","34","229","10.4","17","0","1","0","0","0","0","10","50.9","5.1","0.0%"
"112","Tandon Doss (FA)","19","36","305","16.1","63","6","0","0","0","0","1","15","49.5","3.3","0.0%"
"113","Darius Johnson (FA)","22","43","210","9.5","17","0","1","0","0","0","1","10","49.0","4.9","0.0%"
"114","Stedman Bailey (FA)","17","25","226","13.3","28","2","0","2","33","1","0","16","48.9","3.1","0.0%"
"115","Miles Austin (FA)","24","49","244","10.2","20","1","0","0","0","0","0","11","48.4","4.4","0.0%"
"116","Drew Davis (FA)","12","17","216","18.0","59","5","2","0","0","0","0","16","45.6","2.9","0.0%"
"117","Da'Rick Rogers (FA)","14","23","192","13.7","69","1","2","1","0","0","0","5","45.2","9.0","0.0%"
"118","Josh Morgan (FA)","20","33","214","10.7","21","1","0","2","13","0","0","14","43.7","3.1","0.0%"
"119","LaVon Brazill (FA)","12","27","161","13.4","29","1","2","0","0","0","0","10","40.1","4.0","0.0%"
"120","Junior Hemingway (FA)","13","19","125","9.6","24","1","2","0","0","0","1","16","37.5","2.3","0.0%"
"121","Damian Williams (FA)","15","23","178","11.9","32","3","0","0","0","0","1","10","32.8","3.3","0.0%"
"122","Andrew Hawkins (FA)","12","18","199","16.6","50","4","0","2","3","0","0","8","32.2","4.0","0.0%"
"123","DeVier Posey (FA)","15","25","155","10.3","42","1","0","0","0","0","0","14","30.5","2.2","0.0%"
"124","Dwayne Harris (CHI)","9","14","80","8.9","24","1","2","1","6","0","1","13","29.6","2.3","0.0%"
"125","Jaron Brown (ARI)","11","18","140","12.7","32","1","1","0","0","0","0","16","28.7","1.8","0.0%"
"126","Kyle Williams (FA)","12","27","113","9.4","16","0","0","2","23","0","0","10","25.6","2.6","0.0%"
"127","Marcus Thigpen (FA)","8","11","97","12.1","50","1","1","6","18","0","0","16","25.5","1.6","0.0%"
"128","Brandon Stokley (FA)","13","21","115","8.8","18","0","0","0","0","0","0","6","24.5","4.1","0.0%"
"129","Jacoby Ford (FA)","13","24","99","7.6","22","1","0","5","15","0","1","14","24.4","1.7","0.0%"
"130","Chris Owusu (FA)","13","20","114","8.8","20","1","0","0","0","0","0","9","24.4","2.7","0.0%"
"131","Clyde Gates (FA)","12","24","122","10.2","34","1","0","0","0","0","0","6","24.2","4.0","0.0%"
"132","Jeremy Ross (FA)","6","12","67","11.2","19","0","1","2","40","0","1","13","22.7","1.7","0.0%"
"133","Greg Salas (FA)","8","13","143","17.9","44","3","0","0","0","0","0","8","22.3","2.8","0.0%"
"134","A.J. Jenkins (FA)","8","17","130","16.3","48","3","0","2","6","0","0","16","21.6","1.4","0.0%"
"135","Josh Boyce (FA)","9","19","121","13.4","30","3","0","0","0","0","0","9","21.1","2.3","0.0%"
"136","Malcom Floyd (FA)","6","11","149","24.8","47","3","0","0","0","0","0","2","20.9","10.5","0.0%"
"137","Michael Preston (FA)","5","7","37","7.4","10","0","2","0","0","0","0","7","20.7","3.0","0.0%"
"138","Kenny Britt (FA)","11","35","96","8.7","15","0","0","0","0","0","0","12","20.6","1.7","0.0%"
"139","Travis Benjamin (SF)","5","13","105","21.0","39","4","0","1","45","0","1","8","20.0","2.5","0.0%"
"140","Deonte Thompson (FA)","10","19","96","9.6","33","1","0","0","0","0","0","7","19.6","2.8","0.0%"
"141","Brice Butler (FA)","9","17","103","11.4","29","2","0","0","0","0","0","10","19.3","1.9","0.0%"
"142","Domenik Hixon (FA)","7","9","55","7.9","14","0","1","0","0","0","0","15","18.5","1.2","0.0%"
"143","Chris Hogan (FA)","10","17","83","8.3","16","0","0","0","0","0","0","16","18.3","1.1","0.2%"
"144","Brittan Golden (FA)","4","10","136","34.0","63","2","0","0","0","0","0","5","17.6","3.5","0.0%"
"145","Mario Manningham (FA)","9","23","85","9.4","14","0","0","0","0","0","0","6","17.5","2.9","0.0%"
"146","Jeff Maehl (FA)","4","9","67","16.8","37","1","1","0","0","0","0","16","16.7","1.0","0.0%"
"147","Ryan Broyles (FA)","8","14","85","10.6","22","1","0","0","0","0","0","6","16.5","2.8","0.0%"
"148","Louis Murphy (FA)","6","13","37","6.2","8","0","1","0","0","0","1","14","15.7","1.1","0.0%"
"149","Myles White (FA)","9","12","66","7.3","15","0","0","0","0","0","0","7","15.6","2.2","0.0%"
"150","Seyi Ajirotutu (FA)","3","4","64","21.3","26","2","1","0","0","0","0","14","15.4","1.1","0.0%"
"151","Josh Cooper (FA)","9","14","60","6.7","16","0","0","0","0","0","0","5","15.0","3.0","0.0%"
"152","Stephen Burton (FA)","8","13","76","9.5","22","1","0","1","-9","0","0","4","14.7","3.7","0.0%"
"153","Marlon Moore (FA)","7","15","62","8.9","13","0","0","1","9","0","0","14","14.1","1.0","0.0%"
"154","Ricardo Lockette (FA)","5","7","82","16.4","33","2","0","1","-2","0","0","8","13.0","1.6","0.0%"
"155","Markus Wheaton (FA)","6","13","64","10.7","21","1","0","0","0","0","0","12","12.4","1.0","0.0%"
"156","Austin Collie (NE)","6","11","63","10.5","19","0","0","0","0","0","0","7","12.3","1.8","0.0%"
"157","Eric Page (FA)","4","9","68","17.0","30","2","0","2","14","0","2","16","12.2","0.8","0.0%"
"158","Dane Sanzenbacher (FA)","6","8","61","10.2","23","1","0","0","0","0","0","10","12.1","1.2","0.0%"
"159","Nick Toon (FA)","4","12","68","17.0","35","1","0","0","0","0","0","8","10.8","1.4","0.0%"
"160","Derek Moye (FA)","2","6","20","10.0","19","0","1","0","0","0","0","7","10.0","1.4","0.0%"
"161","Josh Cribbs (FA)","2","2","6","3.0","5","0","0","13","55","0","0","6","9.6","1.6","0.0%"
"162","Quinton Patton (FA)","3","5","34","11.3","29","1","0","1","26","0","0","6","9.0","1.5","0.2%"
"163","Lestar Jean (FA)","4","8","35","8.8","11","0","0","0","0","0","0","13","7.5","0.6","0.0%"
"164","Nick Williams (FA)","3","11","15","5.0","6","0","0","0","0","0","0","5","6.5","1.3","0.0%"
"165","Juron Criner (FA)","3","8","32","10.7","20","1","0","0","0","0","0","1","6.2","6.2","0.0%"
"166","Jon Baldwin (FA)","3","9","28","9.3","15","0","0","0","0","0","0","7","5.8","0.8","0.0%"
"167","Brad Smith (FA)","2","2","27","13.5","14","0","0","2","2","0","0","6","4.9","0.8","0.0%"
"168","Jeremy Ebert (FA)","3","8","18","6.0","8","0","0","0","0","0","0","5","4.8","1.0","0.0%"
"169","Skye Dawson (FA)","2","7","12","6.0","9","0","0","2","15","0","0","7","4.7","0.7","0.0%"
"170","Chad Hall (FA)","2","7","20","10.0","11","0","0","0","0","0","0","9","4.0","0.4","0.0%"
"171","Damaris Johnson (FA)","2","3","14","7.0","8","0","0","0","0","0","1","13","3.4","0.3","0.0%"
"172","Marcus Easley (FA)","2","5","13","6.5","9","0","0","0","0","0","0","16","3.3","0.2","0.0%"
"173","Marquess Wilson (FA)","2","3","13","6.5","10","0","0","0","0","0","0","10","3.3","0.3","0.0%"
"174","Brian Tyms (FA)","2","5","12","6.0","6","0","0","0","0","0","0","7","3.2","0.5","0.0%"
"175","Kassim Osgood (FA)","1","1","17","17.0","17","0","0","0","0","0","0","14","2.7","0.2","0.0%"
"176","Percy Harvin (FA)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"177","Kevin Cone (FA)","1","1","12","12.0","12","0","0","0","0","0","0","16","2.2","0.1","0.0%"
"178","Armanti Edwards (FA)","1","5","10","10.0","10","0","0","1","0","0","0","6","2.0","0.3","0.0%"
"179","Ben Obomanu (FA)","1","1","8","8.0","8","0","0","0","0","0","0","3","1.8","0.6","0.0%"
"180","Eric Weems (FA)","1","2","8","8.0","8","0","0","0","0","0","0","16","1.8","0.1","0.0%"
"181","Brandon Tate (FA)","1","2","6","6.0","6","0","0","0","0","0","0","16","1.6","0.1","0.0%"
"182","David Reed (FA)","1","3","2","2.0","2","0","0","0","0","0","0","7","1.2","0.2","0.0%"
"183","Trindon Holliday (FA)","0","0","0","0","0","0","0","1","7","0","2","15","0.7","0.0","0.0%"
"184","Denzel Mims (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.6%"
"185","KhaDarel Hodge (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"186","Antonio Gandy-Golden (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"187","Malik Turner (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"189","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Damion Willis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"192","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Deebo Samuel (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.3%"
"194","JJ Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"195","James Proche (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Steven Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"197","D.J. Montgomery (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Hakeem Butler (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"199","Thomas Ives (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"201","Isaiah Hodgins (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Marquise Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.3%"
"203","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"204","CeeDee Lamb (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.1%"
"205","Henry Ruggs III (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.6%"
"206","K.J. Hill (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"207","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75.9%"
"208","Jalen Reagor (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.9%"
"209","Laviska Shenault Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.8%"
"210","Justin Jefferson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.9%"
"211","Reggie Begelton (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.3%"
"213","KJ Hamler (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"214","Devin Duvernay (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"215","Michael Pittman Jr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.3%"
"216","John Hightower (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"217","Aaron Fuller (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Jerry Jeudy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.7%"
"219","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Donovan Peoples-Jones (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"221","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.4%"
"222","D.K. Metcalf (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"223","A.J. Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"224","Gunner Olszewski (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"225","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"227","Jon'Vea Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Scotty Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9%"
"229","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Olabisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"234","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Jeff Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"237","Darius Slayton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.6%"
"238","Diontae Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.5%"
"239","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"240","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"241","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.1%"
"242","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","KeeSean Johnson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"245","Preston Williams (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5%"
"246","David Sills V (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Jakobi Meyers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.2%"
"249","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Juwann Winfree (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Mecole Hardman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.0%"
"253","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Tyron Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
