"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"32","Joseph Fauria (FA)","18","30","207","11.5","25","3","7","0","0","0","0","16","82.7","5.2","0.0%"
"33","Kellen Winslow (FA)","31","47","388","12.5","34","4","2","0","0","0","0","12","81.8","6.8","0.0%"
"34","Lance Kendricks (FA)","32","46","258","8.1","21","1","4","0","0","0","0","15","81.8","5.5","0.0%"
"35","Kyle Rudolph (MIN)","30","46","313","10.4","31","6","3","0","0","0","0","8","79.3","9.9","28.5%"
"36","Andrew Quarless (FA)","32","53","312","9.8","22","3","2","0","0","0","0","16","75.2","4.7","0.0%"
"37","Jermichael Finley (FA)","25","34","300","12.0","52","3","3","0","0","0","0","6","73.0","12.2","0.0%"
"38","Logan Paulsen (FA)","28","50","267","9.5","33","2","3","0","0","0","2","16","72.7","4.5","0.0%"
"39","Ladarius Green (FA)","17","30","376","22.1","60","9","3","0","0","0","0","16","72.6","4.5","0.0%"
"40","John Carlson (FA)","32","47","344","10.8","30","5","1","0","0","0","1","13","72.4","5.6","0.0%"
"41","Sean McGrath (FA)","26","40","302","11.6","25","6","2","0","0","0","0","16","68.2","4.3","0.0%"
"42","Owen Daniels (FA)","24","41","252","10.5","28","3","3","0","0","0","0","5","67.2","13.4","0.0%"
"43","Clay Harbor (FA)","24","35","292","12.2","31","5","2","0","0","0","1","16","65.2","4.1","0.0%"
"44","Anthony Fasano (FA)","23","33","200","8.7","20","1","3","0","0","0","0","9","61.0","6.8","0.1%"
"45","Jim Dray (FA)","26","32","215","8.3","18","0","2","0","0","0","1","16","59.5","3.7","0.0%"
"46","Ed Dickson (FA)","25","43","273","10.9","43","2","1","0","0","0","0","16","58.3","3.6","0.0%"
"47","Benjamin Watson (FA)","19","30","226","11.9","32","4","2","0","0","0","0","15","53.6","3.6","2.8%"
"48","Luke Willson (BAL)","20","28","272","13.6","39","4","1","0","0","0","0","16","53.2","3.3","0.2%"
"49","Bruce Miller (JAC)","25","36","243","9.7","43","2","0","7","13","0","0","14","50.6","3.6","0.0%"
"50","Ryan Griffin (NYJ)","19","28","244","12.8","40","3","1","0","0","0","0","15","49.4","3.3","0.1%"
"51","Jacob Tamme (FA)","20","25","184","9.2","15","0","1","0","0","0","0","16","44.4","2.8","0.0%"
"52","Dennis Pitta (FA)","20","33","169","8.5","18","0","1","0","0","0","0","4","42.9","10.7","0.0%"
"53","Gary Barnidge (FA)","13","18","127","9.8","40","1","2","0","0","0","0","16","37.7","2.4","0.1%"
"54","Cory Harkey (FA)","13","18","113","8.7","31","1","2","0","0","0","0","15","34.7","2.3","0.2%"
"55","Gavin Escobar (FA)","9","15","134","14.9","25","3","2","0","0","0","0","16","34.4","2.2","0.0%"
"56","Michael Hoomanawanui (FA)","12","19","136","11.3","19","0","1","0","0","0","0","13","31.6","2.4","0.1%"
"57","Levine Toilolo (NYG)","11","14","55","5.0","12","0","2","0","0","0","0","16","28.5","1.8","0.0%"
"58","Jake Ballard (FA)","7","9","75","10.7","29","1","2","0","0","0","0","8","26.5","3.3","0.0%"
"59","Brandon Bostick (FA)","7","14","120","17.1","26","4","1","0","0","0","0","11","25.0","2.3","0.2%"
"60","Chase Ford (FA)","11","16","133","12.1","37","2","0","0","0","0","0","9","24.3","2.7","0.0%"
"61","Bear Pascoe (FA)","12","20","81","6.8","14","0","0","1","2","0","0","16","20.3","1.3","0.0%"
"62","Fred Davis (FA)","7","18","70","10.0","23","1","1","0","0","0","0","10","20.0","2.0","0.0%"
"63","Vance McDonald (PIT)","8","19","119","14.9","25","3","0","0","0","0","0","15","19.9","1.3","0.2%"
"64","James Hanna (FA)","12","15","73","6.1","21","1","0","0","0","0","0","16","19.3","1.2","0.0%"
"65","Joel Dreessen (FA)","7","9","47","6.7","14","0","1","0","0","0","0","13","17.7","1.4","0.0%"
"66","Rhett Ellison (FA)","5","10","61","12.2","17","0","1","0","0","0","0","11","17.1","1.6","0.0%"
"67","Chris Gragg (FA)","5","7","53","10.6","28","1","1","0","0","0","0","9","16.3","1.8","0.0%"
"68","David Paulson (FA)","6","10","102","17.0","34","2","0","0","0","0","1","16","16.2","1.0","0.0%"
"69","Josh Hill (NO)","6","10","44","7.3","9","0","1","1","-8","0","0","14","15.6","1.1","0.1%"
"70","Dion Sims (FA)","6","10","32","5.3","8","0","1","0","0","0","0","15","15.2","1.0","0.0%"
"71","Tony Scheffler (FA)","7","12","82","11.7","22","1","0","0","0","0","0","5","15.2","3.0","0.0%"
"72","Jeron Mastrud (FA)","6","13","88","14.7","41","1","0","0","0","0","0","16","14.8","0.9","0.0%"
"73","Danny Noble (FA)","2","3","63","31.5","62","1","1","0","0","0","0","8","14.3","1.8","0.0%"
"74","Michael Egnew (FA)","7","11","69","9.9","14","0","0","0","0","0","0","16","13.9","0.9","0.0%"
"75","Virgil Green (LAC)","9","12","45","5.0","10","0","0","0","0","0","0","16","13.5","0.8","0.0%"
"76","Lee Smith (BUF)","5","9","78","15.6","28","2","0","0","0","0","0","16","12.8","0.8","0.0%"
"77","Kellen Davis (FA)","3","4","32","10.7","23","1","1","0","0","0","0","15","12.2","0.8","0.2%"
"78","Tom Crabtree (FA)","4","7","21","5.3","14","0","1","0","0","0","0","7","12.1","1.7","0.0%"
"79","Zach Sudfeld (FA)","5","10","63","12.6","25","2","0","0","0","0","0","14","11.3","0.8","0.0%"
"80","David Johnson (FA)","4","6","70","17.5","32","1","0","0","0","0","0","5","11.0","2.2","0.0%"
"81","Taylor Thompson (FA)","3","7","13","4.3","9","0","1","0","0","0","0","16","10.3","0.6","0.0%"
"82","Alex Smith (FA)","3","6","12","4.0","7","0","1","0","0","0","0","16","10.2","0.6","0.0%"
"83","Matthew Mulligan (FA)","2","3","16","8.0","15","0","1","0","0","0","0","15","9.6","0.6","0.0%"
"84","Niles Paul (FA)","4","8","51","12.8","25","1","0","0","0","0","0","15","9.1","0.6","0.0%"
"85","Allen Reisner (FA)","5","9","40","8.0","16","0","0","0","0","0","0","5","9.0","1.8","0.0%"
"86","Ryan Taylor (FA)","6","9","30","5.0","8","0","0","0","0","0","0","14","9.0","0.6","0.0%"
"87","Dwayne Allen (FA)","1","2","20","20.0","20","1","1","0","0","0","0","1","9.0","9.0","0.0%"
"88","Weslye Saunders (FA)","4","11","46","11.5","18","0","0","0","0","0","0","6","8.6","1.4","0.0%"
"89","Matt Spaeth (FA)","1","2","11","11.0","11","0","1","0","0","0","0","4","8.1","2.0","0.0%"
"90","Nick Kasa (FA)","1","5","9","9.0","9","0","1","0","0","0","0","16","7.9","0.5","0.0%"
"91","MarQueis Gray (FA)","2","9","8","4.0","5","0","0","6","43","0","0","12","7.1","0.6","0.0%"
"92","John Phillips (FA)","4","6","30","7.5","13","0","0","0","0","0","0","15","7.0","0.5","0.0%"
"93","Jack Doyle (IND)","5","7","19","3.8","8","0","0","0","0","0","0","15","6.9","0.5","5.5%"
"94","Nate Byham (FA)","3","3","38","12.7","34","1","0","0","0","0","0","4","6.8","1.7","0.0%"
"95","James Casey (FA)","3","6","31","10.3","12","0","0","0","0","0","0","15","6.1","0.4","0.0%"
"96","Larry Donnell (FA)","3","6","31","10.3","11","0","0","0","0","0","0","16","6.1","0.4","0.0%"
"97","Garrett Celek (FA)","2","4","38","19.0","30","1","0","0","0","0","0","12","5.8","0.5","0.0%"
"98","Dorin Dickerson (FA)","2","5","34","17.0","26","1","0","0","0","0","0","5","5.4","1.1","0.0%"
"99","Dominique Jones (FA)","2","3","34","17.0","21","1","0","0","0","0","0","8","5.4","0.7","0.0%"
"100","Billy Bajema (FA)","2","2","18","9.0","18","0","0","0","0","0","0","6","3.8","0.6","0.0%"
"101","Kory Sperry (FA)","1","1","16","16.0","16","0","0","0","0","0","0","8","2.6","0.3","0.0%"
"102","Craig Stevens (FA)","2","6","5","2.5","6","0","0","0","0","0","0","15","2.5","0.2","0.0%"
"103","Dante Rosario (FA)","1","4","13","13.0","13","0","0","0","0","0","0","15","2.3","0.2","0.0%"
"104","Richie Brockel (FA)","1","1","12","12.0","12","0","0","1","1","0","1","16","2.3","0.1","0.0%"
"105","Orson Charles (FA)","1","2","8","8.0","8","0","0","0","0","0","0","13","1.8","0.1","0.0%"
"106","Michael Palmer (FA)","1","1","8","8.0","8","0","0","0","0","0","0","16","1.8","0.1","0.0%"
"107","Konrad Reuland (FA)","1","3","7","7.0","7","0","0","0","0","0","0","10","1.7","0.2","0.0%"
"108","Mike McNeill (FA)","1","1","5","5.0","5","0","0","0","0","0","0","14","1.5","0.1","0.0%"
"109","Justice Cunningham (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"110","Richard Gordon (FA)","1","1","3","3.0","3","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"111","Nate Becker (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"114","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"115","Harrison Bryant (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"116","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Jacob Breeland (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Jared Pinkney (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Hunter Bryant (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"121","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Donald Parham Jr. (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Austin Fort (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Thaddeus Moss (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"125","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Brandon Dillon (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Jesper Horsted (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Josh Oliver (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Kahale Warring (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Matt Sokol (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Justin Johnson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Charles Jones (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Jace Sternberger (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"142","Hale Hentges (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Irv Smith Jr. (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5%"
"144","Darion Clark (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Caleb Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Dawson Knox (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"147","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Dax Raymond (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"151","Dan Arnold (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"152","Colin Thompson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Mark Andrews (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.2%"
"154","Dallas Goedert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.3%"
"155","Mike Gesicki (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.4%"
"156","Pharaoh Brown (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Hayden Hurst (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.7%"
"158","Johnny Mundt (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Mason Schreck (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Mo Alie-Cox (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"162","Darrell Daniels (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Blake Jarwin (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.7%"
"164","Eric Saubert (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Ricky Seals-Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Jason Croom (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Anthony Firkser (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2%"
"168","Evan Baylis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Sean Culkin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Troy Fumagalli (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Dalton Schultz (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.4%"
"172","Daniel Helm (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Nick Keizer (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Nate Wozniak (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Deon Yelder (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"177","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Matt Flanagan (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Will Dissly (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"180","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Tanner Hudson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Jaeden Graham (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Hakeem Butler (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"184","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"185","T.J. Hockenson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.1%"
"186","Kaden Smith (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"187","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"189","Chris Herndon IV (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.1%"
"190","Jordan Thomas (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Jordan Akins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"192","David Wells (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Marcus Baugh (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Ethan Wolf (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Durham Smythe (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"196","Noah Fant (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.5%"
"197","Ryan Izzo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"198","Dylan Cantrell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Tyler Conklin (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Jordan Franks (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Kevin Rader (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Kyle Markway (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Connor Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Paul Quessenberry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Charlie Taumoepeau (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Farrod Green (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Chase Harrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Noah Togiai (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Ben Ellefson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Tyler Davis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Tommy Stevens (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Jake Burt (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Nakia Griffin-Stewart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Rashod Berry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Nate Wieting (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Eli Wolf (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Tyler Simmons (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Cole Hikutini (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Jacob Hollister (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"230","Jerell Adams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Robert Tonyan (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.3%"
"232","Steve Maneri (FA)","0","2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"233","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Brad Smelley (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"235","Derek Carrier (LV)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"236","Andre Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"237","Adrien Robinson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Jake Stoneburner (FA)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"239","Travis Kelce (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","100.0%"
"240","D.C. Jefferson (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"241","Demetrius Harris (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Evan Rodriguez (FA)","0","1","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"243","Luke Stocker (ATL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"244","D.J. Williams (FA)","0","2","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"245","Daniel Hardy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Kyle Adams (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"247","Jake Bequette (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"248","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Kevin Brock (FA)","3","6","36","12.0","25","1","0","0","0","0","0","4","0.0","0.0","0.0%"
"250","Deangelo Peterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Keavon Milton (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"252","Brandon Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"253","Jake Byrne (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"254","Matt Veldman (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"255","Logan Thomas (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.5%"
"256","Eric Ebron (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.3%"
"257","Xavier Grimble (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Trey Burton (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.2%"
"259","Richard Rodgers (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"260","Phillip Supernaw (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"261","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
