"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"306","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","Kerwynn Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"308","Cordarrelle Patterson (CHI)","12","158","13.2","50","3","3","45","77","469","10.4","4","0","16","0.0","0.0","5.9%"
"309","Michael Ford (FA)","0","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"310","Chris Thompson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","3.6%"
"311","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"312","Chase Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"313","Rex Burkhead (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","12.8%"
"314","Matthew Tucker (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"315","Latavius Murray (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.8%"
"316","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","1","0","0","0","0","16","0.0","0.0","0.4%"
"317","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"320","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"321","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","Quinn Johnson (FA)","0","0","0","0","0","0","0","1","0","0","0","0","4","0.0","0.0","0.0%"
"325","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"326","Spencer Larsen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"327","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"328","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"329","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"330","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"331","Montell Owens (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"332","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"333","Dare Ogunbowale (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"334","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"335","Dan Vitale (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"336","Peyton Barber (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"337","Darius Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"338","Jalen Richard (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"339","DeAndre Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"340","Paul Perkins (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"341","Ezekiel Elliott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.2%"
"342","Derrick Henry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"343","Alex Collins (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"344","Devontae Booker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.0%"
"345","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"346","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"347","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"348","Wendell Smallwood (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"349","Tyler Ervin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"350","Kenyan Drake (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.8%"
"351","C.J. Prosise (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"352","Jonathan Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"353","Jordan Howard (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.4%"
"354","Austin Ekeler (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.2%"
"355","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"356","Khalfani Muhammad (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"357","Aaron Jones (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"358","Elijah McGuire (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"359","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"360","Chris Carson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.9%"
"361","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"362","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"363","Dalvin Cook (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"364","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"365","J.D. McKissic (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.9%"
"366","Elijhaa Penny (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"367","Brandin Bryant (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"368","Troymaine Pope (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"369","Leonard Fournette (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.7%"
"370","Marlon Mack (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"371","Tarik Cohen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"372","Brian Hill (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.0%"
"373","James Conner (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.9%"
"374","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"375","Jeremy McNichols (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"376","Kareem Hunt (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8%"
"377","Christian McCaffrey (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.5%"
"378","Jamaal Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.4%"
"379","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"380","Wayne Gallman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.7%"
"381","Alvin Kamara (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"382","Joe Mixon (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.7%"
"383","D'Onta Foreman (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"384","Senorise Perry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"385","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"386","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"387","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"388","Rod Smith (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"389","Raheem Mostert (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.3%"
"390","Melvin Gordon III (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.4%"
"391","Todd Gurley II (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.7%"
"392","Ameer Abdullah (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"393","Tevin Coleman (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.6%"
"394","Duke Johnson Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.4%"
"395","T.J. Yeldon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"396","Mike Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.1%"
"397","Ty Montgomery (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"398","Malcolm Brown (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.8%"
"399","David Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.7%"
""
""
